Party,Expanded_Party_Name
BJP,BHARATIYA JANATA PARTY
INC,INDIAN NATIONAL CONGRESS
RSP,REVOLUTIONARY SOCIALIST PARTY
CPI,COMMUNIST PARTY OF INDIA
IPFT,INDIGENOUSN PEOPLE'S FRONT OF TRIPURA
CPM,COMMUNIST PARTY OF INDIA (MARXIST)
INPT,INDIGENOUS NATIONALIST PARTY OF TWIPRA
FBL,ALL INDIA FORWARD BLOC
TUJS,TRIPURA UPAJATI JUBA SAMITY
TJS,TRIPURA UPJATI JUBA SAMITY
JD(B),JANTA DAL (B)
TUS,TRIPURA UPAJATI JUBA SAMITI
