pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Constituency_Type,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Terms,Terms_Contested
AEAP16401,17,0,2019,BOIANAPALLI VINOD KUMAR,GEN,Telangana,KARIMNAGAR,GEN,TRS,TDP,408768,M,2,4,TRUE,TRUE,35.62,229510,20,2,3
AEAP2405,17,0,2019,AKULA SATYANARAYANA,,Andhra_Pradesh,RAJAHMUNDRY,GEN,JnP,,155807,M,3,1,FALSE,FALSE,12.46,137720,11.01,,1
AEAP2434,17,0,2019,KOLLAPU VENU,,Andhra_Pradesh,RAJAHMUNDRY,GEN,IND,,2869,M,7,1,FALSE,FALSE,0.23,1112,0.09,,1
AEAP319,17,0,2019,BANDI SANJAY KUMAR,,Telangana,KARIMNAGAR,GEN,BJP,,498276,M,1,1,FALSE,FALSE,43.42,89508,7.8,1,1
AEAP3683,17,0,2019,AHMED ALI KHAN,,Andhra_Pradesh,KURNOOL,GEN,INC,,36500,M,3,1,FALSE,FALSE,3.07,12082,1.02,,1
AEAP3685,17,0,2019,ABDUL WARIS,,Andhra_Pradesh,KURNOOL,GEN,SDPI,,7293,M,8,1,FALSE,FALSE,0.61,716,0.06,,1
AEAP5810,17,0,2019,POLISHETTY VENKATESHWARLU,,Telangana,NALGONDA,GEN,IND,,824,M,27,1,FALSE,FALSE,0.07,267,0.02,,1
AEAP5936,17,0,2019,Kavitha Malothu,ST,Telangana,MAHABUBABAD,ST,TRS,,462109,F,1,1,FALSE,FALSE,46.98,146663,14.91,1,1
AEAP6614,17,0,2019,VANGA GEETHAVISWANATH,GEN,Andhra_Pradesh,KAKINADA,GEN,YSRCP,,537630,F,1,1,FALSE,FALSE,43.54,25738,2.08,1,1
AEAP694,17,0,2019,Chepuri Raju,,Telangana,CHEVELLA,GEN,DABAP,,1103,M,18,1,FALSE,FALSE,0.08,25,0,,1
AEAP815966,17,0,2019,KOTA SHYAMKUMAR,,Telangana,KARIMNAGAR,GEN,IND,,1454,M,13,1,FALSE,FALSE,0.13,23,0,,1
AEAP815970,17,0,2019,DURVASA REDDY PAKALA,GEN,Telangana,KARIMNAGAR,GEN,IND,,11637,M,4,1,FALSE,FALSE,1.01,1873,0.16,,1
AEAP816924,17,0,2019,BAAKI RENUKA,SC,Telangana,NAGARKURNOOL,SC,IND,,3960,F,7,1,FALSE,FALSE,0.4,494,0.05,,1
AEAP83290,17,0,2019,PALVANCHA RAMARAO,,Telangana,KHAMMAM,GEN,IND,,2739,M,12,1,FALSE,FALSE,0.24,254,0.02,,1
AEAR81396,17,0,2019,C. C. Singpho,,Arunachal_Pradesh,ARUNACHAL EAST,GEN,IND,,11493,M,5,1,FALSE,FALSE,3.91,5918,2.01,,1
AEAS186906,17,0,2019,RAJU DAS,SC,Assam,KARIMGANJ,SC,IND,,2111,M,10,1,FALSE,FALSE,0.2,316,0.03,,1
AEAS187008,17,0,2019,ZABED ISLAM,,Assam,DHUBRI,GEN,AGP,,399733,M,3,1,FALSE,FALSE,23.72,386838,22.96,,1
AEAS187011,17,0,2019,RUKUNUR ZAMAN,,Assam,DHUBRI,GEN,IND,,4393,M,10,1,FALSE,FALSE,0.26,68,0,,1
AEAS187038,17,0,2019,MIR HUSSAIN SARKAR,,Assam,DHUBRI,GEN,IND,,4138,M,13,1,FALSE,FALSE,0.25,817,0.05,,1
AEAS187085,17,0,2019,Ranjoy Kr. Brahma,ST,Assam,KOKRAJHAR,ST,IND,,10788,M,8,1,FALSE,FALSE,0.73,829,0.06,,1
AEAS187145,17,0,2019,MEHBUBAR RAHMAN,,Assam,DHUBRI,GEN,RPI(A),,4250,M,12,1,FALSE,FALSE,0.25,112,0.01,,1
AEAS187211,17,0,2019,Rafiqul Islam,,Assam,BARPETA,GEN,AIUDF,,248667,M,3,1,FALSE,FALSE,17.05,228201,15.65,,1
AEAS187223,17,0,2019,Rejaul Karim,,Assam,BARPETA,GEN,RPI(A),,3350,M,10,1,FALSE,FALSE,0.23,551,0.04,,1
AEAS187231,17,0,2019,Matiar Rahman,,Assam,BARPETA,GEN,TNRMPI,,3973,M,7,1,FALSE,FALSE,0.27,355,0.02,,1
AEAS187282,17,0,2019,BOBBEETA SHARMA,GEN,Assam,GAUHATI,GEN,INC,,663330,F,2,1,FALSE,FALSE,37.61,642137,36.41,,1
AEAS187283,17,0,2019,AVIJIT CHAKRABORTY,,Assam,GAUHATI,GEN,BGanP,,2351,M,16,1,FALSE,FALSE,0.13,229,0.01,,1
AEAS187395,16,0,2014,SWARNALATA CHALIHA,GEN,Assam,MANGALDOI,GEN,SUCI,,7600,F,9,2,FALSE,FALSE,0.62,2069,0.17,,2
AEAS187395,17,0,2019,SWARNALATA CHALIHA,GEN,Assam,MANGALDOI,GEN,SUCI(C),SUCI,3829,F,11,2,FALSE,FALSE,0.25,1305,0.09,,2
AEAS187507,17,0,2019,Sukanta Mazumdar,,Assam,NOWGONG,GEN,BGanP,,2756,M,8,1,FALSE,FALSE,0.18,0,0,,1
AEAS187677,17,0,2019,KANAK GOGOI,,Assam,JORHAT,GEN,CPI,,17849,M,3,1,FALSE,FALSE,1.69,5280,0.5,,1
AEAS187754,16,0,2014,HEM KANTA MIRI,SC,Assam,LAKHIMPUR,GEN,SUCI,,6896,M,7,3,FALSE,FALSE,0.62,561,0.05,,2
AEAS187754,16,1,2016,Hem Kanta Miri,SC,Assam,"LAKHIMPUR , DISTRICT, LAKHIMPUR",GEN,SUC(Commu.),SUCI,1590,M,5,3,,FALSE,1.86,0,0,,2
AEAS187754,17,0,2019,HEM KANTA MIRI,SC,Assam,LAKHIMPUR,GEN,SUCI(C),SUC(Commu.),4034,M,11,3,,FALSE,0.31,144,0.01,,2
AEAS187980,16,0,2014,SUSHMITA DEV,GEN,Assam,SILCHAR,GEN,INC,,336451,F,1,2,FALSE,FALSE,42.07,35241,4.41,1,2
AEAS187980,17,0,2019,SUSHMITA DEV,GEN,Assam,SILCHAR,GEN,INC,INC,417818,F,2,2,FALSE,TRUE,43.99,409271,43.09,1,2
AEAS188087,17,0,2019,JONES INGTI KATHAR,ST,Assam,AUTONOMOUS DISTRICT,ST,IND,,39583,M,3,1,FALSE,FALSE,6.41,2668,0.43,,1
AEAS188349,17,0,2019,QUEEN OJA,,Assam,GAUHATI,GEN,BJP,,1008936,F,1,1,FALSE,FALSE,57.2,345606,19.59,1,1
AEAS188502,17,0,2019,MAHENDRA BHUYAN,,Assam,TEZPUR,GEN,NCP,,6483,M,6,1,FALSE,FALSE,0.54,603,0.05,,1
AEAS188736,17,0,2019,SUSHANTA BORGOHAIN,,Assam,JORHAT,GEN,INC,,460635,M,2,1,FALSE,FALSE,43.54,442786,41.85,,1
AEAS188862,16,1,2016,Dilip Moran,,Assam,"LAKHIMPUR , DISTRICT, LAKHIMPUR",GEN,IND,,8219,M,3,2,FALSE,FALSE,9.61,5033,5.88,,2
AEAS188862,17,0,2019,DILIP MORAN,,Assam,LAKHIMPUR,GEN,ADRP,IND,8285,M,7,2,FALSE,FALSE,0.65,2704,0.21,,2
AEAS189110,14,0,2004,SHAJAHAN SHEIKH,GEN,Assam,DHUBRI,GEN,IND,,15094,M,7,2,FALSE,FALSE,1.75,2522,0.29,,2
AEAS189110,17,0,2019,SHAJAHAN SHEIKH,,Assam,DHUBRI,GEN,VPI,IND,5628,M,8,2,FALSE,FALSE,0.33,39,0,,2
AEAS189125,17,0,2019,ABU TAHER BEPARI,,Assam,DHUBRI,GEN,INC,,492506,M,2,1,FALSE,FALSE,29.23,92773,5.51,,1
AEAS189904,17,0,2019,KRIPANATH MALLAH,SC,Assam,KARIMGANJ,SC,BJP,,473046,M,1,1,FALSE,FALSE,44.62,38389,3.62,1,1
AEAS190839,17,0,2019,Pradyut Bordoloi,,Assam,NOWGONG,GEN,INC,,739724,M,1,1,FALSE,FALSE,49.53,16752,1.12,1,1
AEAS191997,17,0,2019,ARUP KALITA,,Assam,LAKHIMPUR,GEN,CPI,,13378,M,4,1,FALSE,FALSE,1.04,569,0.04,,1
AEAS192447,17,0,2019,Pramila Rani Brahma,ST,Assam,KOKRAJHAR,ST,BOPF,,446774,F,2,1,FALSE,FALSE,30.2,134339,9.08,,1
AEAS194863,17,0,2019,BHABEN BARUAH,,Assam,DIBRUGARH,GEN,NPEP,,9718,M,4,1,FALSE,FALSE,0.96,1606,0.16,,1
AEAS300010,17,0,2019,Abdul Khaleque,,Assam,BARPETA,GEN,INC,,645173,M,1,1,FALSE,FALSE,44.23,140307,9.62,1,1
AEAS300139,15,0,2009,PRODEEP KUMAR DAIMARY,ST,Assam,MANGALDOI,GEN,IND,,37552,M,5,2,FALSE,FALSE,3.8,25184,2.55,,2
AEAS300139,17,0,2019,PRODEEP KUMAR DAIMARY,ST,Assam,MANGALDOI,GEN,UPPL,IND,103870,M,3,2,FALSE,FALSE,6.9,85352,5.67,,2
AEBR24517,15,0,2009,PASHUPATI NATH SINGH,GEN,Jharkhand,DHANBAD,GEN,BJP,,260521,M,1,3,FALSE,FALSE,32.03,58047,7.14,3,3
AEBR24517,16,0,2014,PASHUPATI NATH SINGH,GEN,Jharkhand,DHANBAD,GEN,BJP,BJP,543491,M,1,3,FALSE,TRUE,47.51,292954,25.61,3,3
AEBR24517,17,0,2019,PASHUPATI NATH SINGH,GEN,Jharkhand,DHANBAD,GEN,BJP,BJP,827234,M,1,3,FALSE,TRUE,66.03,486194,38.81,3,3
AEBR42732,15,0,2009,SUDARSHAN BHAGAT,ST,Jharkhand,LOHARDAGA,ST,BJP,,144628,M,1,3,FALSE,FALSE,27.69,8283,1.59,3,3
AEBR42732,16,0,2014,SUDARSHAN BHAGAT,ST,Jharkhand,LOHARDAGA,ST,BJP,BJP,226666,M,1,3,FALSE,TRUE,34.79,6489,1,3,3
AEBR42732,17,0,2019,SUDARSHAN BHAGAT,ST,Jharkhand,LOHARDAGA,ST,BJP,BJP,371595,M,1,3,FALSE,TRUE,45.45,10363,1.27,3,3
AEBR536,17,0,2019,GULAB YADAV,GEN,Bihar,JHANJHARPUR,GEN,RJD,,279440,M,2,1,FALSE,FALSE,26.35,249934,23.57,,1
AECG1506,16,0,2014,PRAVIN JAIN,GEN,Chhattisgarh,RAIPUR,GEN,IND,,729,M,35,2,FALSE,FALSE,0.06,5,0,,2
AECG1506,17,0,2019,Pravin Jain,GEN,Chhattisgarh,RAIPUR,GEN,IND,IND,1936,M,12,2,FALSE,FALSE,0.14,192,0.01,,2
AECG2162,17,0,2019,RAMKUMAR GHATLAHARE,,Chhattisgarh,BILASPUR,GEN,BLRP,,826,M,22,1,FALSE,FALSE,0.07,25,0,,1
AECG81643,17,0,2019,Mohan Singh Tekam,ST,Chhattisgarh,SARGUJA,ST,SHS,,7161,M,8,1,FALSE,FALSE,0.56,1773,0.14,,1
AECG81690,17,0,2019,Pawan Kumar Nag,ST,Chhattisgarh,SARGUJA,ST,BMUP,,4143,M,10,1,FALSE,FALSE,0.32,431,0.03,,1
AECG81698,17,0,2019,Maya Bhagat,ST,Chhattisgarh,SARGUJA,ST,BSP,,18534,F,5,1,FALSE,FALSE,1.45,9120,0.71,,1
AECG81812,17,0,2019,SEEMA AJAY,SC,Chhattisgarh,JANJGIR-CHAMPA,SC,APoI,,7831,F,5,1,FALSE,FALSE,0.63,1364,0.11,,1
AECG81833,17,0,2019,JAI SINGH SIDAR,ST,Chhattisgarh,RAIGARH,ST,GGP,,2545,M,14,1,FALSE,FALSE,0.19,691,0.05,,1
AECG81903,17,0,2019,SANDEEP SINGH PORTE,,Chhattisgarh,BILASPUR,GEN,AVVP,,2201,M,12,1,FALSE,FALSE,0.18,241,0.02,,1
AECG81904,17,0,2019,HARISH KUMAR MANDWA,,Chhattisgarh,BILASPUR,GEN,IND,,946,M,20,1,FALSE,FALSE,0.08,50,0,,1
AECG81940,17,0,2019,SIDDHRAM LAHARE,,Chhattisgarh,BILASPUR,GEN,RJsbhP,,1311,M,17,1,FALSE,FALSE,0.11,53,0,,1
AECG82001,17,0,2019,AVISHEK EKKA,,Chhattisgarh,BILASPUR,GEN,IND,,6782,M,5,1,FALSE,FALSE,0.56,1523,0.13,,1
AECG82192,17,0,2019,NITESH KUMAR RATRE,SC,Chhattisgarh,JANJGIR-CHAMPA,SC,SUSP,,2568,M,11,1,FALSE,FALSE,0.21,381,0.03,,1
AECG82205,17,0,2019,Chhabi Lal Kanwar,,Chhattisgarh,RAIPUR,GEN,BSCP,,817,M,21,1,FALSE,FALSE,0.06,29,0,,1
AECG82274,17,0,2019,Tameshwar Sahu,,Chhattisgarh,RAIPUR,GEN,BKNP,,762,M,23,1,FALSE,FALSE,0.05,90,0.01,,1
AECG82283,17,0,2019,Banmali Chhura,,Chhattisgarh,RAIPUR,GEN,BHBP,,1069,M,19,1,FALSE,FALSE,0.08,182,0.01,,1
AECG82400,17,0,2019,Santosh Sahu,,Chhattisgarh,RAIPUR,GEN,IND,,1590,M,15,1,FALSE,FALSE,0.11,95,0.01,,1
AECG82414,17,0,2019,Tarjan Jangde,,Chhattisgarh,RAIPUR,GEN,IND,,6301,M,5,1,FALSE,FALSE,0.45,625,0.04,,1
AECG82550,17,0,2019,ANOOP KUMAR PANDEY,GEN,Chhattisgarh,DURG,GEN,IND,,7959,M,5,1,FALSE,FALSE,0.57,1206,0.09,,1
AECG82551,17,0,2019,ARUN KUMAR JOSHI,GEN,Chhattisgarh,DURG,GEN,IND,,6753,M,6,1,FALSE,FALSE,0.49,1318,0.09,,1
AECG82552,17,0,2019,KAMLESH KUMAR NAGARCHI,,Chhattisgarh,DURG,GEN,SHS,,1097,M,18,1,FALSE,FALSE,0.08,94,0.01,,1
AECG82648,17,0,2019,SANDEEP TIWARI (RAJ),,Chhattisgarh,BILASPUR,GEN,BSHSP,,1852,M,15,1,FALSE,FALSE,0.15,406,0.03,,1
AECG82660,17,0,2019,AJAY PALI (BABA),,Chhattisgarh,RAJNANDGAON,GEN,SHS,,8366,M,7,1,FALSE,FALSE,0.64,3298,0.25,,1
AECG82706,17,0,2019,PRATIMA SANTOSH WASHNIK,,Chhattisgarh,RAJNANDGAON,GEN,RP(K),,1506,F,15,1,FALSE,FALSE,0.12,0,0,,1
AECG82716,17,0,2019,DR. UDAY RATRE,SC,Chhattisgarh,JANJGIR-CHAMPA,SC,IND,,4778,M,8,1,FALSE,FALSE,0.38,902,0.07,,1
AECG82784,17,0,2019,DURGAPRASAD THAKUR,ST,Chhattisgarh,KANKER,ST,APoI,,6103,M,6,1,FALSE,FALSE,0.53,345,0.03,,1
AECG82810,17,0,2019,PANEESH PRASAD NAG,ST,Chhattisgarh,BASTAR,ST,APoI,,12421,M,7,1,FALSE,FALSE,1.36,2509,0.27,,1
AECG82840,17,0,2019,DEEPAK BAIJ,ST,Chhattisgarh,BASTAR,ST,INC,,402527,M,1,1,FALSE,FALSE,44.1,38982,4.27,1,1
AECGAEMP1072,17,0,2019,RAMDAYAL URAON,,Chhattisgarh,KORBA,GEN,IND,,6801,M,7,1,FALSE,FALSE,0.6,2003,0.18,,1
AECGAEMP1103,17,0,2019,JYOTI NAND DUBEY,GEN,Chhattisgarh,KORBA,GEN,BJP,,497061,M,2,1,FALSE,FALSE,43.72,459644,40.43,,1
AECGAEMP1196,16,0,2014,BALDAU PRASAD SAHU,GEN,Chhattisgarh,BILASPUR,GEN,IND,,13339,M,6,2,FALSE,FALSE,1.22,1315,0.12,,2
AECGAEMP1196,17,0,2019,BALDAU PRASAD SAHU,GEN,Chhattisgarh,BILASPUR,GEN,IND,IND,801,M,23,2,FALSE,FALSE,0.07,53,0,,2
AECGAEMP1378,17,0,2019,ASHOK SONI,,Chhattisgarh,MAHASAMUND,GEN,APoI,,7733,M,6,1,FALSE,FALSE,0.63,491,0.04,,1
AECGAEMP1504,17,0,2019,Manish Shrivastav,GEN,Chhattisgarh,RAIPUR,GEN,IND,,4035,M,9,1,FALSE,FALSE,0.29,206,0.01,,1
AECGAEMP1627,17,0,2019,VIJAY BAGHEL,GEN,Chhattisgarh,DURG,GEN,BJP,,849374,M,1,1,FALSE,FALSE,61.02,391978,28.16,1,1
AECGAEMP1680,17,0,2019,SUNIL KUMAR MARKANDEY,,Chhattisgarh,DURG,GEN,IND,,1003,M,19,1,FALSE,FALSE,0.07,84,0.01,,1
AECGAEMP1740,17,0,2019,RAMKHILAWAN DAHARIYA,,Chhattisgarh,RAJNANDGAON,GEN,IND,,5068,M,8,1,FALSE,FALSE,0.39,771,0.06,,1
AECGAEMP1860,17,0,2019,BAIDU RAM KASHYAP,ST,Chhattisgarh,BASTAR,ST,BJP,,363545,M,2,1,FALSE,FALSE,39.83,321878,35.26,,1
AECGAEMP2050,17,0,2019,TEJRAM SIDAR,ST,Chhattisgarh,RAIGARH,ST,IND,,5656,M,9,1,FALSE,FALSE,0.42,1650,0.12,,1
AECGAEMP2242,17,0,2019,ENGINEER INDRASEN MOGRE,,Chhattisgarh,BILASPUR,GEN,IND,,11982,M,4,1,FALSE,FALSE,0.99,5200,0.43,,1
AECGAEMP2303,16,0,2014,PRAKASH KUMAR URANW,ST,Chhattisgarh,RAIGARH,ST,IND,,12860,M,5,2,FALSE,FALSE,1.03,727,0.06,,2
AECGAEMP2303,17,0,2019,PRAKASH KUMAR URANW,ST,Chhattisgarh,RAIGARH,ST,IND,IND,10162,M,5,2,FALSE,FALSE,0.75,602,0.04,,2
AECGAEMP2372,17,0,2019,CHUNNI LAL SAHU,GEN,Chhattisgarh,MAHASAMUND,GEN,BJP,,616580,M,1,1,FALSE,FALSE,50.44,90511,7.4,1,1
AECGAEMP2662,17,0,2019,PRATIMA CHANDRAKAR,GEN,Chhattisgarh,DURG,GEN,INC,,457396,F,2,1,FALSE,FALSE,32.86,437272,31.41,,1
AECGAEMP2826,17,0,2019,GURU DADA LOKESH,,Chhattisgarh,DURG,GEN,IND,,1420,M,17,1,FALSE,FALSE,0.1,323,0.02,,1
AECGAEMP2881,17,0,2019,UMASHANKAR BHANDARI,ST,Chhattisgarh,KANKER,ST,SHS,,3437,M,10,1,FALSE,FALSE,0.3,0,0,,1
AECGAEMP298,17,0,2019,NAND KISHORE RAJ,,Chhattisgarh,BILASPUR,GEN,GGP,,5259,M,6,1,FALSE,FALSE,0.43,280,0.02,,1
AECGAEMP903,17,0,2019,Asha Devi Poya,ST,Chhattisgarh,SARGUJA,ST,GGP,,24463,F,4,1,FALSE,FALSE,1.91,5929,0.46,,1
AEGA82192,17,0,2019,DATTATRAYA PADGAONKAR,,Goa,NORTH GOA,GEN,AAAP,,4756,M,4,1,FALSE,FALSE,1.11,1947,0.45,,1
AEGA82359,17,0,2019,ELVIS GOMES,,Goa,SOUTH GOA,GEN,AAAP,,20891,M,3,1,FALSE,FALSE,4.92,15455,3.64,,1
AEGA82395,17,0,2019,RAKHI AMIT NAIK,,Goa,SOUTH GOA,GEN,SHS,,1763,F,5,1,FALSE,FALSE,0.42,58,0.01,,1
AEGA82997,17,0,2019,GIRISH RAYA CHODANKAR,SC,Goa,NORTH GOA,GEN,INC,,164597,M,2,1,FALSE,FALSE,38.4,157534,36.75,,1
AEGJ100281,17,0,2019,AMIT SHAH,GEN,Gujarat,GANDHINAGAR,GEN,BJP,,894624,M,1,1,FALSE,FALSE,69.67,557014,43.38,1,1
AEGJ100373,16,0,2014,NARENDRA MODI,GEN,Gujarat,VADODARA,GEN,BJP,,845464,M,1,3,FALSE,FALSE,72.79,570128,49.08,2,2
AEGJ100373,16,0,2014,NARENDRA MODI,GEN,Uttar_Pradesh,VARANASI,GEN,BJP,BJP,581022,M,1,3,FALSE,FALSE,56.37,371784,36.07,2,2
AEGJ100373,17,0,2019,NARENDRA MODI,GEN,Uttar_Pradesh,VARANASI,GEN,BJP,BJP,674664,M,1,3,FALSE,TRUE,63.62,479505,45.22,2,2
AEGJ101104,17,0,2019,NARENDRABHAI REVASHANKAR TRIVEDI,,Gujarat,GANDHINAGAR,GEN,JANSAPP,,888,M,15,1,FALSE,FALSE,0.07,26,0,,1
AEGJ10554,17,0,2019,KAGATHARA LALITBHAI,,Gujarat,RAJKOT,GEN,INC,,390238,M,2,1,FALSE,FALSE,32.65,371920,31.12,,1
AEGJ10591,15,0,2009,PRAVINBHAI MEGHJIBHAI DENGADA,SC,Gujarat,RAJKOT,GEN,IND,,1098,M,14,3,FALSE,FALSE,0.17,7,0,,3
AEGJ10591,16,0,2014,DENGADA PRAVINBHAI MEGHAJIBHAI,SC,Gujarat,RAJKOT,GEN,RPI(A),IND,945,M,15,3,FALSE,FALSE,0.09,137,0.01,,3
AEGJ10591,17,0,2019,DENGADA PRAVINBHAI MEGHJIBHAI,SC,Gujarat,RAJKOT,GEN,IND,RPI(A),2166,M,6,3,FALSE,FALSE,0.18,570,0.05,,3
AEGJ10777,17,0,2019,Paresh Dhanani,,Gujarat,AMRELI,GEN,INC,,327604,M,2,1,FALSE,FALSE,36.03,310037,34.1,,1
AEGJ10853,17,0,2019,Dhapa Dharamshibhai Ramjibhai,,Gujarat,AMRELI,GEN,VPP,,4747,M,7,2,FALSE,FALSE,0.52,2411,0.27,,1
AEGJ10853,17,0,2019,DHAPA DHARAMSHIBHAI RAMJIBHAI,,Gujarat,BHAVNAGAR,GEN,VPP,VPP,7836,M,4,2,FALSE,FALSE,0.75,895,0.09,,1
AEGJ10894,15,0,2009,JAGDISH THAKOR,GEN,Gujarat,PATAN,GEN,INC,,283778,M,1,2,FALSE,FALSE,44.82,18504,2.92,1,2
AEGJ10894,17,0,2019,JAGDISH THAKOR,GEN,Gujarat,PATAN,GEN,INC,INC,439489,M,2,2,FALSE,FALSE,39.02,425162,37.75,1,2
AEGJ10981,17,0,2019,Dr. C. J. CHAVDA,,Gujarat,GANDHINAGAR,GEN,INC,,337610,M,2,1,FALSE,FALSE,26.29,323396,25.18,,1
AEGJ11169,17,0,2019,Bimal Shah,GEN,Gujarat,KHEDA,GEN,INC,,347427,M,2,1,FALSE,FALSE,31.62,329150,29.96,,1
AEGJ11336,17,0,2019,GAMIT KAUSHIKBHAI VIRENDRABHAI,ST,Gujarat,BARDOLI,ST,SVPP,,5343,M,9,1,FALSE,FALSE,0.4,1515,0.11,,1
AEGJ11352,14,0,2004,CHAUDHARY TUSHARBHAI AMARSINHBHAI,ST,Gujarat,MANDVI,ST,INC,,386592,M,1,4,FALSE,FALSE,59.95,173382,26.89,2,4
AEGJ11352,15,0,2009,CHAUDHARI TUSHARBHAI AMRASINHBHAI,ST,Gujarat,BARDOLI,ST,INC,INC,398430,M,1,4,FALSE,TRUE,47.86,58985,7.08,2,4
AEGJ11352,16,0,2014,CHAUDHARI TUSHARBHAI AMARSINHBHAI,ST,Gujarat,BARDOLI,ST,INC,INC,498885,M,2,4,FALSE,TRUE,41.36,478894,39.7,2,4
AEGJ11352,17,0,2019,CHAUDHARI DR. TUSHARBHAI AMARSINHBHAI,ST,Gujarat,BARDOLI,ST,INC,INC,526826,M,2,4,FALSE,FALSE,39.08,503912,37.38,2,4
AEGJ11654,15,0,2009,POPATPUTRA RAFIK ABUBAKAR,GEN,Gujarat,JAMNAGAR,GEN,IND,,6109,M,5,3,FALSE,FALSE,1.03,2542,0.43,,3
AEGJ11654,16,0,2014,MEMAN RAFIK ABUBAKAR POPATPUTRA,GEN,Gujarat,JAMNAGAR,GEN,IND,IND,5811,M,6,3,FALSE,FALSE,0.68,900,0.11,,3
AEGJ11654,17,0,2019,POPATPUTRA RAFIK ABUBAKAR,GEN,Gujarat,JAMNAGAR,GEN,IND,IND,8216,M,5,3,FALSE,FALSE,0.81,417,0.04,,3
AEGJ11726,16,0,2014,UNADAKAT PRAKASH VALLABHADAS,GEN,Gujarat,PORBANDAR,GEN,IND,,1618,M,13,2,FALSE,FALSE,0.2,49,0.01,,2
AEGJ11726,17,0,2019,UNADKAT PRAKASHBHAI VALLABHDAS,GEN,Gujarat,PORBANDAR,GEN,IND,IND,605,M,18,2,FALSE,FALSE,0.06,0,0,,2
AEGJ1184,17,0,2019,SONDARVA BALUBEN MAHESHBHAI,SC,Gujarat,KACHCHH,SC,RPWP,,1699,F,10,1,FALSE,FALSE,0.17,103,0.01,,1
AEGJ12044,15,0,2009,SHARMA BRIJESHKUMAR UJAGARLAL,GEN,Gujarat,AHMEDABAD EAST,GEN,IND,,7477,M,4,2,FALSE,FALSE,1.25,223,0.04,,2
AEGJ12044,17,0,2019,Sharma Brijesh Kumar Ujagarlal,,Gujarat,AHMEDABAD EAST,GEN,IND,IND,1337,M,14,2,FALSE,FALSE,0.12,65,0.01,,2
AEGJ12436,15,0,2009,CHAUHAN DEVUSINH JESINGBHAI,GEN,Gujarat,KHEDA,GEN,BJP,,283158,M,2,3,FALSE,FALSE,46.98,269318,44.69,2,3
AEGJ12436,16,0,2014,CHAUHAN DEVUSINH JESINGBHAI (CHAUHAN DEVUSINH),GEN,Gujarat,KHEDA,GEN,BJP,BJP,568235,M,1,3,FALSE,FALSE,59.44,232901,24.36,2,3
AEGJ12436,17,0,2019,Chauhan Devusinh,GEN,Gujarat,KHEDA,GEN,BJP,BJP,714572,M,1,3,FALSE,TRUE,65.04,367145,33.42,2,3
AEGJ12805,17,0,2019,PARBATBHAI SAVABHAI PATEL,GEN,Gujarat,BANASKANTHA,GEN,BJP,,679108,M,1,1,FALSE,FALSE,61.62,368296,33.42,1,1
AEGJ12841,17,0,2019,PARMAR CHHAGANCHANDRARAJ DHANABHAI,,Gujarat,BANASKANTHA,GEN,IND,,2516,M,10,1,FALSE,FALSE,0.23,255,0.02,,1
