pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Constituency_Type,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Terms,Terms_Contested
AEAS193957,12,0,1998,DR. PANNALAL OSWAL,,Assam,DHUBRI,GEN,BJP,BJP,180987,M,2,3,FALSE,FALSE,24.18,101708,13.59,,3
AEAS193957,13,0,1999,Dr Pannalal Oswal,,Assam,DHUBRI,GEN,BJP,BJP,258472,M,2,3,FALSE,FALSE,31.95,83593,10.33,,3
AEAS195085,13,0,1999,Alauddin Sarkar,,Assam,DHUBRI,GEN,CPI,,57735,M,4,1,FALSE,FALSE,7.14,41124,5.08,,1
AEAS195471,10,0,1991,KABINDRA PURKAYASTHA,GEN,Assam,SILCHAR,GEN,BJP,,204201,M,1,4,FALSE,FALSE,38.87,10851,2.07,2,4
AEAS195471,11,0,1996,KABINDRA PURKAYASTHA,GEN,Assam,SILCHAR,GEN,BJP,BJP,169663,M,2,4,FALSE,TRUE,30.45,48960,8.79,2,4
AEAS195471,12,0,1998,KABINDRA PURKAYASTHA,GEN,Assam,SILCHAR,GEN,BJP,BJP,230747,M,1,4,FALSE,FALSE,37.05,19940,3.2,2,4
AEAS195471,13,0,1999,Kabindra Purkayastha,GEN,Assam,SILCHAR,GEN,BJP,BJP,221504,M,2,4,FALSE,TRUE,37.36,192444,32.46,2,4
AEAS195593,13,0,1999,Kanakeswar Narzary,,Assam,KOKRAJHAR,ST,UBNLF,,7611,M,6,1,FALSE,FALSE,0.86,0,0,,1
AEAS196704,8,0,1985,BIJOY KRISHNA HANDIQUE,GEN,Assam,JORHAT,GEN,INC,,189787,M,2,5,FALSE,FALSE,37.57,177397,35.12,4,5
AEAS196704,10,0,1991,BIJOY KRISHNA HANDUQUI,GEN,Assam,JORHAT,GEN,INC,INC,239369,M,1,5,FALSE,FALSE,44.9,110663,20.76,4,5
AEAS196704,11,0,1996,BIJOY KRISHNA HANDIQUE,GEN,Assam,JORHAT,GEN,INC,INC,311578,M,1,5,FALSE,TRUE,47.99,47239,7.28,4,5
AEAS196704,12,0,1998,Bijoy Krishna Handique,GEN,Assam,JORHAT,GEN,INC,INC,216406,M,1,5,FALSE,TRUE,65.13,162009,48.76,4,5
AEAS196704,13,0,1999,Bijoy Krishna Handique,GEN,Assam,JORHAT,GEN,INC,INC,304690,M,1,5,FALSE,TRUE,48.31,99360,15.75,4,5
AEBR27791,11,0,1996,RAMESH NANDA PRASAD,,Bihar,MADHEPURA,GEN,IND,,4693,M,5,2,FALSE,FALSE,0.76,1205,0.2,,2
AEBR27791,13,0,1999,Ramesh Nanda Prasad,,Bihar,KHAGARIA,GEN,AJBP,IND,5731,M,6,2,FALSE,FALSE,0.87,1365,0.21,,2
AEGA82846,13,0,1999,Sanjay Pundlik Harmalkar,,Goa,PANAJI,GEN,SHS,,2440,M,5,1,FALSE,FALSE,1.28,337,0.18,,1
AEGA82869,13,0,1999,Sequeira Savio Victor,,Goa,PANAJI,GEN,IND,,2103,M,6,1,FALSE,FALSE,1.1,696,0.36,,1
AEGA83400,13,0,1999,Malik Sadanand Uttam,,Goa,PANAJI,GEN,NCP,,4988,M,4,1,FALSE,FALSE,2.61,2548,1.33,,1
AEGA83486,13,0,1999,Alemao Joaquim Braz,,Goa,MORMUGAO,GEN,INC,,91607,M,2,1,FALSE,FALSE,41.87,81078,37.05,,1
AEGA83584,11,0,1996,KHALAP RAMAKANT D,,Goa,PANAJI,GEN,MAG,,92348,M,1,3,FALSE,FALSE,43.4,10545,4.96,1,3
AEGA83584,12,0,1998,KHALAP RAMAKANT DATTARAM,,Goa,PANAJI,GEN,MAG,MAG,61538,M,3,3,FALSE,TRUE,25.5,17819,7.38,1,3
AEGA83584,13,0,1999,Khalap Ramakant,,Goa,PANAJI,GEN,INC,MAG,68237,M,2,3,TRUE,FALSE,35.73,62132,32.53,1,3
AEGA83632,13,0,1999,D'Souza Wilfred,,Goa,MORMUGAO,GEN,NCP,,10529,M,3,1,FALSE,FALSE,4.81,4643,2.12,,1
AEGA83671,10,0,1991,CHRISTOPHER FONSECA,GEN,Goa,PANAJI,GEN,CPI,,2292,M,4,3,FALSE,FALSE,1.51,1649,1.09,,3
AEGA83671,11,0,1996,CHRISTOPHER FONSECA,GEN,Goa,MORMUGAO,GEN,CPI,CPI,4417,M,5,3,FALSE,FALSE,1.64,3634,1.35,,3
AEGA83671,13,0,1999,Fonseca Christopher,GEN,Goa,PANAJI,GEN,CPI,CPI,6105,M,3,3,FALSE,FALSE,3.2,1117,0.58,,3
AEGJ000073,11,0,1996,NARENDRA SANKHALIYA,SC,Gujarat,DHANDHUKA,SC,SP,,833,M,10,2,FALSE,FALSE,0.27,19,0.01,,2
AEGJ000073,13,0,1999,Narendra Sankhalia,SC,Gujarat,AHMEDABAD,GEN,LSWP,SP,1042,M,9,2,TRUE,FALSE,0.2,290,0.05,,2
AEGJ10132,13,0,1999,Solanki Bhupendrasinh Prabhatsinh,GEN,Gujarat,GODHRA,GEN,BJP,,280684,M,1,1,FALSE,FALSE,59.32,95022,20.08,1,1
AEGJ10284,13,0,1999,Gohil Upendrasinh Pratapsinh,,Gujarat,BARODA,GEN,NCP,,27813,M,3,1,FALSE,FALSE,4.75,24851,4.25,,1
AEGJ10408,13,0,1999,Tanawala Bhupendrabhai Champaklal,,Gujarat,SURAT,GEN,IND,,515,M,12,1,FALSE,FALSE,0.08,141,0.02,,1
AEGJ11465,13,0,1999,Patel Champakbhai Maganbhai,,Gujarat,BULSAR,ST,JD(S),,5517,M,3,1,FALSE,FALSE,0.95,2532,0.43,,1
AEGJ13474,13,0,1999,Patel Raghavji Hansrajbhai,,Gujarat,JAMNAGAR,GEN,INC,,154957,M,2,1,FALSE,FALSE,43.93,153171,43.43,,1
AEGJ14411,10,0,1991,DILIPBHAI SANGHANI,GEN,Gujarat,AMRELI,GEN,BJP,,235950,M,1,4,FALSE,FALSE,60.01,96601,24.57,4,4
AEGJ14411,11,0,1996,DILEEP SANGHANI,GEN,Gujarat,AMRELI,GEN,BJP,BJP,223548,M,1,4,FALSE,TRUE,62.9,108369,30.49,4,4
AEGJ14411,12,0,1998,DILEEP SANGHANI,GEN,Gujarat,AMRELI,GEN,BJP,BJP,264814,M,1,4,FALSE,TRUE,54.15,122173,24.98,4,4
AEGJ14411,13,0,1999,Dileep Sanghani,GEN,Gujarat,AMRELI,GEN,BJP,BJP,217670,M,1,4,FALSE,TRUE,53.42,36324,8.91,4,4
AEGJ2155,13,0,1999,Khodidas Thakkar,,Gujarat,AMRELI,GEN,NCP,,5285,M,3,1,FALSE,FALSE,1.3,3641,0.89,,1
AEGJ2749,8,0,1984,RANA KASHIRAM CHHABILDAS,GEN,Gujarat,SURAT,GEN,BJP,,236253,M,2,6,FALSE,FALSE,44.23,231928,43.42,5,6
AEGJ2749,9,0,1989,KASHIRAM RANA,GEN,Gujarat,SURAT,GEN,BJP,BJP,428465,M,1,6,FALSE,FALSE,62.75,194041,28.42,5,6
AEGJ2749,10,0,1991,KASHIRAM RANA,GEN,Gujarat,SURAT,GEN,BJP,BJP,336285,M,1,6,FALSE,TRUE,56.24,106354,17.79,5,6
AEGJ2749,11,0,1996,KASHIRAM RANA,GEN,Gujarat,SURAT,GEN,BJP,BJP,376933,M,1,6,FALSE,TRUE,61.07,175261,28.4,5,6
AEGJ2749,12,0,1998,KASHIRAM RANA,GEN,Gujarat,SURAT,GEN,BJP,BJP,564601,M,1,6,FALSE,TRUE,65.16,304022,35.08,5,6
AEGJ2749,13,0,1999,Kashiram Rana,GEN,Gujarat,SURAT,GEN,BJP,BJP,423773,M,1,6,FALSE,TRUE,68.82,249197,40.47,5,6
AEGJ3222,13,0,1999,Manubhai Parmar,,Gujarat,DHANDHUKA,SC,INC,,224531,M,2,1,FALSE,FALSE,48.58,218574,47.29,,1
AEGJ4158,9,0,1989,ARJUNBHAI BOGHABHAI NETARVALA,,Gujarat,BHAVNAGAR,GEN,RPI,,1145,M,7,5,FALSE,FALSE,0.33,64,0.02,,5
AEGJ4158,10,0,1991,NETARVALA ARJUNBHAI BOGHABHAI,,Gujarat,BHAVNAGAR,GEN,RPI,RPI,325,M,17,5,FALSE,FALSE,0.09,22,0.01,,5
AEGJ4158,11,0,1996,ARJUN B. NETARWALA,,Gujarat,BHAVNAGAR,GEN,RPI,RPI,584,M,23,5,FALSE,FALSE,0.14,96,0.02,,5
AEGJ4158,12,0,1998,NETARWALA ARJUNBHAI BOGHABHAI,,Gujarat,BHAVNAGAR,GEN,RPI,RPI,11051,M,4,5,FALSE,FALSE,2.03,0,0,,5
AEGJ4158,13,0,1999,Arjun B Netaravala,,Gujarat,BHAVNAGAR,GEN,RPI,RPI,2413,M,3,5,FALSE,FALSE,0.55,1148,0.26,,5
AEGJ4304,9,0,1989,HARIN PATHAK,GEN,Gujarat,AHMEDABAD,GEN,BJP,,334098,M,1,5,FALSE,FALSE,58.59,147357,25.84,5,5
AEGJ4304,10,0,1991,HARIN PATHAK,GEN,Gujarat,AHMEDABAD,GEN,BJP,BJP,233568,M,1,5,FALSE,TRUE,59.26,91885,23.31,5,5
AEGJ4304,11,0,1996,HARIN PATHAK,GEN,Gujarat,AHMEDABAD,GEN,BJP,BJP,210967,M,1,5,FALSE,TRUE,61.31,98517,28.63,5,5
AEGJ4304,12,0,1998,HARIN PATHAK,GEN,Gujarat,AHMEDABAD,GEN,BJP,BJP,350699,M,1,5,FALSE,TRUE,55.9,136813,21.81,5,5
AEGJ4304,13,0,1999,Harin Pathak,GEN,Gujarat,AHMEDABAD,GEN,BJP,BJP,280696,M,1,5,FALSE,TRUE,53.19,52968,10.04,5,5
AEGJ4368,13,1,2002,THAKOR PUNJAJI SADAJI,,Gujarat,MEHSANA,GEN,BJP,,485558,M,1,1,FALSE,FALSE,55.78,100570,11.55,1,1
AEGJ4471,13,1,2001,UPENDRA TRIVEDI,,Gujarat,SABARKANTHA,GEN,BJP,,244400,M,2,1,FALSE,FALSE,43.49,217311,38.67,,1
AEGJ4779,12,1,1998,Mansukhbhai Vasava,,Gujarat,BROACH,GEN,BJP,,263499,M,1,2,FALSE,FALSE,42.64,51488,8.33,2,2
AEGJ4779,13,0,1999,Mansukhbhai Vasava,,Gujarat,BROACH,GEN,BJP,BJP,290195,M,1,2,FALSE,TRUE,49.94,47140,8.11,2,2
AEGJ4897,11,0,1996,MANIBHAI RAMJIBHAI CHAUDHARI,ST,Gujarat,BULSAR,ST,BJP,,198531,M,1,3,FALSE,FALSE,47.29,368,0.09,3,3
AEGJ4897,12,0,1998,CHAUDHARI MANIBHAI RAMJIBHAI,ST,Gujarat,BULSAR,ST,BJP,BJP,290312,M,1,3,FALSE,TRUE,47.2,17276,2.81,3,3
AEGJ4897,13,0,1999,Manibhai Ramjibhai Chaudhari,ST,Gujarat,BULSAR,ST,BJP,BJP,300195,M,1,3,FALSE,TRUE,51.57,26786,4.6,3,3
AEGJ5155,12,0,1998,RADADIYA VITHALBHAI HANSRAJBHAI,GEN,Gujarat,RAJKOT,GEN,AIRJP,,126129,M,2,2,FALSE,FALSE,18.99,96503,14.53,,2
AEGJ5155,13,0,1999,Radadiya Vithalbhai Hansarajbhai,GEN,Gujarat,RAJKOT,GEN,INC,AIRJP,226194,M,2,2,TRUE,FALSE,41.41,223221,40.87,,2
AEGJ5275,13,0,1999,Devani Bhagubhai Hiralal,,Gujarat,PORBANDAR,GEN,IND,,2482,M,3,1,FALSE,FALSE,0.76,1133,0.35,,1
AEGJ5891,13,1,2002,PATEL MANEKLAL MADHAVLAL,,Gujarat,MEHSANA,GEN,INC,,384988,M,2,1,FALSE,FALSE,44.22,0,0,,1
AEGJ6171,13,0,1999,Pandor Bhimabhai Jalabhai,,Gujarat,DOHAD,ST,NCP,,8612,M,3,1,FALSE,FALSE,1.86,5867,1.27,,1
AEGJ7216,13,0,1999,Maru Kanubhai Ramjibhai,,Gujarat,JAMNAGAR,GEN,IND,,503,M,10,1,FALSE,FALSE,0.14,0,0,,1
AEGJ7445,13,0,1999,Virjibhai Thummar,GEN,Gujarat,AMRELI,GEN,INC,,181346,M,2,1,FALSE,FALSE,44.5,176061,43.21,,1
AEGJ8745,11,0,1996,LALJIBHAI GANESHJI PUROHIT,GEN,Gujarat,ANAND,GEN,IND,,353,M,23,2,FALSE,FALSE,0.1,56,0.02,,2
AEGJ8745,13,0,1999,Purohit Laljibhai Ganeshji,GEN,Gujarat,ANAND,GEN,IND,IND,754,M,5,2,FALSE,FALSE,0.14,323,0.06,,2
AEGJ9089,13,0,1999,Amarsinh Ramsinh Vasava,,Gujarat,BROACH,GEN,INC,,243055,M,2,1,FALSE,FALSE,41.83,206056,35.46,,1
AEGJ9506,13,0,1999,Parmar Danabhai Murabhai,,Gujarat,JAMNAGAR,GEN,IND,,823,M,6,1,FALSE,FALSE,0.23,31,0.01,,1
AEHP1406,13,0,1999,Thakur Ram Lal,GEN,Himachal_Pradesh,HAMIRPUR,GEN,INC,,206925,M,2,1,FALSE,FALSE,37.25,200413,36.08,,1
AEHP2265,13,0,1999,Chaudhary Gian Chand,,Himachal_Pradesh,HAMIRPUR,GEN,BSP,,6512,M,3,1,FALSE,FALSE,1.17,4210,0.76,,1
AEHP300606,13,0,1999,Gangu Ram Musafir,,Himachal_Pradesh,SIMLA,SC,INC,,217072,M,2,1,FALSE,FALSE,43.4,207352,41.46,,1
AEHP466,13,0,1999,Chaudhary Hardyal,,Himachal_Pradesh,KANGRA,GEN,SP,,1991,M,3,1,FALSE,FALSE,0.36,984,0.18,,1
AEHP725,11,0,1996,SAT MAHAJAN,,Himachal_Pradesh,KANGRA,GEN,INC,,263817,M,1,3,FALSE,FALSE,49.64,37524,7.06,1,3
AEHP725,12,0,1998,SAT MAHAJAN,,Himachal_Pradesh,KANGRA,GEN,INC,INC,275449,M,2,3,FALSE,TRUE,43.33,259675,40.85,1,3
AEHP725,13,0,1999,Sat Mahajan,,Himachal_Pradesh,KANGRA,GEN,INC,INC,224324,M,2,3,FALSE,FALSE,40.58,222333,40.22,1,3
AEHR1049,7,0,1980,CHIRANJI LAL,,Haryana,KARNAL,GEN,INC(I),,151786,M,1,6,FALSE,FALSE,35.25,22328,5.18,4,6
AEHR1049,8,0,1984,CHIRANJI LAL,,Haryana,KARNAL,GEN,INC,INC(I),247063,M,1,6,FALSE,TRUE,48.67,98952,19.49,4,6
AEHR1049,9,0,1989,CHIRANJIT LAL,,Haryana,KARNAL,GEN,INC,INC,274465,M,1,6,FALSE,TRUE,46.11,8673,1.46,4,6
AEHR1049,10,0,1991,CHIRANJI LAL SHARMA,,Haryana,KARNAL,GEN,INC,INC,200770,M,1,6,FALSE,TRUE,32.17,55172,8.84,4,6
AEHR1049,11,0,1996,CHIRANJI LAL SHARMA,,Haryana,KARNAL,GEN,INC,INC,146148,M,2,6,FALSE,TRUE,18.25,19544,2.44,4,6
AEHR1049,13,0,1999,Chiranji Lal,,Haryana,SONEPAT,GEN,INC,INC,190918,M,2,6,FALSE,FALSE,29.17,188919,28.86,4,6
AEHR2236,10,0,1991,BHUPENDER SINGH,GEN,Haryana,ROHTAK,GEN,INC,,241235,M,1,4,FALSE,FALSE,44,30573,5.58,3,4
AEHR2236,11,0,1996,BHUPENDER,GEN,Haryana,ROHTAK,GEN,INC,INC,198154,M,1,4,FALSE,TRUE,31.71,2664,0.43,3,4
AEHR2236,12,0,1998,BHUPINDER SINGH,GEN,Haryana,ROHTAK,GEN,INC,INC,254951,M,1,4,FALSE,TRUE,38.66,383,0.06,3,4
AEHR2236,13,0,1999,Bhupinder Singh,GEN,Haryana,ROHTAK,GEN,INC,INC,222233,M,2,4,FALSE,TRUE,35.09,194968,30.78,3,4
AEHR828,9,0,1989,BHAJAN LAL,GEN,Haryana,FARIDABAD,GEN,INC,,404646,M,1,3,FALSE,FALSE,57.81,131227,18.75,2,3
AEHR828,12,0,1998,BHAJAN LAL,GEN,Haryana,KARNAL,GEN,INC,INC,327750,M,1,3,FALSE,FALSE,41.14,52061,6.53,2,3
AEHR828,13,0,1999,Bhajan Lal,GEN,Haryana,KARNAL,GEN,INC,INC,285879,M,2,3,FALSE,TRUE,37.07,259019,33.59,2,3
AEHR899,13,0,1999,Phool Chand Mullana,,Haryana,AMBALA,SC,INC,,232982,M,2,1,FALSE,FALSE,33.65,149338,21.57,,1
AEJK103243,12,0,1998,AGA SYED MOHDI,,Jammu_&_Kashmir,SRINAGAR,GEN,INC,,73770,M,2,2,FALSE,FALSE,30.45,62635,25.85,,2
AEJK103243,13,0,1999,Aga Syed Mehdi,,Jammu_&_Kashmir,SRINAGAR,GEN,INC,INC,18453,M,3,2,FALSE,FALSE,19.03,16362,16.87,,2
AEJK103334,13,0,1999,Molvi Habibul Rehman,,Jammu_&_Kashmir,SRINAGAR,GEN,SJP(R),,225,M,9,1,FALSE,FALSE,0.23,72,0.07,,1
AEJK103335,13,0,1999,Mebooba Mufti,GEN,Jammu_&_Kashmir,SRINAGAR,GEN,IND,,18683,F,2,1,FALSE,FALSE,19.26,230,0.24,,1
AEJK103361,13,0,1999,Hassan Khan,ST,Jammu_&_Kashmir,LADAKH,GEN,JKN,,52187,M,1,1,FALSE,FALSE,45.04,2090,1.8,1,1
AEJK103362,13,0,1999,Nassurullah Advocate,,Jammu_&_Kashmir,LADAKH,GEN,JD(S),,4626,M,4,1,FALSE,FALSE,3.99,3096,2.67,,1
AEJK103383,7,0,1980,MUZAFFAR HUSSAIN BEG,,Jammu_&_Kashmir,BARAMULLA,GEN,IND,,75256,M,2,3,FALSE,FALSE,28.48,69923,26.46,,3
AEJK103383,12,0,1998,MUZAFFAR HUSSAIN BAIG,GEN,Jammu_&_Kashmir,BARAMULLA,GEN,IND,IND,93179,M,2,3,FALSE,FALSE,30.69,72336,23.83,,3
AEJK103383,13,0,1999,Muzaffar Hussain Baig,GEN,Jammu_&_Kashmir,BARAMULLA,GEN,IND,IND,48130,M,2,3,FALSE,FALSE,25.1,22433,11.7,,3
AEJK103489,13,0,1999,Balbir Singh,,Jammu_&_Kashmir,UDHAMPUR,GEN,INC,,75838,M,3,1,FALSE,FALSE,19.09,53560,13.48,,1
AEJK103876,12,0,1998,MOHD. MAQBOOL DAR,GEN,Jammu_&_Kashmir,ANANTNAG,GEN,JD,,10818,M,3,2,FALSE,FALSE,5.02,3957,1.84,,2
AEJK103876,13,0,1999,Mohd Maqbool Dar,,Jammu_&_Kashmir,ANANTNAG,GEN,JD(U),JD,2193,M,6,2,TRUE,FALSE,2.13,421,0.41,,2
AEJK104097,13,1,2002,DHANRAJ BARGOTRA,,Jammu_&_Kashmir,JAMMU,GEN,JD(S),,1275,M,8,1,FALSE,FALSE,0.18,39,0.01,,1
AEJK104273,9,0,1989,GIANI SANT SINGH,,Jammu_&_Kashmir,BARAMULLA,GEN,IND,,620,M,3,4,FALSE,FALSE,1.65,221,0.59,,4
AEJK104273,11,0,1996,GIANI SANT SINGH,,Jammu_&_Kashmir,BARAMULLA,GEN,IND,IND,18331,M,7,4,FALSE,FALSE,6,6070,1.99,,4
AEJK104273,12,0,1998,GIANI SANT SINGH,,Jammu_&_Kashmir,BARAMULLA,GEN,IND,IND,2876,M,10,4,FALSE,FALSE,0.95,529,0.17,,4
AEJK104273,13,0,1999,Gyani Sant Singh,,Jammu_&_Kashmir,BARAMULLA,GEN,IND,IND,1594,M,8,4,FALSE,FALSE,0.83,62,0.03,,4
AEJK104279,13,0,1999,Mohd. Yousuf Shah,,Jammu_&_Kashmir,SRINAGAR,GEN,JKAL,,310,M,7,1,FALSE,FALSE,0.32,73,0.08,,1
AEJK104392,13,0,1999,Mohmad Yousuf,,Jammu_&_Kashmir,ANANTNAG,GEN,CPM,,15649,M,3,1,FALSE,FALSE,15.21,6328,6.15,,1
AEJK104477,13,0,1999,Jagjiwan Lal,,Jammu_&_Kashmir,UDHAMPUR,GEN,JKN,,76371,M,2,1,FALSE,FALSE,19.23,533,0.13,,1
AEJK104539,9,0,1989,RAJINDER SINGH CHIB,,Jammu_&_Kashmir,JAMMU,GEN,JD,,218006,M,2,3,FALSE,FALSE,38.03,175553,30.63,,3
AEJK104539,12,0,1998,RAJINDER SINGH CHIB,,Jammu_&_Kashmir,UDHAMPUR,GEN,JKN,JD,169449,M,2,3,TRUE,FALSE,32.88,132718,25.76,,3
AEJK104539,13,0,1999,Rajinder Singh Chib,,Jammu_&_Kashmir,JAMMU,GEN,JKN,JKN,147393,M,2,3,FALSE,FALSE,22.13,21037,3.16,,3
AEJK104759,13,0,1999,Abdul Rashid Shaheen,GEN,Jammu_&_Kashmir,BARAMULLA,GEN,JKN,,84243,M,1,1,FALSE,FALSE,43.94,36113,18.83,1,1
AEJK105308,7,0,1980,ALI MOHD. NAIK,,Jammu_&_Kashmir,ANANTNAG,GEN,IND,,95050,M,2,2,FALSE,FALSE,32.11,77669,26.24,1,2
AEJK105308,13,0,1999,Ali Mohd Naik,,Jammu_&_Kashmir,ANANTNAG,GEN,JKN,IND,38745,M,1,2,FALSE,FALSE,37.66,13492,13.11,1,2
AEKA105866,6,0,1977,S. MALLIKARJUNIAH,,Karnataka,TUMKUR,GEN,BLD,,170269,M,2,6,FALSE,FALSE,41.41,166408,40.47,2,6
AEKA105866,7,0,1980,S. MALLIKARJUNIAH,,Karnataka,TUMKUR,GEN,JNP,BLD,126168,M,2,6,TRUE,FALSE,28.77,72883,16.62,2,6
AEKA105866,10,0,1991,S. MALLIKARJUNAIAH,GEN,Karnataka,TUMKUR,GEN,BJP,JNP,255186,M,1,6,TRUE,FALSE,43.29,18917,3.21,2,6
AEKA105866,11,0,1996,S MALLIKARJUNAIAH,GEN,Karnataka,TUMKUR,GEN,BJP,BJP,176516,M,2,6,FALSE,TRUE,26.26,25163,3.74,2,6
AEKA105866,12,0,1998,S.MALLIKARJUNAIAH,GEN,Karnataka,TUMKUR,GEN,BJP,BJP,327312,M,1,6,FALSE,FALSE,45.5,71187,9.9,2,6
AEKA105866,13,0,1999,S.Mallikarjunaiah,GEN,Karnataka,TUMKUR,GEN,BJP,BJP,254985,M,2,6,FALSE,TRUE,32.95,64690,8.36,2,6
AEKA106234,12,0,1998,M.VEERAPPA MOILY,GEN,Karnataka,CHIKMAGALUR,GEN,INC,,263641,M,2,2,FALSE,FALSE,36.69,144149,20.06,,2
AEKA106234,13,0,1999,M.Veerappa Moily,GEN,Karnataka,MANGALORE,GEN,INC,INC,345067,M,2,2,FALSE,FALSE,47.95,324087,45.04,,2
AEKA107071,11,0,1996,S BANGARAPPA,GEN,Karnataka,SHIMOGA,GEN,KCP,,303152,M,1,3,FALSE,FALSE,42.12,72236,10.04,2,3
AEKA107071,12,0,1998,S.BANGARAPPA,GEN,Karnataka,SHIMOGA,GEN,KTVP,KCP,186731,M,3,3,TRUE,TRUE,24.07,148778,19.17,2,3
