pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Constituency_Type,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Terms,Terms_Contested
AEKA14747,8,1,1986,M.Y.CHORPADE,,Karnataka,RAICHUR,GEN,INC,,169696,,1,1,FALSE,FALSE,45.96,5682,1.54,1,1
AEKA14748,8,1,1986,R.A.NAIK,,Karnataka,RAICHUR,GEN,JNP,,164014,,2,1,FALSE,FALSE,44.42,155310,42.06,,1
AEKA19317,8,0,1984,P. G. R. SINDHIYA,,Karnataka,KANAKAPURA,GEN,JNP,,298184,M,2,1,FALSE,FALSE,46.68,280881,43.98,,1
AEKA6869,8,0,1984,Y. K. RAMAIAH,,Karnataka,TUMKUR,GEN,JNP,,234839,M,2,1,FALSE,FALSE,45.15,225147,43.29,,1
AEKA7403,7,0,1980,SIDNAL SHANMUKHAPPA BASAPPA,,Karnataka,BELGAUM,GEN,INC(I),,217527,M,1,2,FALSE,FALSE,52.29,141197,33.94,2,2
AEKA7403,8,0,1984,SIDNAL SHANMUKHAPPA BASAPPA,,Karnataka,BELGAUM,GEN,INC,INC(I),202506,M,1,2,FALSE,TRUE,42.66,35540,7.49,2,2
AEKA7855,8,0,1984,M. PAMPAPATHI,,Karnataka,DAVANGERE,GEN,CPI,,7406,M,3,1,FALSE,FALSE,1.38,3392,0.63,,1
AEKA8028,8,0,1984,G. S. BASAVARAJU,GEN,Karnataka,TUMKUR,GEN,INC,,265249,M,1,1,FALSE,FALSE,51,30410,5.85,1,1
AEKL102077,8,0,1984,SURESH KURUP,GEN,Kerala,KOTTAYAM,GEN,CPM,,264444,M,1,1,FALSE,FALSE,47.49,5853,1.05,1,1
AEKL103844,8,0,1984,C. A. KURIAN,,Kerala,IDUKKI,GEN,CPI,,177432,M,2,1,FALSE,FALSE,33.22,132960,24.89,,1
AEKL103935,8,0,1984,P. K. VISHNU NAMBOODIRI,,Kerala,MAVELIKARA,GEN,BJP,,25124,M,3,1,FALSE,FALSE,5.03,20005,4.01,,1
AEKL105591,6,0,1977,T. SIVADASA MENON,,Kerala,PALGHAT,GEN,CPM,,192733,M,2,3,FALSE,FALSE,46.14,175392,41.99,,3
AEKL105591,7,0,1980,T. SIVADASA MENON,,Kerala,PALGHAT,GEN,CPM,CPM,192267,M,2,3,FALSE,FALSE,46.91,185449,45.25,,3
AEKL105591,8,0,1984,T. SIVADASA MENON,,Kerala,PALGHAT,GEN,CPM,CPM,249017,M,2,3,FALSE,FALSE,44.76,237925,42.77,,3
AEKL106553,8,0,1984,V. V. RAGHAVAN,,Kerala,TRICHUR,GEN,CPI,,217393,M,2,1,FALSE,FALSE,42.01,194906,37.66,,1
AEKL106953,8,0,1984,P. K. RAGHAVAN,,Kerala,ADOOR,SC,CPI,,222491,M,2,1,FALSE,FALSE,43.98,215455,42.59,,1
AEKL108870,8,0,1984,K. G. ADIYODI,,Kerala,CALICUT,GEN,INC,,278216,M,1,1,FALSE,FALSE,49.96,54061,9.71,1,1
AEKL109359,7,0,1980,A. NEELALOHITHADASAN NADAR,GEN,Kerala,TRIVANDRUM,GEN,INC(I),,273818,M,1,2,FALSE,FALSE,60.9,107057,23.81,1,2
AEKL109359,8,0,1984,A. NEELA LOHITHADASAN NADAR,GEN,Kerala,TRIVANDRUM,GEN,LKD,INC(I),186353,M,2,2,TRUE,TRUE,33.41,75904,13.61,1,2
AEKL109759,8,0,1984,T. N. UPENDRANATHA KURUP,,Kerala,MAVELIKARA,GEN,IND,,231052,M,2,1,FALSE,FALSE,46.26,205928,41.23,,1
AEKL110280,8,0,1984,R. S. UNNI,,Kerala,QUILON,GEN,IND,,259371,M,2,1,FALSE,FALSE,46.14,245013,43.59,,1
AEMD84778,7,0,1980,SUBBURAMAN A.G.,,Tamil_Nadu,MADURAI,GEN,INC(I),,292380,M,1,2,FALSE,FALSE,55.57,69195,13.15,2,2
AEMD84778,8,0,1984,SUBBURAMAN A.G.,,Tamil_Nadu,MADURAI,GEN,INC,INC(I),365948,M,1,2,FALSE,TRUE,62.72,173011,29.65,2,2
AEMH107701,8,0,1984,A. R. ANTULAY,,Maharashtra,KOLABA,GEN,IND,,173270,M,2,1,FALSE,FALSE,37.95,110238,24.14,,1
AEMH108430,8,0,1984,AHUJA RAMPRAKASH SOHANLAL,,Maharashtra,NAGPUR,GEN,BJP,,78458,M,3,1,FALSE,FALSE,14.15,74996,13.53,,1
AEMH108731,8,0,1984,ABDUL AZIM ABDUL HAMID,,Maharashtra,AURANGABAD,GEN,INC,,153717,M,2,1,FALSE,FALSE,31.89,109842,22.79,,1
AEMH109332,8,0,1984,JAYAWANTIBEN NAVINCHANDRA MEHTA,GEN,Maharashtra,BOMBAY SOUTH,GEN,BJP,,94874,F,2,1,FALSE,FALSE,28.52,65678,19.75,,1
AEMH109337,8,0,1984,DEORA MURLI,,Maharashtra,BOMBAY SOUTH,GEN,INC,,200152,M,1,1,FALSE,FALSE,60.18,105278,31.65,1,1
AEMH109545,8,0,1984,PATIL JAGANNATH SHIVRAM,GEN,Maharashtra,THANE,GEN,BJP,,213319,M,2,1,FALSE,FALSE,38.11,207320,37.04,,1
AEMH109985,8,0,1984,TASAR SHARAD MOTIRAM,,Maharashtra,AMRAVATI,GEN,ICS,,96164,M,2,1,FALSE,FALSE,23.05,47860,11.47,,1
AEMH110045,8,0,1984,BANWARILAL BHAGWANDAS PUROHIT,GEN,Maharashtra,NAGPUR,GEN,INC,,293739,M,1,1,FALSE,FALSE,52.99,130683,23.57,1,1
AEMH110502,8,0,1984,NAVEL ADINATH LIMBAJIRAO,,Maharashtra,BEED,GEN,BJP,,102260,M,3,1,FALSE,FALSE,22.42,95774,21,,1
AEMH110574,8,0,1984,PADMASINHA BAJIRAO PATIL,GEN,Maharashtra,LATUR,GEN,ICS,,203929,M,2,1,FALSE,FALSE,38.35,180631,33.97,,1
AEMH110700,8,0,1984,DHAKNE BABANRAO DADABA,,Maharashtra,AHMEDNAGAR,GEN,JNP,,181550,M,2,1,FALSE,FALSE,37.93,173159,36.17,,1
AEMH111080,8,0,1984,NATU SHRIDHAR DATTATREY,,Maharashtra,RATNAGIRI,GEN,BJP,,144014,M,2,1,FALSE,FALSE,37.69,97285,25.46,,1
AEMH111159,8,0,1984,DIGHE SHARAD SHANKAR,,Maharashtra,BOMBAY NORTH CENTRAL,GEN,INC,,211443,M,1,1,FALSE,FALSE,48.44,132098,30.26,1,1
AEMH111769,7,0,1980,PATIL UTTAMRAO DEORAO,GEN,Maharashtra,YAVATMAL,GEN,INC(I),,281387,M,1,2,FALSE,FALSE,71.42,200180,50.81,2,2
AEMH111769,8,0,1984,PATIL UTTAMRAO DEORAO,GEN,Maharashtra,YAVATMAL,GEN,INC,INC(I),274957,M,1,2,FALSE,TRUE,63.63,166202,38.46,2,2
AEMH111861,6,0,1977,DESHMUKH SHESHRAO APPARAO,,Maharashtra,PARBHANI,GEN,PWP,,139651,M,1,3,FALSE,FALSE,46.78,31539,10.57,1,3
AEMH111861,7,0,1980,DESHMUKH SHESHRAO APPARAO,,Maharashtra,PARBHANI,GEN,PWP,PWP,74155,M,2,3,FALSE,TRUE,23.4,44346,13.99,1,3
AEMH111861,8,0,1984,DESHMUKH SHESHRAO APPARAO,,Maharashtra,PARBHANI,GEN,PWP,PWP,124640,M,2,3,FALSE,FALSE,32.55,97961,25.58,1,3
AEMH111930,7,0,1980,KASHIRSAGAR KESARBAI SONAJIRAO ALIAS KAKU,,Maharashtra,BEED,GEN,INC(I),,203870,F,1,2,FALSE,FALSE,55.26,67503,18.3,2,2
AEMH111930,8,0,1984,KSHIRSAGAR KEHSARBAI SONAJIRAO,,Maharashtra,BEED,GEN,INC,INC(I),221421,F,1,2,FALSE,TRUE,48.54,110362,24.19,2,2
AEMH111949,7,0,1980,SHIVRAJ VISHWANATH PATIL,GEN,Maharashtra,LATUR,GEN,INC(I),,253948,M,1,2,FALSE,FALSE,59.71,189867,44.64,2,2
AEMH111949,8,0,1984,PATIL SHIVRAJ VISHWANATH,GEN,Maharashtra,LATUR,GEN,INC,INC(I),289466,M,1,2,FALSE,TRUE,54.43,85537,16.08,2,2
AEMH112124,8,0,1984,PAWAR SHARADCHANDRA GOVINDRAO,GEN,Maharashtra,BARAMATI,GEN,ICS,,361618,M,1,1,FALSE,FALSE,60.63,140532,23.56,1,1
AEMH113639,8,0,1984,GHOPAL SHANTARAM GOPAL,,Maharashtra,THANE,GEN,INC,,328709,M,1,1,FALSE,FALSE,58.73,115390,20.62,1,1
AEMH113862,7,0,1980,GAIKWAD UDAYASINGRAO NANASAHEB,,Maharashtra,KOLHAPUR,GEN,INC(I),,245757,M,1,2,FALSE,FALSE,62.48,154443,39.27,2,2
AEMH113862,8,0,1984,GAIKWAD UDAYSINGRAO NANASAHEB,,Maharashtra,KOLHAPUR,GEN,INC,INC(I),277603,M,1,2,FALSE,TRUE,65.33,149474,35.18,2,2
AEMH114081,8,0,1984,BHOYE SITARAM SAYAJI,,Maharashtra,MALEGAON,ST,INC,,202424,M,1,1,FALSE,FALSE,52.68,38275,9.96,1,1
AEMH114097,8,0,1984,GAIKWAD MADHAVRAO BAYAJI,,Maharashtra,KOPARGAON,GEN,CPI,,146497,M,2,1,FALSE,FALSE,38.71,141974,37.52,,1
AEMH114478,5,0,1971,RAMCHANDRA MAROTRAO GHANGARE,,Maharashtra,WARDHA,GEN,IND,,51128,M,2,4,FALSE,FALSE,12.88,17885,4.51,,4
AEMH114478,6,0,1977,GHANGARE RAMCHANDRA MAROTRAO,,Maharashtra,WARDHA,GEN,IND,IND,89949,M,3,4,FALSE,FALSE,21.67,86964,20.95,,4
AEMH114478,7,0,1980,GHANGARE RAMCHANDRA MAROTRAO,,Maharashtra,WARDHA,GEN,CPM,IND,119465,M,2,4,FALSE,FALSE,27.61,109052,25.21,,4
AEMH114478,8,0,1984,GHANGARE RAMCHANDRA MAROTRAO,,Maharashtra,WARDHA,GEN,CPM,CPM,220967,M,2,4,FALSE,FALSE,44.27,209738,42.02,,4
AEMH114532,7,0,1980,UTTAMRAO BALIRAMJI RATHOD,GEN,Maharashtra,HINGOLI,GEN,INC(I),,204165,M,1,2,FALSE,FALSE,56.68,117224,32.54,2,2
AEMH114532,8,0,1984,RATHODE UTTAMRAOJI BALIRAMJI,GEN,Maharashtra,HINGOLI,GEN,INC,INC(I),221026,M,1,2,FALSE,TRUE,54.87,135091,33.53,2,2
AEMH92031,8,0,1984,HUSEN DALWAI,,Maharashtra,RATNAGIRI,GEN,INC,,167859,M,1,1,FALSE,FALSE,43.93,23845,6.24,1,1
AEMH99701,8,0,1984,RATHOD GOKULDAS DEKHSING,,Maharashtra,WASHIM,GEN,ICS,,187463,M,2,1,FALSE,FALSE,40.07,118093,25.24,,1
AEMH99761,8,0,1984,KADAM KAMALKISHOR NANASAHEB,,Maharashtra,NANDED,GEN,ICS,,134502,M,2,1,FALSE,FALSE,26.3,96625,18.9,,1
AEML1013,6,0,1977,PURNA A. SANGMA,ST,Meghalaya,TURA,GEN,INC,,40288,M,1,3,FALSE,FALSE,57.64,14034,20.08,3,3
AEML1013,7,0,1980,PURON A. SANGMA,ST,Meghalaya,TURA,GEN,INC(I),INC,82307,M,1,3,FALSE,TRUE,74.31,69249,62.52,3,3
AEML1013,8,0,1984,PURNO AGITOK SANGMA,ST,Meghalaya,TURA,GEN,INC,INC(I),106628,M,1,3,FALSE,TRUE,74.3,78738,54.87,3,3
AEMP4066,6,0,1977,RAGHAVJI,,Madhya_Pradesh,VIDISHA,GEN,BLD,,218276,M,1,3,FALSE,FALSE,64.97,123734,36.83,1,3
AEMP4066,7,0,1980,RAGHAVJI,,Madhya_Pradesh,VIDISHA,GEN,JNP,BLD,147602,M,2,3,TRUE,TRUE,42.02,112851,32.13,1,3
AEMP4066,8,0,1984,RAGHAVJI,,Madhya_Pradesh,VIDISHA,GEN,BJP,JNP,195884,M,2,3,TRUE,FALSE,45.55,187918,43.7,1,3
AEMP7459,8,0,1984,KISHORILAL SHUKLA,,Madhya_Pradesh,RAJNANDGAON,GEN,IND,,64838,M,2,1,FALSE,FALSE,19.32,27946,8.33,,1
AEMP84691,7,0,1980,NANDKISHORE SHARMA,,Madhya_Pradesh,BALAGHAT,GEN,INC(I),,189743,M,1,2,FALSE,FALSE,56.73,113373,33.9,2,2
AEMP84691,8,0,1984,NANDKISHORE SHARMA,,Madhya_Pradesh,BALAGHAT,GEN,INC,INC(I),169497,M,1,2,FALSE,TRUE,41.73,68117,16.77,2,2
AEPY83880,7,0,1980,P. SHANMUGAM,,Puducherry,PONDICHERRY,GEN,INC(I),,164589,M,1,2,FALSE,FALSE,66.45,98564,39.79,2,2
AEPY83880,8,0,1984,P.SHAMMUGAM,,Puducherry,PONDICHERRY,GEN,INC,INC(I),159376,M,1,2,FALSE,TRUE,58.86,61704,22.79,2,2
AERJ1514,8,0,1984,LALIT SINGH,,Rajasthan,CHITTORGARH,GEN,JNP,,28505,M,3,1,FALSE,FALSE,6.67,17402,4.07,,1
AERJ19756,8,0,1984,GHANSHYAM TIWARI,GEN,Rajasthan,SIKAR,GEN,BJP,,112573,M,2,1,FALSE,FALSE,20.22,3728,0.67,,1
AERJ2459,8,0,1984,ALKHA RAM,,Rajasthan,SALUMBER,ST,INC,,185000,M,1,1,FALSE,FALSE,52.45,79011,22.4,1,1
AERJ2552,7,0,1980,VIRDHI CHAND,,Rajasthan,BARMER,GEN,INC(I),,180917,M,1,2,FALSE,FALSE,43.72,37977,9.18,2,2
AERJ2552,8,0,1984,VIRDHI CHAND,,Rajasthan,BARMER,GEN,INC,INC(I),220658,M,1,2,FALSE,TRUE,45.32,106713,21.92,2,2
AERJ26,7,0,1980,SUMITRA SINGH,,Rajasthan,JHUNJHUNU,GEN,INC(U),,135556,F,2,2,FALSE,FALSE,31.54,12213,2.84,,2
AERJ26,8,0,1984,SUMITRA SINGH,,Rajasthan,JHUNJHUNU,GEN,LKD,INC(U),203846,F,2,2,TRUE,FALSE,36.88,147366,26.66,,2
AERJ4041,8,0,1984,VIRENDRA PRATAP SINGH,,Rajasthan,JHUNJHUNU,GEN,JNP,,9871,M,4,1,FALSE,FALSE,1.79,5755,1.04,,1
AERJ4372,8,0,1984,VISHVANATH KHICHI,,Rajasthan,ALWAR,GEN,ICS,,3391,M,8,1,FALSE,FALSE,0.82,540,0.13,,1
AERJ470,8,0,1984,JUJHARSINGH,,Rajasthan,JHALAWAR,GEN,INC,,212489,M,1,1,FALSE,FALSE,54.58,69313,17.8,1,1
AERJ569,6,0,1977,BHANU KUMAR SHASTRI,,Rajasthan,UDAIPUR,GEN,BLD,,240181,M,1,3,FALSE,FALSE,67.08,147056,41.07,1,3
AERJ569,7,0,1980,BHANU KUMAR SHASTRI,,Rajasthan,UDAIPUR,GEN,JNP,BLD,173792,M,2,3,TRUE,TRUE,40.45,167238,38.92,1,3
AERJ569,8,0,1984,BHANU KUMAR SHASTRI,,Rajasthan,UDAIPUR,GEN,BJP,JNP,159412,M,2,3,TRUE,FALSE,35.54,145984,32.54,1,3
AERJ7816,8,0,1984,JIYA LAL,,Rajasthan,TONK,SC,BJP,,128969,M,2,1,FALSE,FALSE,31.38,97406,23.7,,1
AERJ8668,6,0,1977,KRISHNA KUMAR GOYAL,,Rajasthan,KOTA,GEN,BLD,,241835,M,1,3,FALSE,FALSE,69.92,149384,43.19,2,3
AERJ8668,7,0,1980,KRISHAN KUMAR GOYAL,,Rajasthan,KOTA,GEN,JNP,BLD,151128,M,1,3,TRUE,TRUE,43.85,6220,1.8,2,3
AERJ8668,8,0,1984,KRISHAN KUMAR GOYAL,,Rajasthan,KOTA,GEN,BJP,JNP,175528,M,2,3,TRUE,TRUE,40.31,168358,38.66,2,3
AESK83554,8,0,1984,NAR BHADUR BHANDARI,,Sikkim,SIKKIM,GEN,IND,,56614,M,1,1,FALSE,FALSE,68.5,35287,42.7,1,1
AESK84041,7,0,1980,PAHAL MAN SUBBA,,Sikkim,SIKKIM,GEN,SJP,,31750,M,1,2,FALSE,FALSE,61.65,20118,39.06,1,2
AESK84041,8,0,1984,PAHALMAN SUBBA,,Sikkim,SIKKIM,GEN,INC,SJP,21327,M,2,2,TRUE,TRUE,25.81,19610,23.73,1,2
AETN195039,8,0,1984,SELVENDRAN P.,,Tamil_Nadu,PERIYAKULAM,GEN,ADK,,348903,M,1,1,FALSE,FALSE,62.9,158613,28.59,1,1
AETN207489,6,0,1977,ARUNACHALAM M.,,Tamil_Nadu,TENKASI,SC,INC,,305069,M,1,3,FALSE,FALSE,69.23,186876,42.41,3,3
AETN207489,7,0,1980,ARUNACHALAM M.,,Tamil_Nadu,TENKASI,SC,INC(I),INC,272260,M,1,3,FALSE,TRUE,62.42,108316,24.83,3,3
AETN207489,8,0,1984,M. ARUNACHALAM,,Tamil_Nadu,TENKASI,SC,INC,INC(I),360517,M,1,3,FALSE,TRUE,68.09,191567,36.18,3,3
AETN209506,8,0,1984,S. JAGATHRAKSHAKAN,GEN,Tamil_Nadu,CHENGALPATTU,GEN,ADK,,297415,M,1,1,FALSE,FALSE,54.09,58209,10.59,1,1
AETN210750,8,0,1984,A.M. RAMALINGAM,,Tamil_Nadu,VELLORE,GEN,DMK,,209693,M,2,1,FALSE,FALSE,39.02,172381,32.08,,1
AETN210834,5,0,1971,K. RAMAMURTHY,,Tamil_Nadu,METTUR,GEN,NCO,,135604,M,2,4,FALSE,FALSE,40.2,0,0,3,4
AETN210834,6,0,1977,RAMAMURTHY K.,,Tamil_Nadu,DHARMAPURI,GEN,INC,NCO,239908,M,1,4,TRUE,FALSE,60.25,105686,26.54,3,4
AETN210834,7,0,1980,RAMAMURTHY K.,,Tamil_Nadu,KRISHNAGIRI,GEN,INC(I),INC,222839,M,1,4,FALSE,TRUE,63.03,100511,28.43,3,4
AETN210834,8,0,1984,K. RAMAMURTHI,,Tamil_Nadu,KRISHNAGIRI,GEN,INC,INC(I),304854,M,1,4,FALSE,TRUE,64.74,166366,35.33,3,4
AETN210856,8,0,1984,VENKATESAN P.R.S.,,Tamil_Nadu,CUDDALORE,GEN,INC,,327393,M,1,1,FALSE,FALSE,61.18,131954,24.66,1,1
AETN211340,8,0,1984,SANKARIAH N.,,Tamil_Nadu,MADURAI,GEN,CPM,,192937,M,2,1,FALSE,FALSE,33.07,181780,31.16,,1
AETN211570,8,0,1984,SUNDARARAJ N.,,Tamil_Nadu,PUDUKKOTTAI,GEN,INC,,426717,M,1,1,FALSE,FALSE,68.43,264904,42.48,1,1
AETN211842,7,0,1980,"VIJAYARAGHAVAN, P.",,Tamil_Nadu,NAGERCOIL,GEN,JNP,,148703,M,2,3,FALSE,FALSE,40.78,130566,35.81,,2
AETN211842,8,0,1984,P. VIJAYARAGHAVAN,,Tamil_Nadu,NAGERCOIL,GEN,JNP,JNP,223728,M,2,3,FALSE,FALSE,47.54,215771,45.85,,2
AETN211842,8,1,1985,P.VIJAYARAGHAVAN,,Tamil_Nadu,TIRUCHENDUR,GEN,JNP,JNP,93891,M,2,3,FALSE,FALSE,34.29,90163,32.93,,2
AETN212373,3,0,1962,R. UMANATH,,Madras,PUDUKKOTTAI,GEN,CPI,,134162,M,1,3,FALSE,FALSE,44.99,30218,10.13,2,3
AETN212373,4,0,1967,R. UMANATH,,Madras,PUDUKKOTTAI,GEN,CPM,CPI,199469,M,1,3,TRUE,TRUE,48.25,9382,2.27,2,3
AETN212373,8,0,1984,UMANATH R.,,Tamil_Nadu,COIMBATORE,GEN,CPM,CPM,253006,M,2,3,FALSE,FALSE,41.11,246172,40,2,3
AEUP107644,8,0,1984,ASHOK BAJPAYE,,Uttar_Pradesh,SHAHABAD,GEN,JNP,,73023,M,2,1,FALSE,FALSE,18.78,30987,7.97,,1
AEUP108392,7,0,1980,CHHOTEY SINGH YADAV,,Uttar_Pradesh,KANNAUJ,GEN,JNP(S),,147901,M,1,2,FALSE,FALSE,36.25,39137,9.59,1,2
AEUP108392,8,0,1984,CHHOTEY SINGH YADAV,,Uttar_Pradesh,KANNAUJ,GEN,LKD,JNP(S),137806,M,2,2,TRUE,TRUE,28.61,67562,14.03,1,2
AEUP113519,8,0,1984,LAL JI TANDAN,,Uttar_Pradesh,LUCKNOW,GEN,BJP,,36973,M,3,1,FALSE,FALSE,12.16,21190,6.97,,1
