pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
AEBR1070,16,0,2015,NIRANJAN KUMAR MEHTA,Bihar,BIHARIGANJ,JD(U),,78361,M,1,1,FALSE,FALSE,45.26,29253,16.9,44,1,1
AEBR1071,16,0,2015,RAVINDRA CHARAN YADAV,Bihar,BIHARIGANJ,BJP,,49108,M,2,1,FALSE,FALSE,28.36,36890,21.31,55,,1
AEBR1087,16,0,2015,MANJU DEVI,Bihar,SINGHESHWAR,HAMS,,32873,F,2,1,FALSE,FALSE,19.57,17767,10.58,35,,1
AEBR1100,16,0,2015,"VIJAY KUMAR """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" BIMAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Bihar,MADHEPURA,BJP,,53332,M,2,1,FALSE,FALSE,29.03,46499,25.31,43,,1
AEBR1143,16,0,2015,YUSUF SALAHUDDIN,Bihar,SIMRI BAKHTIARPUR,LJP,,40708,M,2,1,FALSE,FALSE,24.64,30861,18.68,33,,1
AEBR11500,13,0,2005,AJEET SHARMA,Bihar,BHAGALPUR,INC,,33555,M,2,4,FALSE,FALSE,28.75,10033,8.6,50,2,3
AEBR11500,15,0,2010,AJEET SHARMA,Bihar,BHAGALPUR,INC,INC,38104,M,2,4,FALSE,FALSE,32.57,18625,15.92,56,2,3
AEBR11500,15,1,2014,Ajeet Sharma,Bihar,BHAGALPUR,INC,INC,63753,M,1,4,FALSE,FALSE,56.09,17229,15.16,,2,3
AEBR11500,16,0,2015,AJEET SHARMA,Bihar,BHAGALPUR,INC,INC,70514,M,1,4,FALSE,TRUE,46.24,10658,6.99,61,2,3
AEBR11512,13,0,2005,ANIL KUMAR YADAV,Bihar,GOPALPUR,LJP,,8157,M,3,2,FALSE,FALSE,7.18,5771,5.08,49,,2
AEBR11512,16,0,2015,ANIL KUMAR YADAV,Bihar,GOPALPUR,BJP,LJP,52234,M,2,2,TRUE,FALSE,37.63,45824,33.01,66,,2
AEBR1155,16,0,2015,SANJAY SINGH CHAUHAN,Bihar,SIMRI BAKHTIARPUR,CPI(ML)(L),,937,M,14,1,FALSE,FALSE,0.57,99,0.06,45,,1
AEBR11571,15,0,2010,MANISH KUMAR,Bihar,DHURAIYA,JD(U),,40261,M,1,2,FALSE,FALSE,35.71,8342,7.4,32,2,2
AEBR11571,16,0,2015,MANISH KUMAR,Bihar,DHURAIYA,JD(U),JD(U),68858,M,1,2,FALSE,TRUE,44.41,24154,15.58,41,2,2
AEBR1158,16,0,2015,CHANDAN KUMAR SAH,Bihar,MAHISHI,BLSP,,30301,M,2,1,FALSE,FALSE,20.81,10343,7.1,39,,1
AEBR1169,16,0,2015,LALAN YADAV,Bihar,MAHISHI,CPI(ML)(L),,1034,M,13,1,FALSE,FALSE,0.71,125,0.09,43,,1
AEBR1173,16,0,2015,DHANANJAY KUMAR ALIAS MRINAL PASWAN,Bihar,KUSHESHWAR ASTHAN,LJP,,30212,M,2,1,FALSE,FALSE,25.99,23029,19.81,50,,1
AEBR1184,16,0,2015,MADAN SAHNI,Bihar,GAURA BAURAM,JD(U),,51403,M,1,1,FALSE,FALSE,42.7,14062,11.68,48,1,1
AEBR1185,16,0,2015,VINOD SAHNI,Bihar,GAURA BAURAM,LJP,,37341,M,2,1,FALSE,FALSE,31.02,30341,25.21,40,,1
AEBR1191,16,0,2015,ASARFI DAS,Bihar,GAURA BAURAM,CPI(ML)(L),,1665,M,8,1,FALSE,FALSE,1.38,230,0.19,41,,1
AEBR11953,13,0,2005,ANIRUDH KUMAR,Bihar,BAKHTIARPUR,RJD,,33828,M,1,4,FALSE,FALSE,37.97,5144,5.77,34,2,4
AEBR11953,14,0,2005,ANIRUDH KUMAR,Bihar,BAKHTIARPUR,RJD,RJD,32719,M,2,4,FALSE,TRUE,36.8,23001,25.87,35,2,4
AEBR11953,15,0,2010,ANIRUDDH KUMAR,Bihar,BAKHTIARPUR,RJD,RJD,52782,M,1,4,FALSE,FALSE,46.6,14745,13.02,40,2,4
AEBR11953,16,0,2015,ANIRUDDH KUMAR,Bihar,BAKHTIARPUR,RJD,RJD,53594,M,2,4,FALSE,TRUE,34.95,41524,27.08,46,2,4
AEBR1198,16,0,2015,SUNIL CHOUDHARY,Bihar,BENIPUR,JD(U),,69511,M,1,1,FALSE,FALSE,46.88,26443,17.83,47,1,1
AEBR1214,16,0,2015,MISHRI LAL YADAV,Bihar,ALINAGAR,BJP,,54001,M,2,1,FALSE,FALSE,38.66,49337,35.32,58,,1
AEBR12161,13,0,2005,JAY VARDHAN YADAV,Bihar,PALIGANJ,IND,,13075,M,4,3,FALSE,FALSE,12.74,4949,4.82,27,1,3
AEBR12161,15,0,2010,JAI VARDHAN YADAV,Bihar,PALIGANJ,RJD,IND,33450,M,2,3,FALSE,FALSE,28.86,16702,14.41,32,1,3
AEBR12161,16,0,2015,JAY VARDHAN YADAV ALIAS BACHCHA YADAV,Bihar,PALIGANJ,RJD,RJD,65932,M,1,3,FALSE,FALSE,45.08,24453,16.72,37,1,3
AEBR12197,13,0,2005,ASHA DEVI,Bihar,BARHARA,JD(U),,34010,M,1,4,FALSE,FALSE,32.5,4091,3.91,39,2,4
AEBR12197,14,0,2005,ASHA DEVI,Bihar,BARHARA,JD(U),JD(U),41129,F,1,4,FALSE,TRUE,40.81,3184,3.16,39,2,4
AEBR12197,15,0,2010,ASHA DEVI,Bihar,BARHARA,JD(U),JD(U),45019,F,2,4,FALSE,TRUE,40.54,38935,35.06,40,2,4
AEBR12197,16,0,2015,AASHA DEVI,Bihar,BARHARA,BJP,JD(U),51693,F,2,4,TRUE,FALSE,35.26,38055,25.96,52,2,4
AEBR1221,16,0,2015,HARIHAR KUMAR JHA,Bihar,ALINAGAR,CPI(ML)(L),,824,M,9,1,FALSE,FALSE,0.59,46,0.03,35,,1
AEBR1226,16,0,2015,NAUSHAD AHMAD,Bihar,DARBHANGA RURAL,HAMS,,36066,M,2,1,FALSE,FALSE,26.26,29376,21.39,52,,1
AEBR12273,13,0,2005,SANTOSH KUMAR NIRALA,Bihar,RAJPUR,BSP,,20288,M,2,4,FALSE,FALSE,23.32,1442,1.66,31,2,4
AEBR12273,14,0,2005,SANTOSH KUMAR NIRALA,Bihar,RAJPUR,BSP,BSP,26437,M,2,4,FALSE,FALSE,29.73,7723,8.68,37,2,4
AEBR12273,15,0,2010,SANTOSH KUMAR NIRALA,Bihar,RAJPUR,JD(U),BSP,54802,M,1,4,TRUE,FALSE,39.76,15239,11.06,39,2,4
AEBR12273,16,0,2015,SANTOSH KUMAR NIRALA,Bihar,RAJPUR,JD(U),JD(U),84184,M,1,4,FALSE,TRUE,47.96,32788,18.68,44,2,4
AEBR1239,16,0,2015,OM PRAKASH KHERIA,Bihar,DARBHANGA,RJD,,70316,M,2,1,FALSE,FALSE,43.09,66707,40.88,57,,1
AEBR12402,15,0,2010,BABAN SINGH,Bihar,RAMGARH,CPI(ML)(L),,1041,M,13,2,FALSE,FALSE,0.84,82,0.07,45,,2
AEBR12402,16,0,2015,BABAN SINGH,Bihar,RAMGARH,CPI(ML)(L),CPI(ML)(L),898,M,8,2,FALSE,FALSE,0.58,218,0.14,55,,2
AEBR12420,13,0,2005,ANAND BHUSAN PANDEY,Bihar,BHABHUA,BSP,,25554,M,2,4,FALSE,FALSE,19.49,3408,2.6,29,1,4
AEBR12420,14,0,2005,ANAND BHUSHAN PANDEY,Bihar,BHABHUA,BJP,BSP,31950,M,2,4,TRUE,FALSE,24.94,3512,2.74,29,1,4
AEBR12420,15,0,2010,ANAND BHUSHAN PANDEY,Bihar,BHABUA,BJP,BJP,30799,M,2,4,FALSE,FALSE,25.86,18666,15.67,34,1,4
AEBR12420,16,0,2015,ANAND BHUSHAN PANDEY,Bihar,BHABUA,BJP,BJP,50768,M,1,4,FALSE,FALSE,34.59,7744,5.28,39,1,4
AEBR12441,13,0,2005,BRIJ KISHORE VIND,Bihar,CHAINPUR,BSP,,37762,M,2,4,FALSE,FALSE,36,25057,23.88,44,2,4
AEBR12441,14,0,2005,BRIJ KISHOR BIND,Bihar,CHAINPUR,BJP,BSP,32739,M,2,4,TRUE,FALSE,29.54,5870,5.3,39,2,4
AEBR12441,15,0,2010,BRIJ KISHOR VIND,Bihar,CHAINPUR,BJP,BJP,46510,M,1,4,FALSE,FALSE,32.75,13580,9.56,50,2,4
AEBR12441,16,0,2015,BRIJ KISHOR BIND,Bihar,CHAINPUR,BJP,BJP,58913,M,1,4,FALSE,TRUE,33.16,671,0.38,56,2,4
AEBR12480,13,0,2005,MANGAL RAM,Bihar,CHENARI,BSP,,13290,M,3,2,FALSE,FALSE,11.16,2438,2.05,32,,2
AEBR12480,16,0,2015,MANGAL RAM,Bihar,CHENARI,INC,BSP,58367,M,2,2,TRUE,FALSE,38.64,49491,32.76,43,,2
AEBR1255,16,0,2015,RAMESH CHOUDHARY,Bihar,HAYAGHAT,LJP,,32446,M,2,1,FALSE,FALSE,26.34,24602,19.97,55,,1
AEBR1269,16,0,2015,BHOLA YADAV,Bihar,BAHADURPUR,RJD,,71547,M,1,1,FALSE,FALSE,45.95,16989,10.91,48,1,1
AEBR1270,16,0,2015,HARI SAHANI,Bihar,BAHADURPUR,BJP,,54558,M,2,1,FALSE,FALSE,35.04,48963,31.44,52,,1
AEBR1274,16,0,2015,BAIDYANATH YADAV,Bihar,BAHADURPUR,CPI(ML)(L),,3519,M,6,1,FALSE,FALSE,2.26,569,0.37,48,,1
AEBR128,16,0,2015,SURESH KUMAR,Bihar,RAXAUL,RJD,,61562,M,2,1,FALSE,FALSE,37.87,39865,24.52,30,,1
AEBR12858,13,0,2005,ANIL SINGH,Bihar,HISUA,IND,,14905,M,3,4,FALSE,FALSE,17.33,10258,11.93,36,3,4
AEBR12858,14,0,2005,ANIL SINGH,Bihar,HISUA,BJP,IND,43276,M,1,4,FALSE,FALSE,53.97,16467,20.54,35,3,4
AEBR12858,15,0,2010,ANIL SINGH,Bihar,HISUA,BJP,BJP,43110,M,1,4,FALSE,TRUE,34.65,3978,3.2,42,3,4
AEBR12858,16,0,2015,ANIL SINGH,Bihar,HISUA,BJP,BJP,82493,M,1,4,FALSE,TRUE,44.78,12239,6.64,44,3,4
AEBR12966,12,0,2000,RENU DEVI,Bihar,BETTIAH,BJP,,44897,F,1,5,FALSE,FALSE,32.61,10841,7.87,,4,5
AEBR12966,13,0,2005,RENU DEVI,Bihar,BETTIAH,BJP,BJP,48559,M,1,5,FALSE,TRUE,40.62,11457,9.58,47,4,5
AEBR12966,14,0,2005,RENU DEVI,Bihar,BETTIAH,BJP,BJP,55184,F,1,5,FALSE,TRUE,47.87,16466,14.28,45,4,5
AEBR12966,15,0,2010,RENU DEVI,Bihar,BETTIAH,BJP,BJP,42010,F,1,5,FALSE,TRUE,39.57,28789,27.12,52,4,5
AEBR12966,16,0,2015,RENU DEVI,Bihar,BETTIAH,BJP,BJP,64466,F,2,5,FALSE,TRUE,43.69,61615,41.76,52,4,5
AEBR1299,16,0,2015,JIBESH KUMAR,Bihar,JALE,BJP,,62059,M,1,1,FALSE,FALSE,41.69,4620,3.1,42,1,1
AEBR13,16,0,2015,VISHNUDEO PRASAD YADAV,Bihar,VALMIKI NAGAR,CPI(ML)(L),,1466,M,13,1,FALSE,FALSE,0.79,293,0.16,33,,1
AEBR13025,12,0,2000,PRAMOD KUMAR,Bihar,MOTIHARI,BJP,,44090,M,2,5,FALSE,FALSE,32.37,38538,28.29,,4,5
AEBR13025,13,0,2005,PRAMOD KUMAR,Bihar,MOTIHARI,BJP,BJP,46595,M,1,5,FALSE,FALSE,38.2,13337,10.93,42,4,5
AEBR13025,14,0,2005,PRAMOD KUMAR,Bihar,MOTIHARI,BJP,BJP,56119,M,1,5,FALSE,TRUE,45.5,20703,16.79,42,4,5
AEBR13025,15,0,2010,PRAMOD KUMAR,Bihar,MOTIHARI,BJP,BJP,51888,M,1,5,FALSE,TRUE,42.5,24530,20.09,44,4,5
AEBR13025,16,0,2015,PRAMOD KUMAR,Bihar,MOTIHARI,BJP,BJP,79947,M,1,5,FALSE,TRUE,47.45,18517,10.99,53,4,5
AEBR1305,16,0,2015,SUSHIL MISHRA,Bihar,JALE,CPI(ML)(L),,2110,M,7,1,FALSE,FALSE,1.42,2,0,49,,1
AEBR13089,12,0,2000,SHIVAJEE RAI,Bihar,MADHUBAN,SP,,16279,M,3,5,FALSE,FALSE,12.84,15188,11.98,,2,5
AEBR13089,13,0,2005,SHIVJEE RAI,Bihar,MADHUBAN,JD(U),SP,36586,M,2,5,TRUE,FALSE,38.56,31325,33.01,39,2,5
AEBR13089,14,0,2005,SHIVJEE RAI,Bihar,MADHUBAN,JD(U),JD(U),47990,M,1,5,FALSE,FALSE,47.67,19478,19.35,49,2,5
AEBR13089,15,0,2010,SHIVJEE RAI,Bihar,MADHUBAN,JD(U),JD(U),40478,M,1,5,FALSE,TRUE,39.43,10122,9.86,52,2,5
AEBR13089,16,0,2015,SHIVAJEE RAI,Bihar,MADHUBAN,JD(U),JD(U),44832,M,2,5,FALSE,TRUE,32.27,32466,23.37,56,2,5
AEBR13177,12,0,2000,SUBASH SINGH,Bihar,GOPALGANJ,BPSP,,19372,M,2,5,FALSE,FALSE,18.32,1535,1.45,,3,5
AEBR13177,13,0,2005,SUBASH SINGH,Bihar,GOPALGANJ,LJP,BPSP,24587,M,2,5,TRUE,FALSE,25.7,1970,2.06,49,3,5
AEBR13177,14,0,2005,SHUBASH SINGH,Bihar,GOPALGANJ,BJP,LJP,39205,M,1,5,TRUE,FALSE,36.75,7934,7.44,50,3,5
AEBR13177,15,0,2010,SUBAS SINGH,Bihar,GOPALGANJ,BJP,BJP,58010,M,1,5,FALSE,TRUE,45.55,15893,12.48,47,3,5
AEBR13177,16,0,2015,SUBASH SINGH,Bihar,GOPALGANJ,BJP,BJP,78491,M,1,5,FALSE,TRUE,45.49,5074,2.94,52,3,5
AEBR13178,12,0,2000,REYAJUL HAQUE ALIAS RAJU,Bihar,GOPALGANJ,IND,,17837,M,3,5,FALSE,FALSE,16.87,9236,8.74,,1,5
AEBR13178,13,0,2005,REYAZUL HAQUE ALIAS 'RAJU',Bihar,GOPALGANJ,BSP,IND,27885,M,1,5,FALSE,FALSE,29.14,3298,3.45,37,1,5
AEBR13178,14,0,2005,REYAJUL HAQUE ALIAS 'RAJU',Bihar,GOPALGANJ,BSP,BSP,31271,M,2,5,FALSE,TRUE,29.31,9377,8.79,37,1,5
AEBR13178,15,0,2010,"REYAZUL HAQUE ALIAS """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""RAJU""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Bihar,GOPALGANJ,RJD,BSP,42117,M,2,5,TRUE,FALSE,33.07,33629,26.41,39,1,5
AEBR13178,16,0,2015,"REYAJUL HAQUE ALIAS """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" RAJU""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Bihar,GOPALGANJ,RJD,RJD,73417,M,2,5,FALSE,FALSE,42.55,69852,40.49,50,1,5
AEBR13194,12,0,2000,MD. NEMATULLAH,Bihar,BARAULI,RJD,,42360,M,2,3,FALSE,FALSE,36.65,36487,31.57,,1,3
AEBR13194,14,0,2005,MD. NEMTULLAH,Bihar,BARAULI,RJD,RJD,37081,M,2,3,FALSE,FALSE,38.05,27039,27.75,51,1,3
AEBR13194,16,0,2015,MD NEMATULLAH,Bihar,BARAULI,RJD,RJD,61690,M,1,3,FALSE,FALSE,40.45,504,0.33,57,1,3
AEBR13203,12,0,2000,MANJEET KUMAR SINGH,Bihar,BAIKUNTHPUR,SAP,,60891,M,1,5,FALSE,FALSE,48.35,19928,15.83,,2,5
AEBR13203,13,0,2005,MANJEET KUMAR SINGH,Bihar,BAIKUNTHPUR,JD(U),SAP,25719,M,2,5,TRUE,TRUE,25.71,17044,17.04,32,2,5
AEBR13203,14,0,2005,MANJEET KUMAR SINGH,Bihar,BAIKUNTHPUR,JD(U),JD(U),37634,M,2,5,FALSE,FALSE,36,27446,26.26,32,2,5
AEBR13203,15,0,2010,MANJEET KUMAR SINGH,Bihar,BAIKUNTHPUR,JD(U),JD(U),70105,M,1,5,FALSE,FALSE,55.93,36524,29.14,34,2,5
AEBR13203,16,0,2015,MANJEET KUMAR SINGH,Bihar,BAIKUNTHPUR,JD(U),JD(U),42047,M,2,5,FALSE,TRUE,26.29,5313,3.32,39,2,5
AEBR13329,12,0,2000,MANORANJAN SINGH,Bihar,BANIAPUR,IND,,37926,M,1,5,FALSE,FALSE,35.33,2089,1.95,,5,5
AEBR13329,13,0,2005,MANORANJAN SINGH,Bihar,BANIAPUR,LJP,IND,32724,M,1,5,FALSE,TRUE,38.46,8106,9.53,43,5,5
AEBR13329,14,0,2005,MANORANJAN SINGH,Bihar,BANIAPUR,JD(U),LJP,32440,M,1,5,TRUE,TRUE,39.21,2653,3.21,43,5,5
AEBR13329,15,0,2010,MANORANJAN SINGH,Bihar,EKMA,JD(U),JD(U),55474,M,1,5,FALSE,TRUE,53.87,29201,28.36,48,5,5
AEBR13329,16,0,2015,MANORANJAN SINGH,Bihar,EKMA,JD(U),JD(U),49508,M,1,5,FALSE,TRUE,35.32,8126,5.8,55,5,5
AEBR13515,12,0,2000,RAJ KUMAR SAH,Bihar,LALGANJ,RJD,,29701,M,2,4,FALSE,FALSE,22.4,20836,15.71,,1,4
AEBR13515,14,0,2005,RAJ KUMAR SAH,Bihar,LALGANJ,RJD,RJD,33042,M,2,4,FALSE,FALSE,35.33,20344,21.75,38,1,4
AEBR13515,15,0,2010,RAJ KUMAR SAH,Bihar,LALGANJ,IND,RJD,34065,M,2,4,FALSE,FALSE,23.88,11294,7.92,41,1,4
AEBR13515,16,0,2015,RAJ KUMAR SAH,Bihar,LALGANJ,LJP,IND,80842,M,1,4,FALSE,FALSE,45.91,20293,11.52,51,1,4
AEBR1352,16,0,2015,AJAY KUMAR,Bihar,MINAPUR,BJP,,56850,M,2,1,FALSE,FALSE,34.9,51916,31.88,41,,1
AEBR13628,12,0,2000,SURESH KUMAR SHARMA,Bihar,MUZAFFARPUR,BJP,,60040,M,2,4,FALSE,FALSE,38.85,55465,35.89,,2,4
AEBR13628,13,0,2005,SURESH KUMAR SHARMA,Bihar,MUZAFFARPUR,BJP,BJP,36064,M,2,4,FALSE,FALSE,27.57,11254,8.6,57,2,4
AEBR13628,15,0,2010,SURESH KUMAR SHARMA,Bihar,MUZAFFARPUR,BJP,BJP,72301,M,1,4,FALSE,FALSE,59.36,46439,38.13,64,2,4
AEBR13628,16,0,2015,SURESH KUMAR SHARMA,Bihar,MUZAFFARPUR,BJP,BJP,95594,M,1,4,FALSE,TRUE,55.13,29739,17.15,69,2,4
AEBR13645,12,0,2000,RAM NANDAN PASWAN,Bihar,BOCHAHA,CPI(ML)(L),,3989,M,4,4,FALSE,FALSE,3.26,2671,2.18,,,4
AEBR13645,14,0,2005,RAM NANDAN PASWAN,Bihar,BOCHAHA,CPI(ML)(L),CPI(ML)(L),4600,M,4,4,FALSE,FALSE,4.13,209,0.19,42,,4
AEBR13645,15,0,2010,RAM NANDAN PASWAN,Bihar,BOCHAHA,CPI(ML)(L),CPI(ML)(L),2725,M,6,4,FALSE,FALSE,2.23,1599,1.31,43,,4
AEBR13645,16,0,2015,RAMNANDAN PASWAN,Bihar,BOCHAHA,CPI(ML)(L),CPI(ML)(L),4080,M,8,4,FALSE,FALSE,2.45,471,0.28,49,,4
AEBR1371,16,0,2015,ANIL KUMAR,Bihar,BOCHAHA,LJP,,7383,M,4,1,FALSE,FALSE,4.43,2253,1.35,48,,1
AEBR1385,16,0,2015,ARJUN RAM,Bihar,SAKRA,BJP,,61998,M,2,1,FALSE,FALSE,39.61,56829,36.31,40,,1
AEBR13899,12,0,2000,NITISH MISHRA,Bihar,JHANJHARPUR,BJC(R),,24264,M,2,5,FALSE,FALSE,23.84,2068,2.03,,3,5
AEBR13899,13,0,2005,NITISH MISHRA,Bihar,JHANJHARPUR,JD(U),BJC(R),38568,M,1,5,TRUE,FALSE,44.21,16039,18.39,31,3,5
AEBR13899,14,0,2005,NITISH MISHRA,Bihar,JHANJHARPUR,JD(U),JD(U),41004,M,1,5,FALSE,TRUE,46.95,16660,19.08,32,3,5
AEBR13899,15,0,2010,NITISH MISHRA,Bihar,JHANJHARPUR,JD(U),JD(U),57652,M,1,5,FALSE,TRUE,49.15,20681,17.63,37,3,5
AEBR13899,16,0,2015,NITISH MISHRA,Bihar,JHANJHARPUR,BJP,JD(U),63486,M,2,5,TRUE,TRUE,40.2,56464,35.76,42,3,5
AEBR139,16,0,2015,OM PRAKASH CHOUDHARY,Bihar,SUGAULI,RJD,,54628,M,2,1,FALSE,FALSE,35.13,39624,25.48,39,,1
AEBR1399,16,0,2015,KEDAR PRASAD GUPTA,Bihar,KURHANI,BJP,,73227,M,1,1,FALSE,FALSE,42.33,11570,6.69,51,1,1
AEBR14180,12,0,2000,RAMANAND RAM,Bihar,BAKHRI,RJD,,33572,M,1,5,FALSE,FALSE,33.46,583,0.58,,2,5
AEBR14180,13,0,2005,RAMANAND RAM,Bihar,BAKHRI,RJD,RJD,19207,M,2,5,FALSE,TRUE,20.35,1308,1.39,35,2,5
AEBR14180,14,0,2005,RAMANAND RAM,Bihar,BAKHRI,RJD,RJD,24109,M,2,5,FALSE,FALSE,26.67,7033,7.78,35,2,5
AEBR14180,15,0,2010,RAMANAND RAM,Bihar,BAKHRI,BJP,RJD,43871,M,1,5,TRUE,FALSE,36.98,18412,15.52,37,2,5
AEBR14180,16,0,2015,RAMANAND RAM,Bihar,BAKHRI,BJP,BJP,32376,M,2,5,FALSE,TRUE,21.96,3191,2.16,42,2,5
AEBR14264,12,0,2000,ARUN KUMAR,Bihar,SAHARSA,IND,,2695,M,5,3,FALSE,FALSE,1.88,145,0.1,,1,3
AEBR14264,15,0,2010,ARUN KUMAR,Bihar,SAHARSA,RJD,IND,47708,M,2,3,FALSE,FALSE,31.43,32800,21.61,59,1,3
AEBR14264,16,0,2015,ARUN KUMAR,Bihar,SAHARSA,RJD,RJD,102850,M,1,3,FALSE,FALSE,53.03,39206,20.21,53,1,3
AEBR1431,16,0,2015,BIJENDRA CHAUDHARY,Bihar,MUZAFFARPUR,JD(U),,65855,M,2,1,FALSE,FALSE,37.98,64136,36.99,52,,1
AEBR14339,12,0,2000,BIMA BHARTI,Bihar,RUPAULI,IND,,20224,F,1,4,FALSE,FALSE,18.72,6308,5.84,,4,4
AEBR14339,14,0,2005,BIMA BHARTI,Bihar,RUPAULI,RJD,IND,28681,F,1,4,FALSE,FALSE,32.49,1991,2.26,28,4,4
AEBR14339,15,0,2010,BIMA BHARTI,Bihar,RUPAULI,JD(U),RJD,64887,F,1,4,TRUE,TRUE,46.63,37716,27.1,35,4,4
AEBR14339,16,0,2015,BIMA BHARTI,Bihar,RUPAULI,JD(U),JD(U),50945,F,1,4,FALSE,TRUE,28.13,9672,5.34,40,4,4
AEBR14388,12,0,2000,RAMJI DAS RISHIDEO,Bihar,RANIGANJ,BJP,,30365,M,2,3,FALSE,FALSE,26.31,13976,12.11,,1,3
AEBR14388,14,0,2005,RAMJI DAS RISHIDEV,Bihar,RANIGANJ,BJP,BJP,34796,M,1,3,FALSE,FALSE,32.43,4106,3.83,47,1,3
AEBR14388,16,0,2015,RAMJI DAS RISHIDEV,Bihar,RANIGANJ,BJP,BJP,62787,M,2,3,FALSE,FALSE,38.9,56436,34.97,57,1,3
AEBR14399,12,0,2000,ANIL KUMAR YADAV,Bihar,NARPATGANJ,IND,,20915,M,4,5,FALSE,FALSE,17.35,15509,12.87,,2,5
AEBR14399,13,0,2005,ANIL KUMAR YADAV,Bihar,NARPATGANJ,RJD,IND,24949,M,1,5,FALSE,FALSE,20.71,369,0.31,45,2,5
AEBR14399,14,0,2005,ANIL KUMAR YADAV,Bihar,NARPATGANJ,RJD,RJD,32122,M,2,5,FALSE,TRUE,27.47,12032,10.29,47,2,5
AEBR14399,15,0,2010,ANIL KUMAR YADAV,Bihar,NARPATGANJ,RJD,RJD,54169,M,2,5,FALSE,FALSE,36.33,45387,30.44,54,2,5
AEBR14399,16,0,2015,ANIL KUMAR YADAV,Bihar,NARPATGANJ,RJD,RJD,90250,M,1,5,FALSE,FALSE,51.32,25951,14.76,61,2,5
AEBR14497,12,0,2000,SABA ZAFAR,Bihar,AMOUR,RJD,,42565,M,2,5,FALSE,FALSE,31.63,22557,16.76,,1,5
AEBR14497,13,0,2005,SABA ZAFAR,Bihar,AMOUR,IND,RJD,25373,M,2,5,FALSE,FALSE,21.91,12133,10.48,33,1,5
AEBR14497,14,0,2005,SABA ZAFAR,Bihar,AMOUR,SP,IND,27423,M,2,5,FALSE,FALSE,32,15703,18.32,33,1,5
AEBR14497,15,0,2010,SABA ZAFAR,Bihar,AMOUR,BJP,SP,57774,M,1,5,TRUE,FALSE,46.33,18828,15.1,37,1,5
AEBR14497,16,0,2015,SABA ZAFAR,Bihar,AMOUR,BJP,BJP,48138,M,2,5,FALSE,TRUE,28.44,43745,25.85,42,1,5
AEBR1451,16,0,2015,ASHOK KUMAR CHOUDHARY (SADATPUR),Bihar,KANTI,IND,,58111,M,1,1,FALSE,FALSE,32.38,9275,5.17,42,1,1
AEBR14516,12,0,2000,MD. AFAQUE ALAM,Bihar,KASBA,IND,,26553,M,2,5,FALSE,FALSE,20.22,14528,11.06,,3,5
AEBR14516,13,0,2005,MD. AFAQUE ALAM,Bihar,KASBA,SP,IND,33749,M,1,5,FALSE,FALSE,26.89,4028,3.21,43,3,5
AEBR14516,14,0,2005,MD. AFAK ALAM,Bihar,KASBA,RJD,SP,43104,M,2,5,TRUE,TRUE,33.99,23524,18.55,42,3,5
AEBR14516,15,0,2010,MD. AFAQUE ALAM,Bihar,KASBA,INC,RJD,63025,M,1,5,TRUE,FALSE,47.07,4455,3.33,52,3,5
AEBR14516,16,0,2015,MD. AFAQUE ALAM,Bihar,KASBA,INC,INC,81633,M,1,5,FALSE,TRUE,44.74,1794,0.98,57,3,5
AEBR1453,16,0,2015,MD. PARWEZ ALAM,Bihar,KANTI,RJD,,47050,M,3,1,FALSE,FALSE,26.22,43941,24.48,43,,1
AEBR14566,12,0,2000,MAHESH PASWAN,Bihar,KORHA,BJP,,45513,M,1,5,FALSE,FALSE,41.36,14136,12.85,,2,5
AEBR14566,13,0,2005,MAHESH PASWAN,Bihar,KORHA,BJP,BJP,27485,M,2,5,FALSE,TRUE,25.52,19054,17.69,45,2,5
AEBR14566,14,0,2005,MAHESH PASWAN,Bihar,KORHA,BJP,BJP,37483,M,2,5,FALSE,FALSE,34.56,30733,28.33,45,2,5
AEBR14566,15,0,2010,MAHESH PASWAN,Bihar,KORHA,BJP,BJP,71020,M,1,5,FALSE,FALSE,55.29,52444,40.83,50,2,5
AEBR14566,16,0,2015,MAHESH PASWAN,Bihar,KORHA,BJP,BJP,72983,M,2,5,FALSE,TRUE,42.38,69160,40.16,56,2,5
AEBR1474,16,0,2015,ARUN KUMAR SINGH,Bihar,BARURAJ,BJP,,63102,M,2,1,FALSE,FALSE,40.47,56894,36.49,46,,1
AEBR1487,16,0,2015,SHANKAR PRASAD,Bihar,PAROO,RJD,,66906,M,2,1,FALSE,FALSE,40.1,61081,36.61,47,,1
AEBR15044,12,0,2000,RAMANAND PRASAD SINGH,Bihar,PARBATTA,IND,,35425,M,2,7,FALSE,FALSE,25.49,13979,10.06,,5,5
