pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEWB104490,5,0,1969,GURUPADA DAS,,West_Bengal,KHARGRAM,PML,,4018,M,3,1,FALSE,FALSE,10.06,2046,5.12,,,,1
AEWB105827,5,0,1969,MD. FAZLE HAQUE,,West_Bengal,SITAI,INC,,26982,M,1,1,FALSE,FALSE,60.17,9120,20.34,,,1,1
AEWB105990,4,0,1967,Z.ABEDIN,,West_Bengal,ITAHAR,INC,,25620,M,1,2,FALSE,FALSE,55.35,15091,32.6,,,2,2
AEWB105990,5,0,1969,ABEDIN ZAINAL,,West_Bengal,ITAHAR,INC,INC,26461,M,1,2,FALSE,TRUE,51,2014,3.88,,,2,2
AEWB107335,5,0,1969,SUKHENDU KHAN,,West_Bengal,SONAMUKHI,CPM,,25422,M,1,1,FALSE,FALSE,58.07,8649,19.76,,,1,1
AEWB107992,5,0,1969,TIMIR BARAN BHADURI,,West_Bengal,BELDANGA,RSP,,24830,M,2,1,FALSE,FALSE,43.4,19212,33.58,,,,1
AEWB109213,5,0,1969,SITARAM MAHATO,,West_Bengal,MANBAZAR,INC,,16051,M,2,1,FALSE,FALSE,36.92,12387,28.49,,,,1
AEWB110619,5,0,1969,KALIMUDDIN SHAMS,,West_Bengal,KABITIRTHA,FBL,,31819,M,1,1,FALSE,FALSE,58.6,10790,19.87,,,1,1
AEWB110755,5,0,1969,PRALAY TALUKDAR,,West_Bengal,HOWRAH SOUTH,CPM,,30307,M,1,1,FALSE,FALSE,56.17,7037,13.04,,,1,1
AEWB110823,5,0,1969,PANNA LAL MAJI,,West_Bengal,UDAYNARAYANPUR,CPM,,29867,M,1,1,FALSE,FALSE,57.36,7668,14.73,,,1,1
AEWB111299,5,0,1969,SANATAN SANTRA,,West_Bengal,INDAS,INC,,14764,M,2,1,FALSE,FALSE,37.62,13470,34.32,,,,1
AEWB111542,4,0,1967,B . AHAMAD,,West_Bengal,MURARAI,IND,,14944,M,1,2,FALSE,FALSE,41.37,774,2.14,,,2,2
AEWB111542,5,0,1969,BAZLE AHMAD,,West_Bengal,MURARAI,SUC,IND,22766,M,1,2,FALSE,TRUE,54.14,4450,10.58,,,2,2
AEWB111546,5,0,1969,MADHUSUDAN ROY,,West_Bengal,MEKLIGANJ,INC,,22823,M,2,1,FALSE,FALSE,46.56,22301,45.49,,,,1
AEWB111668,5,0,1969,PATRAS MINZ,,West_Bengal,PHANSIDEWA,CPM,,11228,M,2,1,FALSE,FALSE,28.57,7598,19.33,,,,1
AEWB111734,3,0,1962,NIMAI CHAND MURMU,,West_Bengal,HABIBPUR S N,CPI,,22367,M,1,2,FALSE,FALSE,59.43,8299,22.05,,,2,2
AEWB111734,5,0,1969,NIMAI CHAND MURMU,,West_Bengal,HABIBPUR,CPI,CPI,21938,M,1,2,FALSE,FALSE,47.14,34,0.07,,,2,2
AEWB111796,4,0,1967,M. SOHARAB,,West_Bengal,SUTI,INC,,24452,M,2,2,FALSE,FALSE,45.81,0,0,,,1,2
AEWB111796,5,0,1969,MD. SOHORAB,,West_Bengal,SUTI,INC,INC,28252,M,1,2,FALSE,FALSE,50.26,290,0.52,,,1,2
AEWB111835,5,0,1969,MAHAMMAD ABDUL BARI,,West_Bengal,DOMKAL,CPM,,20988,M,2,1,FALSE,FALSE,42.58,15523,31.49,,,,1
AEWB111879,5,0,1969,SATYAPADA BHATTACHARYYA,,West_Bengal,BHARATPUR,RSP,,18730,M,1,1,FALSE,FALSE,43.57,4859,11.3,,,1,1
AEWB111934,5,0,1969,AMRITENDU MUKHERJEE,,West_Bengal,KRISHNAGAR WEST,CPM,,20117,M,1,1,FALSE,FALSE,50.69,4230,10.66,,,1,1
AEWB112223,4,0,1967,A. GHOSAL,,West_Bengal,KAMARHATI,INC,,21559,M,2,2,FALSE,FALSE,36.75,16031,27.33,,,,2
AEWB112223,5,0,1969,AJOY GHOSAL,,West_Bengal,KAMARHATI,INC,INC,22607,M,2,2,FALSE,FALSE,34.11,22050,33.27,,,,2
AEWB112410,5,0,1969,LAKSHMICHARAN SEN,,West_Bengal,BELGACHIA,CPM,,34504,M,1,1,FALSE,FALSE,61.63,13018,23.25,,,1,1
AEWB112464,5,0,1969,HARAN CHANDRA HAZRA,,West_Bengal,SANKRAIL,CPM,,30997,M,1,1,FALSE,FALSE,60.99,12064,23.74,,,1,1
AEWB112728,5,0,1969,BUDHAN CHANDRA TUDU,,West_Bengal,KESHIARI,INC,,20636,M,1,1,FALSE,FALSE,54.28,4112,10.82,,,1,1
AEWB113059,3,0,1962,SASANKA SEKHAR MONDAL,,West_Bengal,RAMPURHAT,FB,,10119,M,2,2,FALSE,FALSE,35.79,6762,23.92,,,1,2
