pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Terms,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms_Contested
AEWB100230,11,0,1991,MIHIR GOSWAMI,West_Bengal,COOCH BEHAR NORTH,INC,,41402,M,2,2,1,FALSE,FALSE,37.36,25814,23.29,,2
AEWB100230,12,0,1996,MIHIR GOSWAMI,West_Bengal,COOCH BEHAR NORTH,INC,INC,59375,M,1,2,1,FALSE,FALSE,47.25,6864,5.46,,2
AEWB100453,9,0,1982,NARMADA ROY,West_Bengal,KUSHMANDI,RSP,,39001,M,2,4,3,FALSE,FALSE,49.1,38471,48.44,,4
AEWB100453,10,0,1987,ROY NARMADA,West_Bengal,KUSHMANDI,RSP,RSP,48500,M,1,4,3,FALSE,FALSE,53.98,9851,10.96,,4
AEWB100453,11,0,1991,NARMADA CHANDRA ROY,West_Bengal,KUSHMANDI,RSP,RSP,47449,M,1,4,3,FALSE,TRUE,45.48,7689,7.37,,4
AEWB100453,12,0,1996,ROY NARMADA CHANDRA,West_Bengal,KUSHMANDI,RSP,RSP,59176,M,1,4,3,FALSE,TRUE,47.22,9944,7.94,,4
AEWB100516,12,0,1996,ALAM MOSTAQUE,West_Bengal,HARISHCHANDRAPUR,INC,,53940,M,2,1,0,FALSE,FALSE,44.92,49310,41.07,,1
AEWB100529,9,0,1982,SAMAR MUKHERJEE,West_Bengal,RATUA,INC,,35536,M,1,3,2,FALSE,FALSE,50.32,445,0.63,,3
AEWB100529,10,0,1987,SAMAR MUKHHERJEE,West_Bengal,RATUA,IND,INC,5341,M,4,3,2,FALSE,TRUE,6.75,0,0,,3
AEWB100529,12,0,1996,SAMAR MUKHERJEE,West_Bengal,RATUA,INC,IND,53347,M,1,3,2,FALSE,FALSE,48.13,2966,2.68,,3
AEWB100818,12,0,1996,SANKAR SINGHA,West_Bengal,RANAGHAT WEST,INC,,74360,M,1,1,1,FALSE,FALSE,48.06,4122,2.66,,1
AEWB101077,12,0,1996,RAM SANKAR HALDAR,West_Bengal,KULTALI,CPM,,52160,M,2,1,0,FALSE,FALSE,40.76,41583,32.49,,1
AEWB101169,11,0,1991,ANURADHA PUTATUNDA,West_Bengal,MAGRAHAT WEST,CPM,,43169,F,1,2,1,FALSE,FALSE,44.09,3997,4.08,,2
AEWB101169,12,0,1996,ANURADHA PUTATUNDA,West_Bengal,MAGRAHAT WEST,CPM,CPM,54825,F,2,2,1,FALSE,TRUE,46.24,51168,43.15,,2
AEWB101421,11,0,1991,JATU LAHIRI,West_Bengal,SHIBPUR,INC,,76246,M,1,2,2,FALSE,FALSE,45.72,4108,2.46,,2
AEWB101421,12,0,1996,JATU LAHIRI,West_Bengal,SHIBPUR,INC,INC,102985,M,1,2,2,FALSE,TRUE,50.62,14874,7.31,,2
AEWB101446,12,0,1996,GULSAN MULLICK,West_Bengal,PANCHLA,INC,,65091,M,1,1,1,FALSE,FALSE,49.41,8314,6.31,,1
AEWB101473,12,0,1996,PULAK ROY,West_Bengal,ULUBERIA SOUTH,INC,,48553,M,2,1,0,FALSE,FALSE,40.93,40444,34.09,,1
AEWB101547,12,0,1996,TANDRA BHATTACHARJEE,West_Bengal,CHANDERNAGORE,BJP,,5223,F,3,1,0,FALSE,FALSE,3.75,4478,3.21,,1
AEWB101816,12,1,2000,Dibakar Hansda,West_Bengal,BINPUR(ST),CPM,,39285,M,2,1,0,FALSE,FALSE,38.66,31242,30.74,,1
AEWB101925,12,0,1996,MAHADEB KHAN,West_Bengal,TALDANGRA,BJP,,11885,M,3,1,0,FALSE,FALSE,9.43,7523,5.97,,1
AEWB101963,12,0,1996,DIGER BASUDEB,West_Bengal,INDAS,BJP,,18761,M,3,1,0,FALSE,FALSE,15.43,0,0,,1
AEWB102066,12,0,1996,AKHIL MONDAL,West_Bengal,DURGAPUR-I,BJP,,7996,M,3,1,0,FALSE,FALSE,6.95,5348,4.65,,1
AEWB102087,12,0,1996,TAPAS BANERJEE,West_Bengal,ASANSOL,INC,,58845,M,1,1,1,FALSE,FALSE,50.06,11634,9.9,,1
AEWB102768,11,0,1991,SUSHIL BISWAS,West_Bengal,KRISHNAGANJ,CPM,,48834,M,1,2,2,FALSE,FALSE,47.4,7043,6.84,,2
AEWB102768,12,0,1996,SUSHIL BISWAS,West_Bengal,KRISHNAGANJ,CPM,CPM,58868,M,1,2,2,FALSE,TRUE,47.16,1698,1.36,,2
AEWB102867,10,0,1987,RANJIT KUNDU,West_Bengal,NAIHATI,IND,,537,M,3,2,1,FALSE,FALSE,0.56,0,0,,2
AEWB102867,12,0,1996,RANJIT KUNDU,West_Bengal,NAIHATI,CPM,IND,66522,M,1,2,1,FALSE,FALSE,52.37,14765,11.62,,2
AEWB102902,12,1,1999,Rekha Goswami,West_Bengal,ASHOKENAGAR,CPM,,50424,F,2,1,0,FALSE,FALSE,39.84,36424,28.78,,1
AEWB102905,11,0,1991,NIRMAL GHOSH,West_Bengal,PANIHATI,INC,,47990,M,2,2,1,FALSE,FALSE,36.48,32133,24.42,,2
AEWB102905,12,0,1996,NIRMAL GHOSH,West_Bengal,PANIHATI,INC,INC,72572,M,1,2,1,FALSE,FALSE,46.18,869,0.55,,2
AEWB102984,11,0,1991,HAZARI LAL SARKAR,West_Bengal,HINGALGANJ,BJP,,9002,M,3,2,0,FALSE,FALSE,8.71,5444,5.27,,2
AEWB102984,12,0,1996,HAJARILAL SARKAR,West_Bengal,HINGALGANJ,BJP,BJP,7916,M,3,2,0,FALSE,FALSE,6.89,0,0,,2
AEWB103042,12,0,1996,SAKUNTALA PAIK,West_Bengal,KULPI,CPM,,53779,F,1,1,1,FALSE,FALSE,49.47,2213,2.04,,1
AEWB103076,8,0,1977,ABDUR RAZZAK MOLLA,West_Bengal,CANNING EAST,CPM,,24580,M,1,5,5,FALSE,FALSE,58.88,12604,30.19,,5
AEWB103076,9,0,1982,ABDUR RAZZAK MOLLA,West_Bengal,CANNING EAST,CPM,CPM,42457,M,1,5,5,FALSE,TRUE,61.62,16954,24.61,,5
AEWB103076,10,0,1987,ABDUR RAZZAK MOLLA,West_Bengal,CANNING EAST,CPM,CPM,52811,M,1,5,5,FALSE,TRUE,62.44,21487,25.4,,5
AEWB103076,11,0,1991,ABDUR RAZZAK MOLLA,West_Bengal,CANNING EAST,CPM,CPM,70938,M,1,5,5,FALSE,TRUE,71.78,49518,50.11,,5
AEWB103076,12,0,1996,ABDUR RAZZAK MOLLA,West_Bengal,CANNING EAST,CPM,CPM,89062,M,1,5,5,FALSE,TRUE,76.19,66765,57.11,,5
AEWB103204,12,0,1996,MOINUDDIN SHAMS.,West_Bengal,KABITIRTHA,FBL,,30982,M,2,1,0,FALSE,FALSE,30.34,25596,25.06,,1
AEWB103268,11,0,1991,PARESH PAUL,West_Bengal,MANICKTOLA,INC,,44993,M,2,2,1,FALSE,FALSE,42.64,36787,34.87,,2
AEWB103268,12,0,1996,PARESH PAUL,West_Bengal,MANICKTOLA,INC,INC,62088,M,1,2,1,FALSE,FALSE,48.17,507,0.39,,2
AEWB103325,10,0,1987,ASOK GHOSH,West_Bengal,HOWRAH NORTH,INC,,46687,M,1,3,1,FALSE,FALSE,50.8,3317,3.61,,3
AEWB103325,11,0,1991,ASOK GHOSH,West_Bengal,HOWRAH NORTH,INC,INC,35824,M,2,3,1,FALSE,TRUE,36.32,31836,32.28,,3
AEWB103325,12,0,1996,ASOK GHOSH,West_Bengal,HOWRAH NORTH,INC,INC,47714,M,2,3,1,FALSE,FALSE,38.5,41069,33.14,,3
AEWB103510,12,0,1996,PRATIM CHATTERJEE,West_Bengal,TARAKESWAR,CPM,,70127,M,1,1,1,FALSE,FALSE,57.46,21519,17.63,,1
AEWB103546,11,0,1991,NADA BRAHMAMOY,West_Bengal,NARGHAT,CPM,,54994,M,1,2,2,FALSE,FALSE,51.63,12983,12.19,,2
AEWB103546,12,0,1996,BRAHMAMOY NANDA,West_Bengal,NARGHAT,CPM,CPM,68440,M,1,2,2,FALSE,TRUE,51.88,8175,6.2,,2
AEWB103670,10,0,1987,SUSANTA GHOSH,West_Bengal,GARHBETA EAST,CPM,,48450,M,1,3,3,FALSE,FALSE,56.69,11804,13.81,,3
AEWB103670,11,0,1991,GOSH SUSANTA,West_Bengal,GARHBETA EAST,CPM,CPM,60285,M,1,3,3,FALSE,TRUE,62.51,34020,35.27,,3
AEWB103670,12,0,1996,SUSANTA GHOSH,West_Bengal,GARHBETA EAST,CPM,CPM,78739,M,1,3,3,FALSE,TRUE,66.66,51376,43.49,,3
AEWB103931,11,0,1991,ALOKE TARANGA GOSWAMI,West_Bengal,MANGALKOT,BJP,,14006,M,3,2,0,FALSE,FALSE,14.12,12100,12.2,,2
AEWB103931,12,0,1996,ALOKE TARANGA GOSWAMI,West_Bengal,MANGALKOT,BJP,BJP,7009,M,3,2,0,FALSE,FALSE,6.31,5124,4.61,,2
AEWB104088,12,0,1996,ASOK MANDAL,West_Bengal,SITAI,INC,,13436,M,3,1,0,FALSE,FALSE,9.21,6285,4.31,,1
AEWB104126,11,0,1991,JOGESH CHANDRA BARMAN,West_Bengal,FALAKATA,CPM,,45971,M,1,2,2,FALSE,FALSE,46.09,7004,7.02,,2
AEWB104126,12,0,1996,JOGESH CHANDRA BARMAN,West_Bengal,FALAKATA,CPM,CPM,64756,M,1,2,2,FALSE,TRUE,53.05,17429,14.28,,2
AEWB104161,12,0,1996,TURI KULE MUNDA,West_Bengal,MAL,INC,,44550,M,2,1,0,FALSE,FALSE,40.31,40878,36.99,,1
AEWB104232,12,0,1996,HAFIZ ALAM SAIRANI,West_Bengal,GOALPOKHAR,FBL,,55998,M,1,1,1,FALSE,FALSE,54.46,32063,31.18,,1
AEWB104379,12,0,1996,BISWANATH GHOSH,West_Bengal,KALIACHAK,CPM,,54092,M,2,1,0,FALSE,FALSE,39.04,37974,27.4,,1
AEWB104441,11,0,1991,UNUS SARKAR,West_Bengal,JALANGI,CPM,,69184,M,1,2,2,FALSE,FALSE,56.33,37638,30.64,,2
AEWB104441,12,0,1996,UNUS SARKAR,West_Bengal,JALANGI,CPM,CPM,79348,M,1,2,2,FALSE,TRUE,53.32,21174,14.23,,2
AEWB104599,12,0,1996,PANKAJ GHOSH,West_Bengal,BONGAON,CPM,,68251,M,1,1,1,FALSE,FALSE,47.83,1668,1.17,,1
AEWB104627,12,0,1996,MD. RAFIQUL ISLAM,West_Bengal,AMDANGA,INC,,65172,M,2,1,0,FALSE,FALSE,45.36,59089,41.13,,1
AEWB104638,9,0,1982,TANMOY MONDAL,West_Bengal,RAJARHAT,INC,,36246,M,2,2,0,FALSE,FALSE,40.94,0,0,,2
AEWB104638,12,0,1996,TANMOY MONDAL,West_Bengal,RAJARHAT,INC,INC,89656,M,2,2,0,FALSE,FALSE,44.3,76035,37.57,,2
AEWB104664,12,0,1996,RAFIKUL ISLAM MONDAL,West_Bengal,HASNABAD,INC,,51762,M,2,1,0,FALSE,FALSE,45.51,47123,41.43,,1
AEWB104703,10,0,1987,ARUP BHADRA,West_Bengal,BARUIPUR,INC,,40357,M,2,2,0,FALSE,FALSE,41.4,38775,39.78,,2
AEWB104703,12,1,1998,Arup Bhadra,West_Bengal,BARUIPUR,AITC,INC,52762,M,2,2,0,TRUE,FALSE,38.31,44679,32.44,,2
AEWB104717,12,0,1996,AKRAM LASKAR,West_Bengal,CANNING EAST,INC,,22297,M,2,1,0,FALSE,FALSE,19.07,19302,16.51,,1
AEWB104807,12,0,1996,TAPATI SAHA,West_Bengal,TALTOLA,CPM,,49751,F,1,1,1,FALSE,FALSE,53.61,12496,13.47,,1
AEWB104828,12,0,1996,ASHOK GIRI,West_Bengal,KAKDWIP,CPM,,58362,M,1,1,1,FALSE,FALSE,49.42,2232,1.89,,1
AEWB104872,12,0,1996,ASHOK SHUKLA,West_Bengal,TITAGARH,INC,,41359,M,2,1,0,FALSE,FALSE,46.92,37431,42.46,,1
AEWB104911,12,0,1996,BANDYOPADHYAY TARAK,West_Bengal,COSSIPUR,INC,,33799,M,1,1,1,FALSE,FALSE,46.23,462,0.63,,1
AEWB104930,12,0,1996,SANJOY BAKSHI,West_Bengal,JORABAGAN,INC,,21552,M,1,1,1,FALSE,FALSE,37.77,1708,2.99,,1
AEWB104953,12,0,1996,MD. ASIRUDDIN,West_Bengal,BARA BAZAR,JD,,15911,M,2,1,0,FALSE,FALSE,35.16,5201,11.49,,1
AEWB105034,12,0,1996,DIBYENDU BISWAS,West_Bengal,BALLYGUNGE,INC,,67704,M,2,1,0,FALSE,FALSE,46.5,61271,42.08,,1
AEWB105053,10,0,1987,MANABENDRA MUKHERJEE,West_Bengal,BELIAGHATA,CPM,,45878,M,1,3,3,FALSE,FALSE,54.77,8526,10.18,,3
AEWB105053,11,0,1991,MANABENDRA MUKHERJEE,West_Bengal,BELIAGHATA,CPM,CPM,51373,M,1,3,3,FALSE,TRUE,53.51,15781,16.44,,3
AEWB105053,12,0,1996,MANABENDRA MUKHERJEE,West_Bengal,BELIAGHATA,CPM,CPM,56681,M,1,3,3,FALSE,TRUE,51.74,9659,8.82,,3
AEWB105112,10,0,1987,LAGAN DEO SINGH,West_Bengal,HOWRAH NORTH,CPM,,43370,M,2,3,2,FALSE,FALSE,47.19,42608,46.36,,3
AEWB105112,11,0,1991,LAGAN DEO SINGH,West_Bengal,HOWRAH NORTH,CPM,CPM,57011,M,1,3,2,FALSE,FALSE,57.81,21187,21.48,,3
AEWB105112,12,0,1996,LAGAN DEO SINGH,West_Bengal,HOWRAH NORTH,CPM,CPM,68432,M,1,3,2,FALSE,TRUE,55.21,20718,16.72,,3
AEWB105162,12,0,1996,SITAL KUMAR SARDAR,West_Bengal,SANKRAIL,INC,,65599,M,1,1,1,FALSE,FALSE,47.04,4988,3.58,,1
AEWB105173,12,0,1996,RAMJANAM MAJHI,West_Bengal,ULUBERIA NORTH,INC,,61560,M,1,1,1,FALSE,FALSE,48.83,7559,6,,1
AEWB105245,11,0,1991,KAMAL MUKHERJEE,West_Bengal,CHANDERNAGORE,INC,,49171,M,2,2,1,FALSE,FALSE,42.45,35227,30.41,,2
AEWB105245,12,0,1996,KAMAL MUKHERJEE,West_Bengal,CHANDERNAGORE,INC,INC,69565,M,1,2,1,FALSE,FALSE,49.93,7034,5.05,,2
AEWB105271,12,0,1996,DIBAKANTA ROUTH,West_Bengal,BALAGARH,CPM,,66182,M,1,1,1,FALSE,FALSE,52.31,14951,11.82,,1
AEWB105297,12,0,1996,BANSHI BADAN MAITRA,West_Bengal,KHANAKUL,CPM,,73196,M,1,1,1,FALSE,FALSE,55.16,18718,14.1,,1
AEWB105362,10,0,1987,SUVENDU BEJ,West_Bengal,NARGHAT,INC,,40738,M,2,2,0,FALSE,FALSE,43.99,39909,43.09,,2
AEWB105362,12,0,1996,SUVENDU KUMAR BEJ,West_Bengal,NARGHAT,INC,INC,60265,M,2,2,0,FALSE,FALSE,45.68,57923,43.91,,2
AEWB105494,11,0,1991,BHANDU MAJHI,West_Bengal,BALRAMPUR,CPM,,56942,M,1,2,2,FALSE,FALSE,65.63,38624,44.52,,2
AEWB105494,12,0,1996,BHANDU MAJHI,West_Bengal,BALRAMPUR,CPM,CPM,61405,M,1,2,2,FALSE,TRUE,63.95,41529,43.25,,2
AEWB105526,9,0,1982,SUKUMAR ROY,West_Bengal,PURULIA,ICS,,39978,M,1,4,1,FALSE,FALSE,52.22,7142,9.33,,4
AEWB105526,10,0,1987,SUKUMAR ROY,West_Bengal,PURULIA,INC,ICS,42004,M,2,4,1,TRUE,TRUE,45.62,40642,44.14,,4
AEWB105526,11,0,1991,SUKUMAR ROY,West_Bengal,PURULIA,INC,INC,45487,M,2,4,1,FALSE,FALSE,42.71,42098,39.53,,4
AEWB105526,12,0,1996,SUKUMAR ROY,West_Bengal,PURULIA,INC,INC,56738,M,2,4,1,FALSE,FALSE,46.12,53741,43.68,,4
AEWB105533,12,0,1996,GOBORDHAN BAGTI,West_Bengal,PARA,JMM,,20352,M,2,1,0,FALSE,FALSE,18.68,830,0.76,,1
AEWB105541,12,0,1996,RABINDRANATH HEMBRAM,West_Bengal,KASHIPUR,CPM,,54487,M,1,1,1,FALSE,FALSE,56.93,26114,27.28,,1
AEWB105584,11,0,1991,ANGAD BAURI,West_Bengal,GANGAJALGHATI,CPM,,54439,M,1,2,2,FALSE,FALSE,58.64,26384,28.42,,2
AEWB105584,12,0,1996,ANGAD BAURI,West_Bengal,GANGAJALGHATI,CPM,CPM,63949,M,1,2,2,FALSE,TRUE,59.43,23603,21.93,,2
AEWB105660,12,0,1996,HIMANGSHU MONDAL,West_Bengal,KANKSA,INC,,30754,M,2,1,0,FALSE,FALSE,25.54,15333,12.73,,1
AEWB105662,12,0,1996,KARTICK CHANDRA BAG,West_Bengal,AUSGRAM,CPM,,81278,M,1,1,1,FALSE,FALSE,66.19,48481,39.48,,1
AEWB105719,10,0,1987,RABINDRA NATH CHATTERJEE,West_Bengal,KATWA,INC,,42741,M,2,3,1,FALSE,FALSE,43.5,41203,41.93,,3
AEWB105719,11,0,1991,RABINDRA NATH CHATTERJEE,West_Bengal,KATWA,INC,INC,45180,M,2,3,1,FALSE,FALSE,38.63,30914,26.43,,3
AEWB105719,12,0,1996,RABINDRA NATH CHATTERJEE,West_Bengal,KATWA,INC,INC,70517,M,1,3,1,FALSE,FALSE,50.42,7345,5.25,,3
AEWB105723,12,0,1996,SADHANA MALLIK,West_Bengal,MANGALKOT,CPM,,60677,F,1,1,1,FALSE,FALSE,54.58,20491,18.43,,1
AEWB105727,12,0,1996,MAJHI TAMAL,West_Bengal,KETUGRAM,CPM,,66613,M,1,1,1,FALSE,FALSE,56.64,23894,20.32,,1
AEWB105751,10,0,1987,BIJOY BAGDI,West_Bengal,RAJNAGAR,FBL,,50051,M,1,3,3,FALSE,FALSE,59.91,21816,26.11,,3
AEWB105751,11,0,1991,BIJOY BAGDI,West_Bengal,RAJNAGAR,FBL,FBL,52221,M,1,3,3,FALSE,TRUE,56.45,32170,34.78,,3
AEWB105751,12,0,1996,BIJOY BAGDI,West_Bengal,RAJNAGAR,FBL,FBL,55760,M,1,3,3,FALSE,TRUE,54.84,27834,27.37,,3
AEWB105827,5,0,1969,MD. FAZLE HAQUE,West_Bengal,SITAI,INC,,26982,M,1,6,4,FALSE,FALSE,60.17,9120,20.34,,6
AEWB105827,6,0,1971,MD. FAZLE HAQUE,West_Bengal,SITAI,INC,INC,20969,M,1,6,4,FALSE,TRUE,44.75,8725,18.62,,6
AEWB105827,7,0,1972,M O FAZLE HAQUE,West_Bengal,SITAI,INC,INC,28592,M,1,6,4,FALSE,TRUE,65.07,13247,30.15,,6
AEWB105827,9,0,1982,MD. FAZLE HAQUE,West_Bengal,SITAI,INC,INC,40226,M,2,6,4,FALSE,FALSE,43.46,39203,42.35,,6
AEWB105827,10,0,1987,MD. FAZLE HAQUE,West_Bengal,SITAI,INC,INC,48938,M,2,6,4,FALSE,FALSE,47.38,48183,46.65,,6
AEWB105827,12,0,1996,MD. FAZLE HAQUE,West_Bengal,SITAI,IND,INC,79912,M,1,6,4,FALSE,FALSE,54.79,36210,24.83,,6
AEWB105847,12,0,1996,PUSPA CHANDRA DAS,West_Bengal,TUFANGANJ,CPM,,66436,M,1,1,1,FALSE,FALSE,54.76,26853,22.13,,1
AEWB105882,11,0,1991,CHAITAN MUNDA,West_Bengal,NAGRAKATA,CPM,,68331,M,1,2,2,FALSE,FALSE,65.12,40037,38.15,,2
AEWB105882,12,0,1996,CHAITAN MUNDA,West_Bengal,NAGRAKATA,CPM,CPM,71274,M,1,2,2,FALSE,TRUE,58.52,34874,28.63,,2
AEWB105896,9,1,1985,S.RAHA,West_Bengal,KRANTI,CPM,,40918,M,1,4,4,FALSE,FALSE,56.15,12832,17.61,,4
AEWB105896,10,0,1987,SUDHAN RAHA,West_Bengal,KRANTI,CPM,CPM,42038,M,1,4,4,FALSE,TRUE,59.08,16596,23.33,,4
AEWB105896,11,0,1991,SUDHAN RAHA,West_Bengal,KRANTI,CPM,CPM,50765,M,1,4,4,FALSE,TRUE,55.54,22968,25.13,,4
AEWB105896,12,0,1996,SUDHAN RAHA,West_Bengal,KRANTI,CPM,CPM,61803,M,1,4,4,FALSE,TRUE,55.79,22029,19.89,,4
AEWB105899,12,0,1996,RABINDRA NARAYAN CHOWDHURY,West_Bengal,JALPAIGURI,BJP,,6894,M,3,1,0,FALSE,FALSE,6.22,1461,1.32,,1
AEWB105921,12,0,1996,SHANTA CHHETRI,West_Bengal,KURSEONG,GNLF,,59635,F,1,1,1,FALSE,FALSE,54.23,18961,17.24,,1
AEWB105933,10,0,1987,PRAKASH MINJ,West_Bengal,PHANSIDEWA,CPM,,53685,M,1,3,3,FALSE,FALSE,49.44,6341,5.84,,3
AEWB105933,11,0,1991,PROKASH MINJ,West_Bengal,PHANSIDEWA,CPM,CPM,62076,M,1,3,3,FALSE,TRUE,47.01,9502,7.2,,3
AEWB105933,12,0,1996,PROKASH MINJ,West_Bengal,PHANSIDEWA,CPM,CPM,85845,M,1,3,3,FALSE,TRUE,50.79,18406,10.89,,3
AEWB105940,12,0,1996,HAMIDUL RAHAMAN,West_Bengal,CHOPRA,INC,,53560,M,2,1,0,FALSE,FALSE,45.9,49495,42.42,,1
AEWB105990,4,0,1967,Z.ABEDIN,West_Bengal,ITAHAR,INC,,25620,M,1,9,7,FALSE,FALSE,55.35,15091,32.6,,9
AEWB105990,5,0,1969,ABEDIN ZAINAL,West_Bengal,ITAHAR,INC,INC,26461,M,1,9,7,FALSE,TRUE,51,2014,3.88,,9
AEWB105990,6,0,1971,ABEDIN ZAINAL,West_Bengal,ITAHAR,INC,INC,30221,M,1,9,7,FALSE,TRUE,59.23,17680,34.65,,9
AEWB105990,7,0,1972,ABEDIN DR. ZAINAL,West_Bengal,ITAHAR,INC,INC,37810,M,1,9,7,FALSE,TRUE,78.2,27267,56.39,,9
AEWB105990,8,0,1977,ZAIMAL ABEDIN,West_Bengal,ITAHAR,INC,INC,26747,M,1,9,7,FALSE,TRUE,51.85,10363,20.09,,9
AEWB105990,9,0,1982,ABEDIN ZAINAL,West_Bengal,ITAHAR,ICS,INC,42496,M,1,9,7,TRUE,TRUE,53.12,7157,8.95,,9
AEWB105990,10,0,1987,ABEDIN ZAINAL,West_Bengal,ITAHAR,INC,ICS,43021,M,2,9,7,TRUE,TRUE,47.12,42276,46.3,,9
AEWB105990,11,0,1991,ABEDIN ZAINAJ,West_Bengal,ITAHAR,INC,INC,48896,M,1,9,7,FALSE,FALSE,45.77,5108,4.78,,9
AEWB105990,12,0,1996,ABEDIN ZAINAL,West_Bengal,ITAHAR,INC,INC,58724,M,2,9,7,FALSE,TRUE,46.58,52861,41.93,,9
AEWB106001,12,0,1996,PANCHALI ORAON,West_Bengal,TAPAN,BJP,,12594,F,3,1,0,FALSE,FALSE,10.42,11003,9.11,,1
AEWB106015,12,0,1996,JADU HEMBRAM,West_Bengal,HABIBPUR,CPM,,55288,M,1,1,1,FALSE,FALSE,48,17893,15.53,,1
AEWB106021,5,0,1969,SHYAM MURMU,West_Bengal,GAJOL,BJS,,2636,M,3,6,0,FALSE,FALSE,7.29,0,0,,6
AEWB106021,8,0,1977,SHYAM MURMU,West_Bengal,GAJOL,JNP,BJS,12056,M,2,6,0,TRUE,FALSE,30.87,6938,17.76,,6
AEWB106021,9,0,1982,SHYAM MURMU,West_Bengal,GAJOL,BJP,JNP,4793,M,3,6,0,TRUE,FALSE,6.47,0,0,,6
AEWB106021,10,0,1987,SHYAM MURMU,West_Bengal,GAJOL,BJP,BJP,5888,M,3,6,0,FALSE,FALSE,6.8,4028,4.65,,6
AEWB106021,11,0,1991,SHYAM MURMU,West_Bengal,GAJOL,BJP,BJP,24895,M,3,6,0,FALSE,FALSE,23.81,23493,22.47,,6
AEWB106021,12,0,1996,SHYAM MURMU,West_Bengal,GAJOL,BJP,BJP,18778,M,3,6,0,FALSE,FALSE,16.02,17782,15.17,,6
AEWB106040,11,0,1991,SABITRI MITRA,West_Bengal,ARAIDANGA,INC,,44574,F,1,2,2,FALSE,FALSE,46.98,2084,2.2,,2
AEWB106040,12,0,1996,SABITRI MITRA,West_Bengal,ARAIDANGA,INC,INC,55306,F,1,2,2,FALSE,TRUE,50.25,6677,6.07,,2
AEWB106041,12,0,1996,SETARA BEGUM,West_Bengal,ARAIDANGA,CPM,,48629,F,2,1,0,FALSE,FALSE,44.19,44417,40.36,,1
AEWB106082,10,0,1987,PARESH NATH DAS,West_Bengal,SAGARDIGHI,CPM,,47074,M,1,3,3,FALSE,FALSE,54.87,8952,10.43,,3
AEWB106082,11,0,1991,DAS PARESH NATH,West_Bengal,SAGARDIGHI,CPM,CPM,47492,M,1,3,3,FALSE,TRUE,48.8,11046,11.35,,3
AEWB106082,12,0,1996,DAS PARESH NATH,West_Bengal,SAGARDIGHI,CPM,CPM,58259,M,1,3,3,FALSE,TRUE,51.06,6697,5.87,,3
AEWB106087,7,0,1972,RAHAMAN HABIBUR,West_Bengal,JANGIPUR,INC,,17035,M,1,6,5,FALSE,FALSE,42.33,2743,6.82,,6
AEWB106087,8,0,1977,HABIBUR RAHAMAN,West_Bengal,JANGIPUR,INC,INC,21395,M,1,6,5,FALSE,TRUE,42.14,9545,18.8,,6
AEWB106087,9,0,1982,HABIBUR RAHAMAN,West_Bengal,JANGIPUR,INC,INC,34358,M,1,6,5,FALSE,TRUE,45.29,9585,12.63,,6
AEWB106087,10,0,1987,HABIBUR RAHAMAN,West_Bengal,JANGIPUR,INC,INC,38463,M,1,6,5,FALSE,TRUE,46.22,1515,1.82,,6
AEWB106087,11,0,1991,KHABIBUR RAHAMAN,West_Bengal,JANGIPUR,INC,INC,31059,M,2,6,5,FALSE,TRUE,32.9,12628,13.38,,6
AEWB106087,12,0,1996,HABIBUR RAHAMAN,West_Bengal,JANGIPUR,INC,INC,58181,M,1,6,5,FALSE,FALSE,46.36,691,0.55,,6
AEWB106097,12,0,1996,ABU SUFIAN SARKAR,West_Bengal,BHAGABANGOLA,INC,,58865,M,1,1,1,FALSE,FALSE,48.02,853,0.7,,1
AEWB106109,8,0,1977,CHHAYA GHOSH,West_Bengal,MURSHIDABAD,FBL,,17524,F,1,5,3,FALSE,FALSE,37.01,4564,9.64,,5
AEWB106109,9,0,1982,CHHAYA GHOSH,West_Bengal,MURSHIDABAD,FBL,FBL,51353,M,1,5,3,FALSE,TRUE,55.53,12094,13.08,,5
AEWB106109,10,0,1987,CHHAYA GHOSH,West_Bengal,MURSHIDABAD,FBL,FBL,25222,F,3,5,3,FALSE,TRUE,23.13,23469,21.52,,5
AEWB106109,11,0,1991,CHHAYA GHOSH,West_Bengal,MURSHIDABAD,FBL,FBL,58424,F,1,5,3,FALSE,FALSE,48.72,20272,16.91,,5
AEWB106109,12,0,1996,CHHAYA GHOSH,West_Bengal,MURSHIDABAD,FBL,FBL,44771,M,3,5,3,FALSE,TRUE,29.11,38921,25.31,,5
AEWB106111,12,0,1996,MOZAMMEL HAQUE,West_Bengal,MURSHIDABAD,IND,,54049,M,1,1,1,FALSE,FALSE,35.14,8412,5.47,,1
AEWB106148,12,0,1996,MAYA RANI PAUL,West_Bengal,BERHAMPORE,INC,,81452,F,1,1,1,FALSE,FALSE,49.89,19293,11.82,,1
AEWB106161,12,0,1996,PRABAL KANTI SINGHAROY,West_Bengal,KANDI,BJP,,4943,M,3,1,0,FALSE,FALSE,3.71,3118,2.34,,1
AEWB106166,12,0,1996,MADHAB CHANDRA MARJIT,West_Bengal,KHARGRAM,INC,,57545,M,2,1,0,FALSE,FALSE,44.97,50198,39.23,,1
