pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
AETR1012,7,1,1998,Bijoy Lakshmi Singha,,Tripura,KAMALPUR,CPM,,13027,F,1,3,FALSE,FALSE,79.68,9704,59.35,,2,3
AETR1012,8,0,2003,BIJOY LAKSHMI SINGHA,,Tripura,KAMALPUR,CPM,CPM,11208,F,1,3,FALSE,TRUE,54.86,2569,12.57,,2,3
AETR1012,9,0,2008,SMT BIJOY LAKSHMI SINGHA,GEN,Tripura,KAMALPUR,CPM,CPM,11704,F,2,3,FALSE,TRUE,47.65,11354,46.23,48,2,3
AETR1030,5,0,1988,SUNIL CHANDRA DAS,,Tripura,FATIKROY,INC,,12288,M,1,3,FALSE,FALSE,72.14,7989,46.9,,1,3
AETR1030,6,0,1993,SUNIL CHANDRA DAS,,Tripura,FATIKROY,INC,INC,6706,M,2,3,FALSE,TRUE,32.9,5670,27.82,,1,3
AETR1030,9,0,2008,SUNIL CHANDRA DAS,SC,Tripura,FATIKROY,INC,INC,12144,M,2,3,FALSE,FALSE,42.88,11527,40.7,65,1,3
AETR1060,5,0,1988,BIVA RANI NATH,,Tripura,JUBARAJNAGAR,INC,,7591,F,1,5,FALSE,FALSE,46.95,191,1.18,,1,5
AETR1060,6,0,1993,BIVA NATH,,Tripura,JUBARAJNAGAR,INC,INC,7732,F,2,5,FALSE,TRUE,38.74,6276,31.44,,1,5
AETR1060,7,0,1998,BIVA RANI NATH,,Tripura,JUBARAJNAGAR,INC,INC,9209,F,2,5,FALSE,FALSE,44.27,7385,35.5,,1,5
AETR1060,8,0,2003,BIVA RANI NATH,,Tripura,JUBARAJNAGAR,INC,INC,11363,F,2,5,FALSE,FALSE,47.1,10842,44.94,,1,5
AETR1060,9,0,2008,BIVA RANI NATH,GEN,Tripura,JUBARAJNAGAR,INC,INC,13094,F,2,5,FALSE,FALSE,45.59,12594,43.85,49,1,5
AETR1069,3,1,1981,M.SARKAR,,Tripura,AGARTALA,CPM,,9328,,1,6,FALSE,FALSE,56.8,2990,18.21,,5,6
AETR1069,4,0,1983,MANIK SARKAR,,Tripura,AGARTALA,CPM,CPM,10623,M,1,6,FALSE,TRUE,52.18,1138,5.59,,5,6
AETR1069,5,0,1988,MANIK SARKAR,,Tripura,AGARTALA,CPM,CPM,12695,M,2,6,FALSE,TRUE,49.4,12569,48.91,,5,6
AETR1069,7,0,1998,MANIK SARKAR,,Tripura,SONAMURA,CPM,CPM,12771,M,1,6,FALSE,FALSE,53.9,3103,13.1,,5,6
AETR1069,8,0,2003,MANIK SARKAR,,Tripura,SONAMURA,CPM,CPM,15613,M,1,6,FALSE,TRUE,55.85,4502,16.1,,5,6
AETR1069,9,0,2008,MANIK SARKAR,GEN,Tripura,SONAMURA,CPM,CPM,17992,M,1,6,FALSE,TRUE,52.91,2918,8.58,59,5,6
AETR1114,6,0,1993,SUDIP ROY BARMAN,,Tripura,AGARTALA,INC,,12863,M,2,4,FALSE,FALSE,42.44,11771,38.84,,3,4
AETR1114,7,0,1998,SUDIP ROY BARMAN,,Tripura,AGARTALA,INC,INC,16098,M,1,4,FALSE,FALSE,49,2062,6.28,,3,4
AETR1114,8,0,2003,SUDIP ROY BARMAN,,Tripura,AGARTALA,INC,INC,18656,M,1,4,FALSE,TRUE,52.24,2610,7.31,,3,4
AETR1114,9,0,2008,SUDIP ROY BARMAN,GEN,Tripura,AGARTALA,INC,INC,21019,M,1,4,FALSE,TRUE,50.82,1825,4.41,44,3,4
AETR1186,6,0,1993,NARAYAN CH. CHOUDHARY,,Tripura,KAMALASAGAR,CPM,,9339,M,2,4,FALSE,FALSE,45.37,9157,44.48,,3,4
AETR1186,7,0,1998,NARAYAN CHANDRA CHOWDHURY,,Tripura,KAMALASAGAR,CPM,CPM,10907,M,1,4,FALSE,FALSE,49.82,611,2.79,,3,4
AETR1186,8,0,2003,NARAYAN CH.CHOUDHURY,,Tripura,KAMALASAGAR,CPM,CPM,13936,M,1,4,FALSE,TRUE,54.86,3321,13.07,,3,4
AETR1186,9,0,2008,NARAYAN CHANDRA CHOUDHURI,GEN,Tripura,KAMALASAGAR,CPM,CPM,17042,M,1,4,FALSE,TRUE,52.52,2833,8.73,53,3,4
AETR1208,3,0,1977,ASHOK KUMAR DEBBARMA,,Tripura,GOLAGHATI,INC,,2146,M,3,5,FALSE,FALSE,16.07,379,2.84,,2,5
AETR1208,6,0,1993,AHOK DEB BARMA,,Tripura,SURYAMANINAGAR,INC,INC,10292,M,1,5,FALSE,FALSE,47.09,664,3.04,,2,5
AETR1208,7,0,1998,ASHOK DEBBARMA,,Tripura,GOLAGHATI,INC,INC,10079,M,2,5,FALSE,TRUE,45.41,9221,41.54,,2,5
AETR1208,8,0,2003,ASHOK DEBBARMA,,Tripura,GOLAGHATI,INC,INC,10080,M,1,5,FALSE,FALSE,48.55,1,0,,2,5
AETR1208,9,0,2008,ASHOK DEBBARMA,ST,Tripura,GOLAGHATI,INC,INC,11003,M,2,5,FALSE,TRUE,42.51,10647,41.13,58,2,5
AETR1315,6,0,1993,SUBHAN DAS,,Tripura,BELONIA,CPM,,14964,M,1,4,FALSE,FALSE,54.57,2897,10.56,,4,4
AETR1315,7,0,1998,SUDHAN DAS,,Tripura,BELONIA,CPM,CPM,16831,M,1,4,FALSE,TRUE,60.1,6518,23.27,,4,4
AETR1315,8,0,2003,SUDHAN DAS,,Tripura,BELONIA,CPM,CPM,19462,M,1,4,FALSE,TRUE,61.93,8735,27.79,,4,4
AETR1315,9,0,2008,SUDHAN DAS,SC,Tripura,BELONIA,CPM,CPM,22111,M,1,4,FALSE,TRUE,56.58,7268,18.6,47,4,4
AETR1338,6,0,1993,BROJENDRA MOG CHOUDHYRY,,Tripura,MANU,INC,,9385,M,1,3,FALSE,FALSE,51.9,1028,5.68,,1,3
AETR1338,7,0,1998,BRAJENDRE MOG CHOUDHURY,,Tripura,MANU,INC,INC,5494,M,2,3,FALSE,TRUE,30.61,4591,25.58,,1,3
AETR1338,9,0,2008,BRAJENDRA MOG CHAUDHURI,ST,Tripura,MANU,INC,INC,8356,M,2,3,FALSE,FALSE,35.82,7883,33.79,44,1,3
AETR134,9,0,2008,RATAN DAS,GEN,Tripura,RAMNAGAR,CPM,,14198,M,2,1,FALSE,FALSE,44.74,13603,42.87,50,,1
AETR1371,6,0,1993,SUDHIR DAS,,Tripura,SURMA,CPM,,11477,M,1,4,FALSE,FALSE,56.64,3576,17.65,,4,4
AETR1371,7,0,1998,SUDHIR DAS,,Tripura,SURMA,CPM,CPM,10344,M,1,4,FALSE,TRUE,51.23,1677,8.31,,4,4
AETR1371,8,0,2003,SUDHIR DAS,,Tripura,SURMA,CPM,CPM,12865,M,1,4,FALSE,TRUE,55.74,3239,14.03,,4,4
AETR1371,9,0,2008,SRI SUDIR DAS,SC,Tripura,SURMA,CPM,CPM,14359,M,1,4,FALSE,TRUE,51.88,2648,9.57,58,4,4
AETR1376,6,0,1993,PRASANTA DEB BARMA,,Tripura,AMBASSA,CPM,,12683,M,1,4,FALSE,FALSE,61.9,6545,31.95,,4,4
AETR1376,7,0,1998,PRASANTA DEBBARMA,,Tripura,AMBASSA,CPM,CPM,9996,M,1,4,FALSE,TRUE,52.57,2392,12.58,,4,4
