pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
AEMZ1293,4,0,1984,LALHMINGTHANA,,Mizoram,LUNGLEI,PC,,3975,M,1,1,FALSE,FALSE,46.53,846,9.9,,1,1
AEMZ1298,3,0,1979,B. LALCHUNGUNGA,,Mizoram,TAWIPUI,PPC,,1995,M,1,2,FALSE,FALSE,43.02,138,2.98,,1,2
AEMZ1298,4,0,1984,B. LALCHUNCNUNGA,,Mizoram,TAWIPUI,IND,PPC,1374,M,2,2,FALSE,TRUE,25.76,571,10.71,,1,2
AEMZ1300,4,0,1984,L.H. LALMAWIA,,Mizoram,TAWIPUI,PC,,778,M,4,1,FALSE,FALSE,14.59,57,1.07,,,1
AEMZ1302,4,0,1984,VANLALNGHAKA,,Mizoram,HNAHTHIAL,INC,,3686,M,1,1,FALSE,FALSE,48.32,4,0.05,,1,1
AEMZ1303,4,0,1984,F. PAZAWNA,,Mizoram,HNAHTHIAL,PC,,3682,M,2,1,FALSE,FALSE,48.26,3421,44.84,,,1
AEMZ1307,4,0,1984,C. LALSAWIVELA,,Mizoram,KHAWBUNG,PC,,1984,M,2,1,FALSE,FALSE,35.92,857,15.52,,,1
AEMZ1314,4,0,1984,R. LALAWIA,ST,Mizoram,KHAWHAI,IND,,1062,M,1,1,FALSE,FALSE,25.2,33,0.78,,1,1
AEMZ1326,4,0,1984,H. ZATHUAMA,,Mizoram,NGOPA,INC,,2693,M,2,1,FALSE,FALSE,43.79,2345,38.13,,,1
AEMZ1340,4,0,1984,F. LALMAMA,,Mizoram,KAWNPUI,PC,,2125,M,2,1,FALSE,FALSE,31.98,650,9.78,,,1
AEMZ1344,4,0,1984,JOE NGURDAWLA,,Mizoram,KOLASIB,PC,,2628,M,2,1,FALSE,FALSE,32.83,1596,19.94,,,1
