pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEM29446,6,0,1998,GROHONSING MARAK,,Meghalaya,BAJENGDOBA,GNC,,247,M,3,1,FALSE,FALSE,1.98,0,0,,,,1
AEML102,1,0,1972,Y. FULLER LYNGDOH MAWNAI,,Meghalaya,MAIRANG,IND,,2009,M,1,7,FALSE,FALSE,58.22,802,23.24,,,3,6
AEML102,2,0,1978,FULLER LYNGDOH MAWNAI,,Meghalaya,MAIRANG,HPD,IND,3496,M,1,7,FALSE,TRUE,52.75,1668,25.17,,,3,6
AEML102,3,0,1983,FULLER LYNGDOH MAWNAI,,Meghalaya,MAIRANG,HPD,HPD,2179,M,2,7,FALSE,TRUE,23.95,906,9.96,,,3,6
AEML102,4,0,1988,FULLER LYNGDON MAWNAI,,Meghalaya,MAIRANG,HPD,HPD,6303,M,1,7,FALSE,FALSE,51.37,559,4.56,,,3,6
AEML102,5,0,1993,FULLEER LYNGDOH MAWNAI,,Meghalaya,MAIRANG,HPSD,HPD,5639,M,2,7,TRUE,TRUE,34.14,3907,23.65,,,3,6
AEML102,6,0,1998,FULLER LYNGDOH MAWNAI,,Meghalaya,MAIRANG,HPDP,HPSD,4971,M,2,7,TRUE,FALSE,29.92,1272,7.66,,,3,6
AEML102,6,1,2000,Fuller Lyngdoh Mawnai,,Meghalaya,MAIRANG(ST),HPDP,HPDP,5200,M,2,7,FALSE,FALSE,31.23,1279,7.68,,,3,6
AEML1041,4,0,1988,GOPINATH SANGMA,,Meghalaya,SALMANPURA,INC,,1262,M,3,3,FALSE,FALSE,13.11,10,0.1,,,1,3
AEML1041,5,0,1993,GOPINATH SANGMA,,Meghalaya,SALMANPURA,INC,INC,4898,M,1,3,FALSE,FALSE,40.19,424,3.48,,,1,3
AEML1041,6,0,1998,GOPINATH SANGMA,,Meghalaya,SALMANPURA,INC,INC,4146,M,2,3,FALSE,TRUE,32.18,2651,20.58,,,1,3
AEML106,6,0,1998,RICHARD SINGH LYNGDOH,,Meghalaya,SUTNGA-SHANGPUNG,PDM,,1336,M,4,1,FALSE,FALSE,7.98,1275,7.61,,,,1
AEML1060,5,0,1993,OLIVERNEAT SHYRMANG,,Meghalaya,SUTNGA-SHANGPUNG,HPU,,7059,M,1,2,FALSE,FALSE,45.71,1069,6.92,,,2,2
AEML1060,6,0,1998,OLIVERNEAT CHYRMANG,,Meghalaya,SUTNGA-SHANGPUNG,UDP,HPU,7282,M,1,2,TRUE,TRUE,43.48,1830,10.93,,,2,2
AEML1092,5,0,1993,CONSTANTINE LYNGDOH,,Meghalaya,NONGPOH,HPSD,,7474,M,1,2,FALSE,FALSE,53.54,1095,7.84,,,1,2
AEML1092,6,0,1998,CONSTANTINE LYNGDOH,,Meghalaya,NONGPOH,UDP,HPSD,6566,M,2,2,TRUE,TRUE,40.19,6150,37.64,,,1,2
AEML1103,5,0,1993,PHORES MAIRANG,,Meghalaya,MAIRANG,JP,,236,M,4,2,FALSE,FALSE,1.43,0,0,,,,2
AEML1103,6,0,1998,PHORES MAIRANG,,Meghalaya,MAIRANG,BJP,JP,211,M,5,2,TRUE,FALSE,1.27,42,0.25,,,,2
