pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Terms,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms_Contested
AEWB104503,8,0,1977,ARABINDRA MANDAL,West_Bengal,KARIMPUR,INC,INC,12147,M,2,4,1,FALSE,TRUE,22.03,3378,6.13,,4
AEWB104503,9,0,1982,ARABINDA MANDAL,West_Bengal,KARIMPUR,INC,INC,37961,M,2,4,1,FALSE,FALSE,45.14,0,0,,4
AEWB104503,10,0,1987,ARABINDA MANDAL,West_Bengal,KARIMPUR,INC,INC,41865,M,2,4,1,FALSE,FALSE,44.37,41309,43.78,,4
AEWB104642,9,0,1982,MARTAZA HOSSAIN,West_Bengal,DEGANGA,FBL,,34781,M,1,2,1,FALSE,FALSE,50.06,1283,1.85,,2
AEWB104642,10,0,1987,MORTOZA HSSAIN,West_Bengal,DEGANGA,FBL,FBL,35926,M,2,2,1,FALSE,TRUE,41.79,24534,28.54,,2
AEWB104703,10,0,1987,ARUP BHADRA,West_Bengal,BARUIPUR,INC,,40357,M,2,1,0,FALSE,FALSE,41.4,38775,39.78,,1
AEWB105053,10,0,1987,MANABENDRA MUKHERJEE,West_Bengal,BELIAGHATA,CPM,,45878,M,1,1,1,FALSE,FALSE,54.77,8526,10.18,,1
AEWB105112,10,0,1987,LAGAN DEO SINGH,West_Bengal,HOWRAH NORTH,CPM,,43370,M,2,1,0,FALSE,FALSE,47.19,42608,46.36,,1
AEWB105362,10,0,1987,SUVENDU BEJ,West_Bengal,NARGHAT,INC,,40738,M,2,1,0,FALSE,FALSE,43.99,39909,43.09,,1
AEWB105526,9,0,1982,SUKUMAR ROY,West_Bengal,PURULIA,ICS,,39978,M,1,2,1,FALSE,FALSE,52.22,7142,9.33,,2
AEWB105526,10,0,1987,SUKUMAR ROY,West_Bengal,PURULIA,INC,ICS,42004,M,2,2,1,TRUE,TRUE,45.62,40642,44.14,,2
AEWB105668,9,0,1982,SAYED MD. MASIH,West_Bengal,BHATAR,CPM,,44045,M,1,2,2,FALSE,FALSE,54.12,7029,8.64,,2
AEWB105668,10,0,1987,SYED MD. MASIH,West_Bengal,BHATAR,CPM,CPM,55958,M,1,2,2,FALSE,TRUE,58.46,17465,18.25,,2
AEWB105669,10,0,1987,BANAMALI HAJRA,West_Bengal,BHATAR,INC,,38493,M,2,1,0,FALSE,FALSE,40.22,37419,39.1,,1
AEWB105719,10,0,1987,RABINDRA NATH CHATTERJEE,West_Bengal,KATWA,INC,,42741,M,2,1,0,FALSE,FALSE,43.5,41203,41.93,,1
AEWB105751,10,0,1987,BIJOY BAGDI,West_Bengal,RAJNAGAR,FBL,,50051,M,1,1,1,FALSE,FALSE,59.91,21816,26.11,,1
AEWB105827,5,0,1969,MD. FAZLE HAQUE,West_Bengal,SITAI,INC,,26982,M,1,5,3,FALSE,FALSE,60.17,9120,20.34,,5
AEWB105827,6,0,1971,MD. FAZLE HAQUE,West_Bengal,SITAI,INC,INC,20969,M,1,5,3,FALSE,TRUE,44.75,8725,18.62,,5
AEWB105827,7,0,1972,M O FAZLE HAQUE,West_Bengal,SITAI,INC,INC,28592,M,1,5,3,FALSE,TRUE,65.07,13247,30.15,,5
AEWB105827,9,0,1982,MD. FAZLE HAQUE,West_Bengal,SITAI,INC,INC,40226,M,2,5,3,FALSE,FALSE,43.46,39203,42.35,,5
AEWB105827,10,0,1987,MD. FAZLE HAQUE,West_Bengal,SITAI,INC,INC,48938,M,2,5,3,FALSE,FALSE,47.38,48183,46.65,,5
AEWB105896,9,1,1985,S.RAHA,West_Bengal,KRANTI,CPM,,40918,M,1,2,2,FALSE,FALSE,56.15,12832,17.61,,2
AEWB105896,10,0,1987,SUDHAN RAHA,West_Bengal,KRANTI,CPM,CPM,42038,M,1,2,2,FALSE,TRUE,59.08,16596,23.33,,2
AEWB105933,10,0,1987,PRAKASH MINJ,West_Bengal,PHANSIDEWA,CPM,,53685,M,1,1,1,FALSE,FALSE,49.44,6341,5.84,,1
AEWB105990,4,0,1967,Z.ABEDIN,West_Bengal,ITAHAR,INC,,25620,M,1,7,6,FALSE,FALSE,55.35,15091,32.6,,7
AEWB105990,5,0,1969,ABEDIN ZAINAL,West_Bengal,ITAHAR,INC,INC,26461,M,1,7,6,FALSE,TRUE,51,2014,3.88,,7
AEWB105990,6,0,1971,ABEDIN ZAINAL,West_Bengal,ITAHAR,INC,INC,30221,M,1,7,6,FALSE,TRUE,59.23,17680,34.65,,7
AEWB105990,7,0,1972,ABEDIN DR. ZAINAL,West_Bengal,ITAHAR,INC,INC,37810,M,1,7,6,FALSE,TRUE,78.2,27267,56.39,,7
AEWB105990,8,0,1977,ZAIMAL ABEDIN,West_Bengal,ITAHAR,INC,INC,26747,M,1,7,6,FALSE,TRUE,51.85,10363,20.09,,7
AEWB105990,9,0,1982,ABEDIN ZAINAL,West_Bengal,ITAHAR,ICS,INC,42496,M,1,7,6,TRUE,TRUE,53.12,7157,8.95,,7
AEWB105990,10,0,1987,ABEDIN ZAINAL,West_Bengal,ITAHAR,INC,ICS,43021,M,2,7,6,TRUE,TRUE,47.12,42276,46.3,,7
AEWB106082,10,0,1987,PARESH NATH DAS,West_Bengal,SAGARDIGHI,CPM,,47074,M,1,1,1,FALSE,FALSE,54.87,8952,10.43,,1
AEWB106087,7,0,1972,RAHAMAN HABIBUR,West_Bengal,JANGIPUR,INC,,17035,M,1,4,4,FALSE,FALSE,42.33,2743,6.82,,4
AEWB106087,8,0,1977,HABIBUR RAHAMAN,West_Bengal,JANGIPUR,INC,INC,21395,M,1,4,4,FALSE,TRUE,42.14,9545,18.8,,4
AEWB106087,9,0,1982,HABIBUR RAHAMAN,West_Bengal,JANGIPUR,INC,INC,34358,M,1,4,4,FALSE,TRUE,45.29,9585,12.63,,4
AEWB106087,10,0,1987,HABIBUR RAHAMAN,West_Bengal,JANGIPUR,INC,INC,38463,M,1,4,4,FALSE,TRUE,46.22,1515,1.82,,4
AEWB106096,10,0,1987,MOJIBUR RAHAMAN,West_Bengal,BHAGABANGOLA,INC,,37532,M,2,1,0,FALSE,FALSE,43.26,33500,38.61,,1
AEWB106109,8,0,1977,CHHAYA GHOSH,West_Bengal,MURSHIDABAD,FBL,,17524,F,1,3,2,FALSE,FALSE,37.01,4564,9.64,,3
AEWB106109,9,0,1982,CHHAYA GHOSH,West_Bengal,MURSHIDABAD,FBL,FBL,51353,M,1,3,2,FALSE,TRUE,55.53,12094,13.08,,3
AEWB106109,10,0,1987,CHHAYA GHOSH,West_Bengal,MURSHIDABAD,FBL,FBL,25222,F,3,3,2,FALSE,TRUE,23.13,23469,21.52,,3
AEWB106216,7,0,1972,SIBDAS MUKHERJEE,West_Bengal,KRISHNAGAR WEST,INC,,25952,M,1,3,1,FALSE,FALSE,63.4,10970,26.8,,3
AEWB106216,8,0,1977,SIBDAS MUKHERJEE,West_Bengal,KRISHNAGAR WEST,INC,INC,6162,M,3,3,1,FALSE,TRUE,14.06,3417,7.79,,3
AEWB106216,10,0,1987,SIBDAS MUKHERJEE,West_Bengal,KRISHNAGAR EAST,INC,INC,38827,M,2,3,1,FALSE,FALSE,45.44,36174,42.34,,3
AEWB106235,10,0,1987,SHASHANKA SHERKHAR BISWAS,West_Bengal,HANSKHALI,INC,,36773,M,2,1,0,FALSE,FALSE,37.06,28558,28.78,,1
AEWB106243,10,0,1987,RAMENDRA NATH BISWAS,West_Bengal,RANAGHAT EAST,INC,,40499,M,2,1,0,FALSE,FALSE,41.56,37877,38.87,,1
AEWB106259,9,0,1982,SUBHAS BASU,West_Bengal,CHAKDAHA,CPM,,59481,M,1,2,2,FALSE,FALSE,60.33,22384,22.7,,2
AEWB106259,10,0,1987,SUBHASH BASU,West_Bengal,CHAKDAHA,CPM,CPM,67632,M,1,2,2,FALSE,TRUE,56.92,19932,16.77,,2
AEWB106263,8,0,1977,SARADINDU BISWAS,West_Bengal,CHAKDAHA,INC,,11895,M,2,2,0,FALSE,FALSE,20.12,344,0.58,,2
AEWB106263,10,0,1987,SARADINDU BISWAS,West_Bengal,RANAGHAT WEST,INC,INC,45686,M,2,2,0,FALSE,FALSE,44.81,44483,43.63,,2
AEWB106444,10,0,1987,MD. AMIN,West_Bengal,GARDEN REACH,CPM,,35457,M,2,1,0,FALSE,FALSE,41.2,32222,37.44,,1
AEWB106843,10,0,1987,SUDIPTO ROY,West_Bengal,BELGACHIA WEST,INC,,41270,M,1,1,1,FALSE,FALSE,51.05,2894,3.58,,1
AEWB106964,7,0,1972,SUSANTA BHATTACHARJEE,West_Bengal,BEGNAN,INC,,26030,M,1,4,1,FALSE,FALSE,49.54,1228,2.34,,4
AEWB106964,8,0,1977,SUSHANTA BHATTACHARYA,West_Bengal,BAGNAN,INC,INC,17852,M,2,4,1,FALSE,TRUE,30.27,10825,18.35,,4
AEWB106964,9,0,1982,SUSANTA BHATTACHARJEE,West_Bengal,BAGNAN,INC,INC,38536,M,2,4,1,FALSE,FALSE,45.91,38039,45.32,,4
AEWB106964,10,0,1987,SUSANTA BHATTACHERJEE,West_Bengal,BAGNAN,INC,INC,46339,M,2,4,1,FALSE,FALSE,46.79,45890,46.33,,4
AEWB106967,8,0,1977,ASIT MITRA,West_Bengal,KALYANPUR,INC,,9320,M,3,3,0,FALSE,FALSE,18.33,6482,12.75,,3
AEWB106967,9,0,1982,ASIT MITRA,West_Bengal,KALYANPUR,ICS,INC,30228,M,2,3,0,TRUE,FALSE,42.32,29030,40.64,,3
AEWB106967,10,0,1987,ASIT MITRA,West_Bengal,KALYANPUR,INC,ICS,37938,M,2,3,0,TRUE,FALSE,44.08,37566,43.65,,3
AEWB107189,9,0,1982,MAHESWAR MURMU,West_Bengal,KESHIARI,CPM,,45044,M,1,2,2,FALSE,FALSE,60.02,21011,28,,2
AEWB107189,10,0,1987,MAHESWAR MURMU,West_Bengal,KESHIARI,CPM,CPM,56498,M,1,2,2,FALSE,TRUE,62.62,24858,27.55,,2
AEWB107300,9,0,1982,KANAI MONDAL,West_Bengal,CHHATNA,SUC,,2418,M,4,2,0,FALSE,FALSE,3.64,1335,2.01,,2
AEWB107300,10,0,1987,KANAI MANDAL,West_Bengal,CHHATNA,SUC,SUC,1237,M,4,2,0,FALSE,FALSE,1.65,519,0.69,,2
AEWB107307,7,0,1972,SUDHANGSHU SEKHAR TEWARY,West_Bengal,BARJORA,INC,,27196,M,1,4,1,FALSE,FALSE,56.28,6066,12.55,,4
AEWB107307,8,0,1977,SUDHANGSHU SEKHAR TEWARI,West_Bengal,BARJORA,INC,INC,11982,M,2,4,1,FALSE,TRUE,20.55,3802,6.52,,4
AEWB107307,9,0,1982,SUDHANGSHU SEKHAR TEWARI,West_Bengal,BARJORA,INC,INC,38125,M,2,4,1,FALSE,FALSE,42.91,35715,40.2,,4
AEWB107307,10,0,1987,SUDHANGSU SEKHAR TEWARI,West_Bengal,BARJORA,INC,INC,44574,M,2,4,1,FALSE,FALSE,44.2,0,0,,4
AEWB107335,5,0,1969,SUKHENDU KHAN,West_Bengal,SONAMUKHI,CPM,,25422,M,1,6,5,FALSE,FALSE,58.07,8649,19.76,,6
AEWB107335,6,0,1971,SUKHENDU KHAN,West_Bengal,SONAMUKHI,CPM,CPM,15091,M,1,6,5,FALSE,TRUE,38.83,1112,2.86,,6
AEWB107335,7,0,1972,SUKHENDU KHAN,West_Bengal,SONAMUKHI,CPM,CPM,15317,M,2,6,5,FALSE,TRUE,37.44,14123,34.52,,6
AEWB107335,8,0,1977,SUKHENDU KHAN,West_Bengal,SONAMUKHI,CPM,CPM,26288,M,1,6,5,FALSE,FALSE,52.75,15285,30.67,,6
AEWB107335,9,0,1982,SUKHENDU KHAN,West_Bengal,SONAMUKHI,CPM,CPM,42574,M,1,6,5,FALSE,TRUE,56.59,9914,13.18,,6
AEWB107335,10,0,1987,SUKHENDU KHAN,West_Bengal,SONAMUKHI,CPM,CPM,50713,M,1,6,5,FALSE,TRUE,58.76,15127,17.53,,6
AEWB107506,10,0,1987,ASISH BANERJEE,West_Bengal,RAMPURHAT,INC,,37152,M,2,1,0,FALSE,FALSE,44.75,36474,43.94,,1
AEWB107511,8,0,1977,ASIT KUMAR MAL,West_Bengal,HANSAN,IND,,6894,M,2,3,1,FALSE,FALSE,18.34,1726,4.59,,3
AEWB107511,9,0,1982,ASIT KUMAR MAL,West_Bengal,HANSAN,INC,IND,28489,M,2,3,1,FALSE,FALSE,43.64,26357,40.37,,3
AEWB107511,10,0,1987,ASIT KUMAR MAL,West_Bengal,HANSAN,INC,INC,39231,M,1,3,1,FALSE,FALSE,49.16,2301,2.88,,3
AEWB107533,8,0,1977,SUDHIR PRAMANIK,West_Bengal,SITALKUCHI,CPM,,23696,M,1,3,3,FALSE,FALSE,56.38,13604,32.37,,3
AEWB107533,9,0,1982,SUDHIR PRAMANIK,West_Bengal,SITALKUCHI,CPM,CPM,45527,M,1,3,3,FALSE,TRUE,56.68,11194,13.94,,3
AEWB107533,10,0,1987,SUDHIR PRAMANIK,West_Bengal,SITALKUCHI,CPM,CPM,50680,M,1,3,3,FALSE,TRUE,51.5,3471,3.53,,3
AEWB107539,10,0,1987,JATINDRA NATH BARMAN,West_Bengal,MATHABHANGA,INC,,43723,M,2,1,0,FALSE,FALSE,46.75,43014,45.99,,1
AEWB107569,8,0,1977,SIBENDRA NARAYAN CHOWDHURY,West_Bengal,NATABARI,CPM,,26300,M,1,3,3,FALSE,FALSE,51.67,13814,27.14,,3
AEWB107569,9,0,1982,SIBENDRA NARAYAN CHOWDHURY,West_Bengal,NATABARI,CPM,CPM,45054,M,1,3,3,FALSE,TRUE,56.03,10020,12.46,,3
AEWB107569,10,0,1987,SIBENDRA NARAYAN CHOWDHURY,West_Bengal,NATABARI,CPM,CPM,49564,M,1,3,3,FALSE,TRUE,53.21,8077,8.67,,3
AEWB107606,9,0,1982,SUSHIL KUJUR,West_Bengal,MADARIHAT,RSP,,36837,M,1,2,2,FALSE,FALSE,60.45,16464,27.02,,2
AEWB107606,10,0,1987,SUSHIL KUJUR,West_Bengal,MADARIHAT,RSP,RSP,36379,M,1,2,2,FALSE,TRUE,54.31,7413,11.07,,2
AEWB107657,10,0,1987,KALICHARAN ROY,West_Bengal,RAJGANJ,SUC,,1460,M,3,1,0,FALSE,FALSE,1.46,543,0.54,,1
AEWB107665,9,0,1982,MOHAN SINGH RAI,West_Bengal,KALIMPONG,CPI,,5344,M,3,2,1,FALSE,FALSE,18.74,3757,13.17,,2
AEWB107665,10,0,1987,MOHANSING RAI,West_Bengal,KALIMPONG,CPI,CPI,964,M,1,2,1,FALSE,FALSE,91.63,887,84.32,,2
AEWB107826,10,0,1987,SOLAIMAN,West_Bengal,RATUA,MUL,,11414,M,3,1,0,FALSE,FALSE,14.42,6073,7.67,,1
AEWB107921,9,0,1982,SADHAN RAY,West_Bengal,BHAGABANGOLA,SUC,,4844,M,3,2,0,FALSE,FALSE,6.24,3966,5.11,,2
AEWB107921,10,0,1987,SADHAN ROY,West_Bengal,BHAGABANGOLA,SUC,SUC,4032,M,3,2,0,FALSE,FALSE,4.65,3057,3.52,,2
AEWB107969,10,0,1987,MOZAMMEL HOQUE,West_Bengal,HARIHARPARA,CPM,,38592,M,1,1,1,FALSE,FALSE,39.45,10086,10.31,,1
AEWB108101,6,0,1971,BIMALANANDA MUKHERJEE,West_Bengal,SANTIPUR,RCI,,16818,M,1,5,4,FALSE,FALSE,39.73,288,0.68,,5
AEWB108101,7,0,1972,BIMALANANDA MUKHERJEE,West_Bengal,SANTIPUR,RCI,RCI,18626,M,2,5,4,FALSE,TRUE,40.58,0,0,,5
AEWB108101,8,0,1977,BIMALANANDA MUKHERJEE,West_Bengal,SANTIPUR,RCI,RCI,28553,M,1,5,4,FALSE,FALSE,55.72,14182,27.68,,5
AEWB108101,9,0,1982,BIMALANANDA MUKHERJEE,West_Bengal,SANTIPUR,IND,RCI,42525,M,1,5,4,FALSE,TRUE,52.15,7857,9.63,,5
AEWB108101,10,0,1987,BIMALANANDA MUKHERJEE,West_Bengal,SANTIPUR,IND,IND,50261,M,1,5,4,FALSE,TRUE,50.46,4628,4.65,,5
AEWB108161,10,0,1987,SANKAR GHOSH,West_Bengal,HABRA,SUC,,880,M,6,1,0,FALSE,FALSE,0.88,196,0.2,,1
AEWB108219,6,0,1971,NARAYAN MUKHERJEE,West_Bengal,BASIRHAT,CPM,,7705,M,2,4,2,FALSE,FALSE,21.14,2655,7.29,,4
AEWB108219,7,0,1972,NARAYAN MUKHERJEE,West_Bengal,BASIRHAT,CPM,CPM,17610,M,2,4,2,FALSE,FALSE,37.07,0,0,,4
AEWB108219,8,0,1977,NARAYAN MUKHERJEE,West_Bengal,BASIRHAT,CPM,CPM,26447,M,1,4,2,FALSE,FALSE,46.77,14135,25,,4
AEWB108219,10,0,1987,NARAYAN MUKHERJEE,West_Bengal,BASIRHAT,CPM,CPM,50143,M,1,4,2,FALSE,FALSE,47.32,7221,6.82,,4
AEWB108251,9,0,1982,SUBHAS NASKAR,West_Bengal,BASANTI,RSP,,48615,M,1,2,2,FALSE,FALSE,59.63,16775,20.58,,2
AEWB108251,10,0,1987,SUBHAS NASKAR,West_Bengal,BASANTI,RSP,RSP,50674,M,1,2,2,FALSE,TRUE,55.29,11939,13.03,,2
AEWB108303,10,0,1987,BHADRESWAR MONDAL,West_Bengal,SONARPUR,CPM,,65728,M,1,1,1,FALSE,FALSE,60.3,23911,21.94,,1
AEWB108337,10,0,1987,FAZLE AZIM MOLLA,West_Bengal,GARDEN REACH,INC,,45213,M,1,1,1,FALSE,FALSE,52.53,9756,11.34,,1
AEWB108364,10,0,1987,MONORANJAN KAYAL,West_Bengal,DIAMOND HARBOUR,INC,,30922,M,2,1,0,FALSE,FALSE,34.92,22424,25.33,,1
AEWB108454,8,0,1977,NIHAR KUMAR BASU,West_Bengal,JAGATDAL,FBL,,32519,M,1,3,3,FALSE,FALSE,65.36,21298,42.8,,3
AEWB108454,9,0,1982,NIHAR BASU,West_Bengal,JAGATDAL,FBL,FBL,45914,M,1,3,3,FALSE,TRUE,60.61,20019,26.43,,3
AEWB108454,10,0,1987,NIHAR BASU,West_Bengal,JAGATDAL,FBL,FBL,54206,M,1,3,3,FALSE,TRUE,57.13,14794,15.59,,3
AEWB108654,10,0,1987,SAUGATA ROY,West_Bengal,ALIPORE,INC,,36507,M,1,1,1,FALSE,FALSE,51.55,4026,5.68,,1
AEWB108663,9,0,1982,HOIMI BASU,West_Bengal,RASHBEHARI AVENUE,INC,,32672,M,1,2,2,FALSE,FALSE,49.31,2787,4.21,,2
AEWB108663,10,0,1987,HOIMI BASU,West_Bengal,RASHBEHARI AVENUE,INC,INC,38180,M,1,2,2,FALSE,TRUE,54.49,8378,11.96,,2
AEWB108679,7,0,1972,PANKAJ KUMAR BANERJEE,West_Bengal,TOLLYGUNGE,INC,,49096,M,1,3,1,FALSE,FALSE,63.38,20724,26.75,,3
AEWB108679,8,0,1977,PANKAJ KUMAR BANERJEE,West_Bengal,TOLLYGUNGE,INC,INC,17455,M,2,3,1,FALSE,TRUE,32.06,7877,14.47,,3
AEWB108679,10,0,1987,PANKAJ BANERJEE,West_Bengal,TOLLYGUNGE,INC,INC,40603,M,2,3,1,FALSE,FALSE,46.63,39942,45.87,,3
AEWB108842,7,0,1972,RABINDRA GHOSE,West_Bengal,ULUBERIA SUOTH,IND,,23316,M,1,4,2,FALSE,FALSE,46.45,282,0.56,,4
AEWB108842,8,0,1977,RABINDRA GHOSH,West_Bengal,ULUBERIA SOUTH,IND,IND,8152,M,3,4,2,FALSE,TRUE,15.37,3059,5.77,,4
AEWB108842,9,0,1982,RABINDRA GHOSH,West_Bengal,ULUBERIA SOUTH,FBL,IND,48091,M,1,4,2,FALSE,FALSE,66.24,25596,35.26,,4
AEWB108842,10,0,1987,RABINDRA GHOSH,West_Bengal,ULUBERIA SOUTH,FBL,FBL,28488,M,2,4,2,FALSE,TRUE,31.05,1488,1.62,,4
AEWB108882,10,0,1987,DWIPENDAR MUKHERJEE,West_Bengal,JANGIPARA,INC,,41506,M,2,1,0,FALSE,FALSE,43.42,40600,42.47,,1
AEWB108886,8,0,1977,MALIN GHOSH,West_Bengal,CHANDITALA,CPM,,37243,M,1,3,3,FALSE,FALSE,70.67,27723,52.61,,3
AEWB108886,9,0,1982,MALIN GHOSE,West_Bengal,CHANDITALA,CPM,CPM,47466,M,1,3,3,FALSE,TRUE,58.08,15329,18.76,,3
AEWB108886,10,0,1987,GHOSH MALIN,West_Bengal,CHANDITALA,CPM,CPM,55543,M,1,3,3,FALSE,TRUE,56.23,15096,15.28,,3
AEWB108947,10,0,1987,ROBIN MUKHERJEE,West_Bengal,BANSBERIA,INC,,43404,M,2,1,0,FALSE,FALSE,46.66,42218,45.39,,1
AEWB109005,10,0,1987,NIRMAL MAITY,West_Bengal,NANDANPUR,INC,,36341,M,2,1,0,FALSE,FALSE,43.65,0,0,,1
AEWB109063,6,0,1971,SUNIRMAL PAIK,West_Bengal,KHAJURI,SSP,,4048,M,5,4,3,FALSE,FALSE,9.2,0,0,,4
AEWB109063,8,0,1977,SUNIRMAL PAIK,West_Bengal,KHAJURI,JNP,SSP,19071,M,1,4,3,TRUE,FALSE,43.76,9064,20.8,,4
AEWB109063,9,0,1982,SUNIRMAL PAIK,West_Bengal,KHAJURI,IND,JNP,36847,M,1,4,3,FALSE,TRUE,53.44,5676,8.23,,4
AEWB109063,10,0,1987,SUNIRMAL PAIK,West_Bengal,KHAJURI,IND,IND,46397,M,1,4,3,FALSE,TRUE,58.16,15365,19.26,,4
AEWB109155,10,0,1987,NAJMUL HAQUE,West_Bengal,KHARAGPUR RURAL,CPM,,54542,M,1,1,1,FALSE,FALSE,59.28,19180,20.85,,1
AEWB109156,10,0,1987,RANJIT BASU,West_Bengal,KHARAGPUR RURAL,INC,,35362,M,2,1,0,FALSE,FALSE,38.44,34412,37.4,,1
AEWB109213,5,0,1969,SITARAM MAHATO,West_Bengal,MANBAZAR,INC,,16051,M,2,6,2,FALSE,FALSE,36.92,12387,28.49,,6
AEWB109213,6,0,1971,SITARAM MAHATO,West_Bengal,MANBAZAR,INC,INC,19269,M,1,6,2,FALSE,FALSE,47.19,6179,15.13,,6
AEWB109213,7,0,1972,SITARAM MAHATO,West_Bengal,MANBAZAR,INC,INC,19920,M,1,6,2,FALSE,TRUE,51.87,1433,3.73,,6
AEWB109213,8,0,1977,SITARAM MAHATO,West_Bengal,MANBAZAR,INC,INC,18963,M,2,6,2,FALSE,TRUE,36.36,12450,23.87,,6
AEWB109213,9,0,1982,SITARAM MAHATO,West_Bengal,MANBAZAR,INC,INC,35401,M,2,6,2,FALSE,FALSE,44.18,30545,38.12,,6
AEWB109213,10,0,1987,SITARAM MAHATO,West_Bengal,MANBAZAR,INC,INC,42885,M,2,6,2,FALSE,FALSE,46.38,42327,45.77,,6
AEWB109249,10,0,1987,MAMATA MUKHERJEE,West_Bengal,PURULIA,CPM,,47530,F,1,1,1,FALSE,FALSE,51.62,5526,6,,1
AEWB109494,10,0,1987,SHIBAPRASAD DALUI,West_Bengal,KHANDAGHOSH,CPM,,59333,M,1,1,1,FALSE,FALSE,65.69,28349,31.39,,1
AEWB109537,10,0,1987,ANJAN CHATTERJEE,West_Bengal,KATWA,CPM,,53233,M,1,1,1,FALSE,FALSE,54.17,10492,10.68,,1
AEWB109605,9,0,1982,DHIRENDRA LET,West_Bengal,MAYURESWAR,CPM,,40255,M,1,2,2,FALSE,FALSE,60.32,13771,20.63,,2
AEWB109605,10,0,1987,DHIREN LET,West_Bengal,MAYURESWAR,CPM,CPM,44666,M,1,2,2,FALSE,TRUE,64.27,20176,29.03,,2
AEWB109646,10,0,1987,ABIRAM ROY,West_Bengal,MEKLIGANJ,SUC,,1683,M,4,1,0,FALSE,FALSE,1.83,722,0.78,,1
AEWB109722,10,0,1987,TUNA TOPPO,West_Bengal,MADARIHAT,INC,,28966,M,2,1,0,FALSE,FALSE,43.24,27321,40.78,,1
AEWB109735,10,0,1987,BHADYA ORAON,West_Bengal,NAGRAKATA,INC,,35098,M,2,1,0,FALSE,FALSE,40.4,29602,34.07,,1
AEWB109762,6,0,1971,ANUPAM SEN,West_Bengal,JALPAIGURI,INC,,25608,M,1,4,2,FALSE,FALSE,49.88,11088,21.6,,4
AEWB109762,7,0,1972,ANUPAM SEN,West_Bengal,JALPAIGURI,INC,INC,34231,M,1,4,2,FALSE,TRUE,64.23,15167,28.46,,4
AEWB109762,9,0,1982,ANUPAM SEN,West_Bengal,JALPAIGURI,INC,INC,34084,M,2,4,2,FALSE,FALSE,47.4,32665,45.43,,4
AEWB109762,10,0,1987,ANUPAM SEN,West_Bengal,JALPAIGURI,INC,INC,37653,M,2,4,2,FALSE,FALSE,44.74,35398,42.06,,4
AEWB109837,8,0,1977,KHAGENDRA NATH SINHA,West_Bengal,RAIGANJ,CPM,,19264,M,1,3,2,FALSE,FALSE,42.8,5832,12.96,,3
AEWB109837,9,0,1982,KHAGENDRA NATH SINHA,West_Bengal,RAIGANJ,CPM,CPM,43469,M,2,3,2,FALSE,TRUE,48.72,42945,48.13,,3
AEWB109837,10,0,1987,KHAGENDRA NATH SINHA,West_Bengal,RAIGANJ,CPM,CPM,51409,M,1,3,2,FALSE,FALSE,52.65,11907,12.19,,3
AEWB109860,10,0,1987,SWADESH CHAKI,West_Bengal,ITAHAR,CPI,,47542,M,1,1,1,FALSE,FALSE,52.07,4521,4.95,,1
