pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Terms,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms_Contested
AEBR15920,12,0,2000,RAM NARESH SINGH,Bihar,OBRA,RJD,,24684,M,2,1,0,FALSE,FALSE,21.29,8524,7.35,,1
AEBR15922,12,0,2000,CHANDESHWAR PRASAD,Bihar,OBRA,SAP,,16060,M,4,1,0,FALSE,FALSE,13.85,2362,2.04,,1
AEBR15923,12,0,2000,ARVIND KUMAR,Bihar,OBRA,INC,,13698,M,5,1,0,FALSE,FALSE,11.82,11537,9.95,,1
AEBR15924,12,0,2000,YOGENDRA KUMAR VERMA,Bihar,OBRA,BSP,,2161,M,6,1,0,FALSE,FALSE,1.86,17,0.01,,1
AEBR15933,12,0,2000,AYODHYA SINGH,Bihar,GOH,RJD,,42230,M,2,1,0,FALSE,FALSE,33.42,27498,21.76,,1
AEBR15935,12,0,2000,KAUKAB QUADRI,Bihar,GOH,INC,,10234,M,4,1,0,FALSE,FALSE,8.1,4770,3.78,,1
AEBR15942,12,0,2000,AKHILESH PD. SINGH,Bihar,ARWAL,RJD,,29298,M,1,1,1,FALSE,FALSE,26.27,2261,2.03,,1
AEBR15943,12,0,2000,SHAH CHAND,Bihar,ARWAL,CPI(ML)(L),,27037,M,2,1,0,FALSE,FALSE,24.25,1264,1.13,,1
AEBR15947,12,0,2000,RAVINDRA KUMAR,Bihar,ARWAL,BSP,,4272,M,6,1,0,FALSE,FALSE,3.83,3317,2.97,,1
AEBR15948,12,0,2000,UPENDRA NARAYAN VIDYARTHI,Bihar,ARWAL,INC,,955,M,7,1,0,FALSE,FALSE,0.86,129,0.12,,1
AEBR15951,12,0,2000,SHIV BACHAN SINGH,Bihar,ARWAL,SAP,,424,M,10,1,0,FALSE,FALSE,0.38,83,0.07,,1
AEBR15958,12,0,2000,SHIV BACHAN YADAV,Bihar,KURTHA,RJD,,50888,M,1,1,1,FALSE,FALSE,39.17,656,0.51,,1
AEBR15961,12,0,2000,RAMADHAR SINGH,Bihar,KURTHA,CPI(ML)(L),,6198,M,4,1,0,FALSE,FALSE,4.77,670,0.52,,1
AEBR15963,12,0,2000,RANDHIR KUMAR GAUTAM,Bihar,KURTHA,BSP,,2499,M,6,1,0,FALSE,FALSE,1.92,706,0.54,,1
AEBR15966,12,0,2000,CHITRANJAN PRASAD VERMA,Bihar,KURTHA,CPI,,1153,M,9,1,0,FALSE,FALSE,0.89,261,0.2,,1
AEBR15969,12,0,2000,RAM SINGHASAN SINGH,Bihar,KURTHA,BJP,,364,M,12,1,0,FALSE,FALSE,0.28,41,0.03,,1
AEBR15970,12,0,2000,NARENDRA KUMAR,Bihar,KURTHA,SAP,,323,M,13,1,0,FALSE,FALSE,0.25,11,0.01,,1
AEBR15972,12,0,2000,SHYAM DEO PRASAD YADAV,Bihar,KURTHA,INC,,281,M,15,1,0,FALSE,FALSE,0.22,96,0.07,,1
AEBR15977,12,0,2000,VAGI KUMAR VERMA,Bihar,MAKHDUMPUR,RJD,,62996,M,1,1,1,FALSE,FALSE,47.45,7370,5.55,,1
AEBR15980,12,0,2000,SHIV KUMARI DEVI,Bihar,MAKHDUMPUR,CPI(ML)(L),,3294,F,4,1,0,FALSE,FALSE,2.48,1488,1.12,,1
AEBR15981,12,0,2000,AMBIKA SINGH,Bihar,MAKHDUMPUR,CPI,,1806,M,5,1,0,FALSE,FALSE,1.36,613,0.46,,1
AEBR15982,12,0,2000,SATIS CHANDRA SHARMA,Bihar,MAKHDUMPUR,SAP,,1193,M,6,1,0,FALSE,FALSE,0.9,324,0.24,,1
AEBR15984,12,0,2000,RANJAN KUMAR,Bihar,MAKHDUMPUR,BJP,,679,M,8,1,0,FALSE,FALSE,0.51,520,0.39,,1
AEBR15990,12,0,2000,MUNI LAL YADAV,Bihar,JAHANABAD,RJD,,72628,M,1,1,1,FALSE,FALSE,48.87,18941,12.74,,1
AEBR15992,12,0,2000,WASI AHMED,Bihar,JAHANABAD,CPI(ML)(L),,16889,M,3,1,0,FALSE,FALSE,11.36,15356,10.33,,1
AEBR15993,12,0,2000,ASH MOHAMMAD,Bihar,JAHANABAD,INC,,1533,M,4,1,0,FALSE,FALSE,1.03,75,0.05,,1
AEBR15994,12,0,2000,KAMESHWAR YADAV,Bihar,JAHANABAD,BSP,,1458,M,5,1,0,FALSE,FALSE,0.98,163,0.11,,1
AEBR15995,12,0,2000,MD. EJAZ,Bihar,JAHANABAD,JD(U),,1295,M,6,1,0,FALSE,FALSE,0.87,880,0.59,,1
AEBR16002,12,0,2000,MITHILESH YADAV,Bihar,GHOSI,CPI(ML)(L),,60097,M,2,1,0,FALSE,FALSE,40,58728,39.09,,1
AEBR16003,12,0,2000,MAHENDRA PD. SINGH,Bihar,GHOSI,SAP,,1369,M,3,1,0,FALSE,FALSE,0.91,773,0.51,,1
AEBR16004,12,0,2000,VRAJESH SARAN,Bihar,GHOSI,INC,,596,M,4,1,0,FALSE,FALSE,0.4,336,0.22,,1
AEBR16012,12,0,2000,JAI RAM SHARMA,Bihar,BELAGANJ,INC,,1773,M,5,1,0,FALSE,FALSE,1.39,968,0.76,,1
AEBR16021,12,0,2000,MAHESH SINGH YADAV,Bihar,KONCH,RJD,,63001,M,1,1,1,FALSE,FALSE,52.64,26009,21.73,,1
AEBR16024,12,0,2000,KEWAL SINGH,Bihar,KONCH,CPI(ML)(L),,4219,M,4,1,0,FALSE,FALSE,3.53,2287,1.91,,1
AEBR16025,12,0,2000,GODECHAR PRASAD VERMA,Bihar,KONCH,BSP,,1932,M,5,1,0,FALSE,FALSE,1.61,1353,1.13,,1
AEBR16042,12,0,2000,ASHOK DAS,Bihar,GAYA MUFASSIL,BSP,,1822,M,6,1,0,FALSE,FALSE,1.56,155,0.13,,1
AEBR16044,12,0,2000,RAJENDRA MANJHI,Bihar,GAYA MUFASSIL,CPI(ML)(L),,1577,M,8,1,0,FALSE,FALSE,1.35,242,0.21,,1
AEBR16049,12,0,2000,RAM KUMAR MAHTO,Bihar,GAYA MUFASSIL,JD(U),,328,M,13,1,0,FALSE,FALSE,0.28,38,0.03,,1
AEBR16066,12,0,2000,RAJ KUMAR SINGH CHANDRAVANSI,Bihar,GAYA TOWN,BSP,,819,M,10,1,0,FALSE,FALSE,0.76,233,0.22,,1
AEBR16084,12,0,2000,SHANKAR SWAROOP,Bihar,IMAMGANJ,INC,,2974,M,4,1,0,FALSE,FALSE,3.36,355,0.4,,1
AEBR16085,12,0,2000,ARUN DAS,Bihar,IMAMGANJ,BSP,,2619,M,5,1,0,FALSE,FALSE,2.96,1216,1.37,,1
AEBR16089,12,0,2000,SHAKEEL AHMAD KHA,Bihar,GURUA,RJD,,44294,M,1,1,1,FALSE,FALSE,39.92,21583,19.45,,1
AEBR16092,12,0,2000,SURENDRA PRASAD,Bihar,GURUA,SAP,,4880,M,4,1,0,FALSE,FALSE,4.4,166,0.15,,1
AEBR16098,12,0,2000,KHURSHEED AHMAD,Bihar,GURUA,CPI(ML)(L),,767,M,10,1,0,FALSE,FALSE,0.69,52,0.05,,1
AEBR16100,12,0,2000,RAFI AHMAD KHAN,Bihar,GURUA,BSP,,643,M,12,1,0,FALSE,FALSE,0.58,153,0.14,,1
AEBR16101,12,0,2000,CHIRAGUDDIN RAHMANI,Bihar,GURUA,INC,,490,M,13,1,0,FALSE,FALSE,0.44,1,0,,1
AEBR16113,12,0,2000,JITAN RAM MANJHI,Bihar,BODH GAYA,RJD,,41298,M,1,1,1,FALSE,FALSE,44.93,21557,23.45,,1
AEBR16114,12,0,2000,KRISHNA KUMAR CHOUDHURY,Bihar,BODH GAYA,BJP,,19741,M,2,1,0,FALSE,FALSE,21.48,3843,4.18,,1
AEBR16118,12,0,2000,KISHORI RAJAK,Bihar,BODH GAYA,BSP,,2246,M,6,1,0,FALSE,FALSE,2.44,686,0.75,,1
AEBR16127,12,0,2000,RAJESH KUMAR,Bihar,BARACHATTI,SAP,,16030,M,2,2,0,FALSE,FALSE,23.58,6517,9.59,,1
AEBR16127,12,1,2003,Rajesh Kumar,Bihar,Barachatti(SC),JD(U),SAP,23296,M,2,2,0,TRUE,FALSE,32.58,13652,19.1,,1
AEBR16128,12,0,2000,PRAMESHWAR SINGH,Bihar,BARACHATTI,INC,,9513,M,3,1,0,FALSE,FALSE,13.99,4849,7.13,,1
AEBR16129,12,0,2000,RAJ KUMAR BHUIYAN,Bihar,BARACHATTI,BSP,,4664,M,4,1,0,FALSE,FALSE,6.86,645,0.95,,1
AEBR16131,12,0,2000,BALKESHWAR MANJHI,Bihar,BARACHATTI,CPI(ML)(L),,2857,M,6,1,0,FALSE,FALSE,4.2,1480,2.18,,1
AEBR16133,12,0,2000,ANIL KUMAR PRASAD,Bihar,BARACHATTI,BJP,,1186,M,8,1,0,FALSE,FALSE,1.74,609,0.9,,1
AEBR16139,12,0,2000,SHYAMDEO PASWAN,Bihar,FATEHPUR,RJD,,53589,M,1,1,1,FALSE,FALSE,52.19,25702,25.03,,1
AEBR16140,12,0,2000,TAPESHWAR PRASAD,Bihar,FATEHPUR,JD(U),,27887,M,2,1,0,FALSE,FALSE,27.16,21638,21.07,,1
AEBR16143,12,0,2000,JITENDRA KUMAR,Bihar,FATEHPUR,INC,,3050,M,5,1,0,FALSE,FALSE,2.97,589,0.57,,1
AEBR16145,12,0,2000,JANKI PASWAN,Bihar,FATEHPUR,CPI,,1729,M,7,1,0,FALSE,FALSE,1.68,131,0.13,,1
AEBR16146,12,0,2000,KAMLA DEVI,Bihar,FATEHPUR,BSP,,1598,F,8,1,0,FALSE,FALSE,1.56,582,0.57,,1
AEBR16152,12,0,2000,BIRENDRA SINGH,Bihar,ATRI,BPSP,,58824,M,2,2,0,FALSE,FALSE,38.42,57972,37.86,,1
AEBR16152,12,0,2000,BIRENDRA SINGH,Bihar,ATRI,AJBP,BPSP,167,M,9,2,0,TRUE,FALSE,0.11,52,0.03,,1
AEBR16153,12,0,2000,NIRANJAN KUMAR SINGH,Bihar,ATRI,CPI(ML)(L),,852,M,3,1,0,FALSE,FALSE,0.56,209,0.14,,1
AEBR16154,12,0,2000,SHIV SHANKAR PRASAD SINGH,Bihar,ATRI,INC,,643,M,4,1,0,FALSE,FALSE,0.42,165,0.11,,1
AEBR16156,12,0,2000,KSHITIJ MOHAN SINGH,Bihar,ATRI,BJP,,378,M,6,1,0,FALSE,FALSE,0.25,35,0.02,,1
AEBR16157,12,0,2000,KAISER ALI,Bihar,ATRI,BSP,,343,M,7,1,0,FALSE,FALSE,0.22,135,0.09,,1
AEBR16165,12,0,2000,SHATRUGHAN PRASAD SINGH,Bihar,NAWADA,IND,,55212,M,2,1,0,FALSE,FALSE,29.78,47147,25.43,,1
AEBR16166,12,0,2000,MASIH UDIN,Bihar,NAWADA,SAP,,8065,M,3,1,0,FALSE,FALSE,4.35,990,0.53,,1
AEBR16167,12,0,2000,BACHU SHAO,Bihar,NAWADA,BSP,,7075,M,4,1,0,FALSE,FALSE,3.82,1586,0.86,,1
AEBR16168,12,0,2000,NAVIN KESARI,Bihar,NAWADA,BJP,,5489,M,5,1,0,FALSE,FALSE,2.96,4226,2.28,,1
AEBR16169,12,0,2000,ALI ANSARI,Bihar,NAWADA,CPI,,1263,M,6,1,0,FALSE,FALSE,0.68,627,0.34,,1
AEBR16170,12,0,2000,IKWA HADAR KHAN,Bihar,NAWADA,INC,,636,M,7,1,0,FALSE,FALSE,0.34,296,0.16,,1
AEBR16174,12,0,2000,SHIV KUMAR SINHA,Bihar,NAWADA,JMM,,140,M,11,1,0,FALSE,FALSE,0.08,76,0.04,,1
AEBR16182,12,0,2000,CHANDRIKA RAJBANSHI,Bihar,RAJAULI,BJP,,8363,M,4,1,0,FALSE,FALSE,6.04,6111,4.41,,1
AEBR16183,12,0,2000,RAJENDRA CHAUDHARY,Bihar,RAJAULI,BSP,,2252,M,5,1,0,FALSE,FALSE,1.63,219,0.16,,1
AEBR16184,12,0,2000,RAM BILAS TURIYA,Bihar,RAJAULI,CPI(ML)(L),,2033,M,6,1,0,FALSE,FALSE,1.47,726,0.52,,1
AEBR16187,12,0,2000,GAYATRI DEVI,Bihar,RAJAULI,INC,,662,F,9,1,0,FALSE,FALSE,0.48,338,0.24,,1
AEBR16193,12,0,2000,ARJUN PRASAD,Bihar,RAJAULI,JD(U),,37,M,15,1,0,FALSE,FALSE,0.03,0,0,,1
AEBR16196,12,0,2000,KAUSHAL YADAV,Bihar,GOBINDPUR,INC,,29885,M,3,1,0,FALSE,FALSE,22.54,22107,16.67,,1
AEBR16197,12,0,2000,PROF. K. V. PRASAD,Bihar,GOBINDPUR,BJP,,7778,M,4,1,0,FALSE,FALSE,5.87,2429,1.83,,1
AEBR16200,12,0,2000,SAVITRI DEVI,Bihar,GOBINDPUR,CPI(ML)(L),,1664,F,7,1,0,FALSE,FALSE,1.25,1345,1.01,,1
AEBR16203,12,0,2000,RAMASHRAY PRASAD,Bihar,GOBINDPUR,JD(U),,211,M,10,1,0,FALSE,FALSE,0.16,67,0.05,,1
AEBR16211,12,0,2000,ARUNA DEVI,Bihar,WARSALIGANJ,IND,,88490,F,1,1,1,FALSE,FALSE,56.65,44713,28.62,,1
AEBR16212,12,0,2000,MANILAL PRASAD,Bihar,WARSALIGANJ,RJD,,43777,M,2,1,0,FALSE,FALSE,28.02,25803,16.52,,1
AEBR16214,12,0,2000,SHAILENDRA KUMAR,Bihar,WARSALIGANJ,SAP,,1988,M,4,1,0,FALSE,FALSE,1.27,586,0.38,,1
AEBR16217,12,0,2000,VIJAY KUMAR SINHA,Bihar,WARSALIGANJ,BJP,,517,M,7,1,0,FALSE,FALSE,0.33,204,0.13,,1
AEBR16218,12,0,2000,MAHENDRA SINGH,Bihar,WARSALIGANJ,INC,,313,M,8,1,0,FALSE,FALSE,0.2,30,0.02,,1
AEBR16222,12,0,2000,KRISHNA DEO DAS,Bihar,WARSALIGANJ,BSP,,96,M,12,1,0,FALSE,FALSE,0.06,4,0,,1
AEBR16231,12,0,2000,VINAY KUMAR,Bihar,HISUA,BJP,,15899,M,3,1,0,FALSE,FALSE,15.97,4211,4.23,,1
AEBR16233,12,0,2000,NARENDRA KUMAR,Bihar,HISUA,INC,,7875,M,5,1,0,FALSE,FALSE,7.91,1690,1.7,,1
AEBR16234,12,0,2000,SHYAM KISHORE SINGH,Bihar,HISUA,CPI,,6185,M,6,1,0,FALSE,FALSE,6.21,3384,3.4,,1
AEBR16243,12,0,2000,RAM LAKHAN SINGH,Bihar,KODARMA,INC,,4987,M,3,1,0,FALSE,FALSE,3.94,904,0.71,,1
AEBR16244,12,0,2000,KRISHNA SINGH,Bihar,KODARMA,CPI,,4083,M,4,1,0,FALSE,FALSE,3.23,426,0.34,,1
AEBR16249,12,0,2000,OM PRAKASH DAS,Bihar,KODARMA,BSP,,789,M,9,1,0,FALSE,FALSE,0.62,164,0.13,,1
AEBR16256,12,0,2000,KRISHNA KUMAR,Bihar,BARHI,CPI,,5878,M,3,1,0,FALSE,FALSE,5.46,2128,1.98,,1
AEBR16258,12,0,2000,BASUDEO PASWAN,Bihar,BARHI,BSP,,2129,M,5,1,0,FALSE,FALSE,1.98,409,0.38,,1
AEBR16259,12,0,2000,GIRDHARI LAL YADAV,Bihar,BARHI,RJD,,1720,M,6,1,0,FALSE,FALSE,1.6,1158,1.08,,1
AEBR16265,12,0,2000,SATYANAND BHOKATA,Bihar,CHATRA,BJP,,34177,M,1,1,1,FALSE,FALSE,45.18,6495,8.59,,1
AEBR16267,12,0,2000,BADRI RAM,Bihar,CHATRA,INC,,9791,M,3,1,0,FALSE,FALSE,12.94,6849,9.05,,1
AEBR16270,12,0,2000,VINAY PASWAN,Bihar,CHATRA,BSP,,465,M,6,1,0,FALSE,FALSE,0.61,0,0,,1
AEBR16274,12,0,2000,DR. NAND KISHOR PRASAD,Bihar,SIMARIA,INC,,2018,M,4,1,0,FALSE,FALSE,4.22,1866,3.9,,1
AEBR16278,12,0,2000,PURAN RAM SHAHU,Bihar,BARKAGAON,CPI,,30342,M,2,1,0,FALSE,FALSE,26.63,19460,17.08,,1
AEBR16279,12,0,2000,MITHILESH KUMAR SINGH,Bihar,BARKAGAON,MCO,,10882,M,3,1,0,FALSE,FALSE,9.55,3006,2.64,,1
AEBR16280,12,0,2000,SHIV LAL MAHTO,Bihar,BARKAGAON,JMM,,7876,M,4,1,0,FALSE,FALSE,6.91,16,0.01,,1
AEBR16281,12,0,2000,GIRDHARI GOPE,Bihar,BARKAGAON,RJD,,7860,M,5,1,0,FALSE,FALSE,6.9,952,0.84,,1
AEBR16283,12,0,2000,GUNI OURAN,Bihar,BARKAGAON,CPI(ML)(L),,2993,F,7,1,0,FALSE,FALSE,2.63,48,0.04,,1
AEBR16293,12,0,2000,SHAHJADA ANWAR,Bihar,RAMGARH,RJD,,7427,M,4,1,0,FALSE,FALSE,6.06,1647,1.34,,1
AEBR16294,12,0,2000,BRAJ KISHOR GANDHI,Bihar,RAMGARH,INC,,5780,M,5,1,0,FALSE,FALSE,4.72,1619,1.32,,1
AEBR16296,12,0,2000,LAXMAN MAHTO,Bihar,RAMGARH,MCO,,2423,M,7,1,0,FALSE,FALSE,1.98,1479,1.21,,1
AEBR16298,12,0,2000,SHANKAR MUNDA,Bihar,RAMGARH,BSP,,708,M,9,1,0,FALSE,FALSE,0.58,0,0,,1
AEBR16301,12,0,2000,KUMAR MAHESH SINGH,Bihar,MANDU,INC,,18317,M,3,1,0,FALSE,FALSE,14.96,4374,3.57,,1
AEBR16302,12,0,2000,SOHRAI MANJHI,Bihar,MANDU,CPI(ML)(L),,13943,M,4,1,0,FALSE,FALSE,11.39,3163,2.58,,1
AEBR16303,12,0,2000,SHAMSER ALAM,Bihar,MANDU,RJD,,10780,M,5,1,0,FALSE,FALSE,8.8,5367,4.38,,1
AEBR16305,12,0,2000,RANJEET KR. SINHA,Bihar,MANDU,BJP,,3179,M,7,1,0,FALSE,FALSE,2.6,1912,1.56,,1
AEBR16307,12,0,2000,SHAMIM AHMED,Bihar,MANDU,BSP,,547,M,9,1,0,FALSE,FALSE,0.45,289,0.24,,1
AEBR16312,12,0,2000,LAMBODAR PATHAK,Bihar,HAZARIBAGH,INC,,35011,M,2,1,0,FALSE,FALSE,33.36,28840,27.48,,1
AEBR16313,12,0,2000,JEEB LAL RAM,Bihar,HAZARIBAGH,RJD,,6171,M,3,1,0,FALSE,FALSE,5.88,713,0.68,,1
AEBR16314,12,0,2000,RAM NARESH KUMAR,Bihar,HAZARIBAGH,CPI,,5458,M,4,1,0,FALSE,FALSE,5.2,2794,2.66,,1
AEBR16316,12,0,2000,MAN MOHAN METHA,Bihar,HAZARIBAGH,JMM,,1747,M,6,1,0,FALSE,FALSE,1.66,570,0.54,,1
AEBR16317,12,0,2000,LALMAN KUSHWAHA,Bihar,HAZARIBAGH,MCO,,1177,M,7,1,0,FALSE,FALSE,1.12,84,0.08,,1
AEBR16320,12,0,2000,NANDU PRASAD,Bihar,HAZARIBAGH,BSP,,877,M,10,1,0,FALSE,FALSE,0.84,217,0.21,,1
AEBR16325,12,0,2000,JANKI YADAV,Bihar,BARKATHA,RJD,,23562,M,3,1,0,FALSE,FALSE,20.31,7170,6.18,,1
AEBR16326,12,0,2000,BASUDEO YADAV,Bihar,BARKATHA,INC,,16392,M,4,1,0,FALSE,FALSE,14.13,10899,9.4,,1
AEBR16331,12,0,2000,RABINDRA KR. RAY,Bihar,DHANWAR,BJP,,34145,M,1,1,1,FALSE,FALSE,25.6,2841,2.13,,1
AEBR16333,12,0,2000,NIJAMUDDIN ANSARI,Bihar,DHANWAR,JMM,,27480,M,3,1,0,FALSE,FALSE,20.6,2530,1.9,,1
AEBR16335,12,0,2000,ARBIND CHOUDHARY,Bihar,DHANWAR,INC,,4916,M,5,1,0,FALSE,FALSE,3.69,397,0.3,,1
AEBR16340,12,0,2000,MANOJ YADAV,Bihar,DHANWAR,BSP,,584,M,10,1,0,FALSE,FALSE,0.44,274,0.21,,1
AEBR16346,12,0,2000,JAI PRAKASH VERMA,Bihar,BAGODAR,RJD,,9105,M,5,1,0,FALSE,FALSE,7.77,1144,0.98,,1
AEBR16348,12,0,2000,DEEPAK MAHESHWARI,Bihar,BAGODAR,INC,,4040,M,7,1,0,FALSE,FALSE,3.45,3169,2.7,,1
AEBR16349,12,0,2000,ASHOK KUMAR,Bihar,BAGODAR,BSP,,871,M,8,1,0,FALSE,FALSE,0.74,50,0.04,,1
AEBR16354,12,0,2000,SATYA NARAYAN DAS,Bihar,JAMUA,CPI,,10363,M,4,1,0,FALSE,FALSE,8.63,5882,4.9,,1
AEBR16357,12,0,2000,CHANDESHWAR RAVIDAS,Bihar,JAMUA,BSP,,394,M,7,1,0,FALSE,FALSE,0.33,0,0,,1
AEBR16361,12,0,2000,SHOBHA YADAV,Bihar,GANDEY,RJD,,17240,M,4,1,0,FALSE,FALSE,15.44,11544,10.34,,1
AEBR16363,12,0,2000,VINOD KUMAR VERMA,Bihar,GANDEY,BSP,,3235,M,6,1,0,FALSE,FALSE,2.9,843,0.75,,1
AEBR16364,12,0,2000,SHAMBHU NATH MITRA,Bihar,GANDEY,CPI,,2392,M,7,1,0,FALSE,FALSE,2.14,1754,1.57,,1
AEBR16370,12,0,2000,NIRBHAY KUMAR,Bihar,GIRIDIH,RJD,,23697,M,2,1,0,FALSE,FALSE,26.56,8893,9.97,,1
AEBR16372,12,0,2000,IRSHAD AHMAD,Bihar,GIRIDIH,JMM,,12069,M,4,1,0,FALSE,FALSE,13.53,6660,7.46,,1
AEBR16375,12,0,2000,SHUNIL KUMAR,Bihar,GIRIDIH,BSP,,1506,M,7,1,0,FALSE,FALSE,1.69,93,0.1,,1
AEBR16382,12,0,2000,JAGARNATH MAHTO,Bihar,DUMRI,SAP,,21362,M,2,1,0,FALSE,FALSE,26.89,6864,8.64,,1
AEBR16395,12,0,2000,PANCHANAN MAHATO,Bihar,GOMIA,CPI,,3764,M,5,1,0,FALSE,FALSE,3.93,2036,2.13,,1
AEBR16396,12,0,2000,GYANESAR YADAV,Bihar,GOMIA,RJD,,1728,M,6,1,0,FALSE,FALSE,1.81,448,0.47,,1
AEBR16400,12,0,2000,RAMADHAR SINGH,Bihar,BERMO,BJP,,27494,M,2,1,0,FALSE,FALSE,22.16,10706,8.63,,1
AEBR16402,12,0,2000,FUL CHAND SOREN,Bihar,BERMO,JMM,,14941,M,4,1,0,FALSE,FALSE,12.04,8093,6.52,,1
AEBR16403,12,0,2000,BASANT SINGH,Bihar,BERMO,RJD,,6848,M,5,1,0,FALSE,FALSE,5.52,3632,2.93,,1
AEBR16404,12,0,2000,BINOD MAHTO,Bihar,BERMO,SAP,,3216,M,6,1,0,FALSE,FALSE,2.59,29,0.02,,1
AEBR16405,12,0,2000,PARMESWAR MAHTO,Bihar,BERMO,CPI(ML)(L),,3187,M,7,1,0,FALSE,FALSE,2.57,1958,1.58,,1
AEBR16406,12,0,2000,MADHAN RABI,Bihar,BERMO,BSP,,1229,M,8,1,0,FALSE,FALSE,0.99,13,0.01,,1
AEBR16423,12,0,2000,ASHOK KUMAR SHRIVASTAVA,Bihar,BOKARO,INC,,3759,M,9,1,0,FALSE,FALSE,1.87,677,0.34,,1
AEBR16425,12,0,2000,RAJENDRA MAHATO,Bihar,BOKARO,BJP,,2160,M,11,1,0,FALSE,FALSE,1.08,1044,0.52,,1
AEBR16428,12,0,2000,JAGANNATH SINGH,Bihar,BOKARO,CPI(ML)(L),,759,M,14,1,0,FALSE,FALSE,0.38,106,0.05,,1
AEBR16437,12,0,2000,SUMAN SINGH,Bihar,BOKARO,JD(U),,186,M,23,1,0,FALSE,FALSE,0.09,37,0.02,,1
AEBR16442,12,0,2000,MATHURA PD. MAHATO,Bihar,TUNDI,JMM,,24925,M,2,1,0,FALSE,FALSE,24.19,957,0.93,,1
AEBR16443,12,0,2000,UDAY KR. SINGH,Bihar,TUNDI,INC,,23968,M,3,1,0,FALSE,FALSE,23.26,2115,2.05,,1
AEBR16444,12,0,2000,RAJ KISHORE MAHATO,Bihar,TUNDI,SAP,,21853,M,4,1,0,FALSE,FALSE,21.21,18975,18.42,,1
AEBR16445,12,0,2000,VIJAY KUMAR JHA,Bihar,TUNDI,BJP,,2878,M,5,1,0,FALSE,FALSE,2.79,1650,1.6,,1
AEBR16446,12,0,2000,KAJAL KUMAR DUTTA,Bihar,TUNDI,BSP,,1228,M,6,1,0,FALSE,FALSE,1.19,165,0.16,,1
AEBR16455,12,0,2000,SUKHDEO BIDROHI,Bihar,BAGHMARA,RJD,,9414,M,3,1,0,FALSE,FALSE,7.8,6699,5.55,,1
AEBR16457,12,0,2000,MANSU PRASAD MAHATO,Bihar,BAGHMARA,JMM,,2611,M,5,1,0,FALSE,FALSE,2.16,398,0.33,,1
AEBR16458,12,0,2000,HALDHAR MAHATO,Bihar,BAGHMARA,MCO,,2213,M,6,1,0,FALSE,FALSE,1.83,734,0.61,,1
AEBR16470,12,0,2000,SHRI KUMAR SENGUPTA,Bihar,SINDRI,CPM,,4178,M,4,1,0,FALSE,FALSE,3.29,818,0.64,,1
AEBR16473,12,0,2000,PRADIP SINGH,Bihar,SINDRI,BSP,,828,M,7,1,0,FALSE,FALSE,0.65,522,0.41,,1
AEBR16474,12,0,2000,SUSIL KR. SINGH,Bihar,SINDRI,SAP,,306,M,8,1,0,FALSE,FALSE,0.24,23,0.02,,1
AEBR16479,12,0,2000,SUBRAT SENGUPTA,Bihar,NIRSA,FBL,,36804,M,2,2,0,FALSE,FALSE,29.76,15641,12.65,,1
AEBR16479,12,1,2000,Ashok Mandal,Bihar,NIRSA,BJP,FBL,19013,M,3,2,0,TRUE,FALSE,15.91,18804,15.74,,1
AEBR16481,12,0,2000,SATYADEO GOSHWAMI,Bihar,NIRSA,BJP,,9755,M,4,1,0,FALSE,FALSE,7.89,3136,2.54,,1
AEBR16482,12,0,2000,SUNIL TUDU,Bihar,NIRSA,JMM,,6619,M,5,1,0,FALSE,FALSE,5.35,2866,2.32,,1
AEBR16483,12,0,2000,GANESH DHAR,Bihar,NIRSA,CPM,,3753,M,6,1,0,FALSE,FALSE,3.04,625,0.51,,1
AEBR16484,12,0,2000,DILIP MANDAL,Bihar,NIRSA,CPI(ML)(L),,3128,M,7,1,0,FALSE,FALSE,2.53,998,0.81,,1
AEBR16486,12,0,2000,PREMCHANDRA RAWANI,Bihar,NIRSA,BSP,,2039,M,9,1,0,FALSE,FALSE,1.65,1692,1.37,,1
AEBR16489,12,1,2000,Arup Chaterjee,Bihar,NIRSA,MCO,,58241,M,1,1,1,FALSE,FALSE,48.74,16204,13.56,,1
AEBR16490,12,1,2000,Subrat Sengupta,Bihar,NIRSA,FBL,,42037,M,2,1,0,FALSE,FALSE,35.18,23024,19.27,,1
AEBR16494,12,0,2000,PRASADI SAO,Bihar,DHANBAD,RJD,,32266,M,2,1,0,FALSE,FALSE,21.19,6790,4.46,,1
AEBR16498,12,0,2000,AMARENDRA NARAYAN SINGH,Bihar,DHANBAD,CPI,,1657,M,6,1,0,FALSE,FALSE,1.09,312,0.2,,1
AEBR16500,12,0,2000,RAJ KUMAR SHARMA,Bihar,DHANBAD,BSP,,1344,M,8,1,0,FALSE,FALSE,0.88,669,0.44,,1
AEBR16506,12,0,2000,ABDUL QAUM ANSARI,Bihar,JHARIA,INC,,28362,M,2,1,0,FALSE,FALSE,21.22,13785,10.31,,1
AEBR16509,12,0,2000,MUNDRIKA PASWAN,Bihar,JHARIA,JD(U),,6985,M,5,1,0,FALSE,FALSE,5.23,329,0.25,,1
