pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEKL101872,5,0,1970,K. P. VISHWANATHAN,,Kerala,KUNNAMKULAM,INC,,27439,M,2,1,FALSE,FALSE,42.87,22638,35.37,,,,1
AEKL103820,5,0,1970,P. J. JOSEPH,,Kerala,THODUPUZHA,KEC,,19750,M,1,1,FALSE,FALSE,39.42,1635,3.26,,,1,1
AEKL103901,5,0,1970,A. K. ANTONY,,Kerala,SHERTHALA,INC,,28419,M,1,1,FALSE,FALSE,48.77,360,0.62,,,1,1
AEKL103949,5,0,1970,T. S. JOHN,,Kerala,KALLOOPPARA,KEC,,17894,M,1,1,FALSE,FALSE,36.12,2463,4.97,,,1,1
AEKL104418,5,0,1970,PALOLI MAHAMMED KUTTY,,Kerala,MANKADA,CPM,,24438,M,2,1,FALSE,FALSE,44.26,0,0,,,,1
AEKL105338,5,0,1970,N. SUNDRAM NADAR,,Kerala,PARASSALA,INC,,16231,M,2,1,FALSE,FALSE,32.81,3502,7.08,,,,1
AEKL105401,5,0,1970,N. RAMAKRISHNAN,,Kerala,EDAKKAD,INC,,31199,M,1,1,FALSE,FALSE,49.06,3640,5.72,,,1,1
AEKL105418,5,0,1970,PINARAYI VIJAYAN,,Kerala,KUTHUPARAMBA,CPM,,28281,M,1,1,FALSE,FALSE,46.72,743,1.23,,,1,1
AEKL105428,5,0,1970,K. RAGHAVAN MASTER,,Kerala,SOUTH WYNAD,INC,,28337,M,1,1,FALSE,FALSE,58.53,12214,25.23,,,1,1
AEKL105458,5,0,1970,A. C. SHANAMKHADAS,,Kerala,BALUSSERI,INC,,30896,M,1,1,FALSE,FALSE,47.89,1197,1.86,,,1,1
AEKL105660,3,0,1965,K. KARUNAKARAN,,Kerala,MALA,CON,,18044,M,1,3,FALSE,FALSE,39.77,4762,10.5,,,3,3
AEKL105660,4,0,1967,K.KARUNAKARAN,,Kerala,MALA,INC,CON,23563,M,1,3,TRUE,TRUE,50.39,364,0.78,,,3,3
AEKL105660,5,0,1970,K. KARUNAKARAN,,Kerala,MALA,INC,INC,30364,M,1,3,FALSE,TRUE,59.14,11053,21.53,,,3,3
AEKL105826,3,0,1965,K. NARAYANA KURUP,,Kerala,VAZHOOR,KC,,20629,M,1,2,FALSE,FALSE,48.87,11018,26.1,,,2,2
AEKL105826,5,0,1970,K. NARAYANA KURUP,,Kerala,VAZHOOR,KEC,KC,20353,M,1,2,TRUE,FALSE,44.5,8196,17.92,,,2,2
AEKL105837,3,0,1965,T. K. RAMAKRISHNAN,,Kerala,THRIPPUNITHURA,CPM,,24387,M,1,3,FALSE,FALSE,47.27,2371,4.6,,,2,3
AEKL105837,4,0,1967,T . K . RAMAKRISHNAN,,Kerala,THRIPPUNITHURA,CPM,CPM,27435,M,1,3,FALSE,TRUE,48.87,1459,2.6,,,2,3
