pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEAS186942,10,0,1996,GIRINDRA MALLIK,,Assam,DHOLAI,INC,,27032,M,1,1,FALSE,FALSE,35.49,3085,4.05,,,1,1
AEAS187017,6,0,1978,DEWAN JOYNAL ABEDIN,,Assam,SALMARA SOUTH,IND,,20189,M,1,5,FALSE,FALSE,46.9,10927,25.38,,,3,5
AEAS187017,7,0,1983,DEWAN JOYNAL ABEDIN,,Assam,SALMARA SOUTH,IND,IND,16561,M,2,5,FALSE,TRUE,34.44,15243,31.7,,,3,5
AEAS187017,8,0,1985,DEWAN JOYNAL ABEDIN,,Assam,SALMARA SOUTH,IND,IND,42192,M,1,5,FALSE,FALSE,70.52,34589,57.81,,,3,5
AEAS187017,9,0,1991,DEWAN JOYNAL ABEDIN,,Assam,SALMARA SOUTH,IND,IND,23314,M,1,5,FALSE,TRUE,34.97,5142,7.71,,,3,5
AEAS187017,10,0,1996,DEWAN JOYNAL ABEDIN,,Assam,SALMARA SOUTH,IND,IND,16858,M,2,5,FALSE,TRUE,23.19,13587,18.69,,,3,5
AEAS187019,9,0,1991,NAZIBUL UMAR,,Assam,DHUBRI,INC,,11742,M,3,2,FALSE,FALSE,16.61,5692,8.05,,,1,2
AEAS187019,10,0,1996,NAZIBUL UMAR,,Assam,DHUBRI,INC,INC,30806,M,1,2,FALSE,FALSE,39.13,6904,8.77,,,1,2
AEAS187108,10,0,1996,KHALILUR RAHMAN,,Assam,BIJNI,UMFA,,3504,M,5,1,FALSE,FALSE,5.17,1826,2.69,,,,1
AEAS187112,8,0,1985,ABDUL HAI NAGARI,,Assam,ABHAYAPURI NORTH,INC,,1690,M,5,3,FALSE,FALSE,3.14,1058,1.97,,,,3
AEAS187112,9,0,1991,ABDUL HAI NAGORI,,Assam,ABHAYAPURI NORTH,INC,INC,13044,M,2,3,FALSE,FALSE,21.53,1006,1.66,,,,3
AEAS187112,10,0,1996,ABDUL HAI NAGORI,,Assam,ABHAYAPURI NORTH,UMFA,INC,32773,M,2,3,TRUE,FALSE,46.1,31300,44.03,,,,3
AEAS187120,9,0,1991,CHANDAN KUMAR SARKAR,,Assam,ABHAYAPURI SOUTH,INC,,22311,M,1,2,FALSE,FALSE,32.58,693,1.01,,,1,2
AEAS187120,10,0,1996,CHANDAN KUMAR SARKAR,,Assam,ABHAYAPURI SOUTH,INC,INC,16977,M,2,2,FALSE,TRUE,22.24,5349,7.01,,,1,2
AEAS187195,10,0,1996,PABINDRA DEKA,,Assam,PATACHARKUCHI,INC,,6148,M,2,1,FALSE,FALSE,9.44,295,0.45,,,,1
AEAS187242,9,0,1991,JYOTI PRASAD DAS,,Assam,BOKO,NAGP,,25439,M,2,2,FALSE,FALSE,32.75,19665,25.32,,,1,2
AEAS187242,10,0,1996,JYOTI PRASAD DAS,,Assam,BOKO,AGP,NAGP,49263,M,1,2,TRUE,FALSE,56.59,14271,16.39,,,1,2
AEAS187337,8,0,1985,THANESWAR BORO,,Assam,RANGIYA,IND,,31447,M,1,3,FALSE,FALSE,48.35,9897,15.22,,,3,3
AEAS187337,9,0,1991,THANESWAR BARO,,Assam,RANGIYA,AGP,IND,27209,M,1,3,FALSE,TRUE,35.88,9103,12,,,3,3
AEAS187337,10,0,1996,THANESWAR BORO,,Assam,RANGIYA,AGP,AGP,43260,M,1,3,FALSE,TRUE,52.73,25766,31.41,,,3,3
AEAS187389,8,0,1985,DURGA DAS BORO,,Assam,PANERY,IND,,13236,M,1,3,FALSE,FALSE,27.01,2717,5.54,,,1,3
AEAS187389,9,0,1991,DURGA DAS BORO,,Assam,PANERY,AGP,IND,12330,M,3,3,FALSE,TRUE,19.66,2573,4.1,,,1,3
