pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
AEAS186815,10,1,2000,Nazrul Islam Choudhury,,Assam,KARIMGANJNORTH,IND,,8381,M,4,3,FALSE,FALSE,9.73,7775,9.02,,,3
AEAS186815,11,0,2001,NAZRUL ISLAM CHOUDHURY,,Assam,KARIMGANJ NORTH,IND,IND,9074,M,4,3,FALSE,FALSE,9.27,7325,7.48,,,3
AEAS186815,12,0,2006,NAZRUL ISLAM CHOUDHURY,GEN,Assam,KARIMGANJ NORTH,AGP,IND,9647,M,4,3,FALSE,FALSE,9.73,7392,7.46,44,,3
AEAS186969,12,0,2006,ATAUR RAHMAN MAZARBHUIYA,GEN,Assam,KATIGORA,AUDF,,35406,M,1,1,FALSE,FALSE,37.09,14464,15.15,53,1,1
AEAS187003,12,0,2006,DR.MANSING RONGPI,ST,Assam,BAITHALANGSO,INC,,39736,M,1,1,FALSE,FALSE,33.24,8848,7.4,48,1,1
AEAS187008,12,0,2006,ZABED ISLAM,GEN,Assam,MANKACHAR,INC,,36651,M,2,1,FALSE,FALSE,29.29,5856,4.68,37,,1
AEAS187019,9,0,1991,NAZIBUL UMAR,,Assam,DHUBRI,INC,,11742,M,3,4,FALSE,FALSE,16.61,5692,8.05,,2,4
AEAS187019,10,0,1996,NAZIBUL UMAR,,Assam,DHUBRI,INC,INC,30806,M,1,4,FALSE,FALSE,39.13,6904,8.77,,2,4
AEAS187019,11,0,2001,NAZIBUL UMAR.,,Assam,DHUBRI,INC,INC,45113,M,1,4,FALSE,TRUE,51.21,17331,19.67,,2,4
AEAS187019,12,0,2006,NAZIBUL UMAR,GEN,Assam,DHUBRI,INC,INC,5575,M,2,4,FALSE,TRUE,24.74,2973,13.19,59,2,4
AEAS187022,12,0,2006,RASUL HOQUE,GEN,Assam,DHUBRI,AUDF,,6305,M,1,1,FALSE,FALSE,27.98,730,3.24,35,1,1
AEAS187092,12,0,2006,CHANDAN BRAHMA,ST,Assam,SIDLI,IND,,57156,M,1,1,FALSE,FALSE,48.64,5653,4.81,35,1,1
AEAS187112,8,0,1985,ABDUL HAI NAGARI,,Assam,ABHAYAPURI NORTH,INC,,1690,M,5,5,FALSE,FALSE,3.14,1058,1.97,,1,5
AEAS187112,9,0,1991,ABDUL HAI NAGORI,,Assam,ABHAYAPURI NORTH,INC,INC,13044,M,2,5,FALSE,FALSE,21.53,1006,1.66,,1,5
AEAS187112,10,0,1996,ABDUL HAI NAGORI,,Assam,ABHAYAPURI NORTH,UMFA,INC,32773,M,2,5,TRUE,FALSE,46.1,31300,44.03,,1,5
AEAS187112,11,0,2001,ABDUL HAI NAGARI,,Assam,ABHAYAPURI NORTH,IND,UMFA,32774,M,2,5,FALSE,FALSE,41.45,26620,33.66,,1,5
AEAS187112,12,0,2006,ABDUL HAI NAGORI,GEN,Assam,ABHAYAPURI NORTH,INC,IND,48977,M,1,5,FALSE,FALSE,51.44,11447,12.02,50,1,5
AEAS187120,9,0,1991,CHANDAN KUMAR SARKAR,,Assam,ABHAYAPURI SOUTH,INC,,22311,M,1,4,FALSE,FALSE,32.58,693,1.01,,2,4
AEAS187120,10,0,1996,CHANDAN KUMAR SARKAR,,Assam,ABHAYAPURI SOUTH,INC,INC,16977,M,2,4,FALSE,TRUE,22.24,5349,7.01,,2,4
AEAS187120,11,0,2001,CHANDAN KUMAR SARKAR,,Assam,ABHAYAPURI SOUTH,INC,INC,45318,M,1,4,FALSE,FALSE,50.02,3633,4.01,,2,4
AEAS187120,12,0,2006,CHANDAN KUMAR SARKAR,SC,Assam,ABHAYAPURI SOUTH,INC,INC,26638,M,3,4,FALSE,TRUE,25.28,21762,20.66,49,2,4
AEAS187210,12,0,2006,ABDUL KHALEQUE,GEN,Assam,JANIA,INC,,26706,M,1,1,FALSE,FALSE,27.27,90,0.09,31,1,1
AEAS187242,9,0,1991,JYOTI PRASAD DAS,,Assam,BOKO,NAGP,,25439,M,2,4,FALSE,FALSE,32.75,19665,25.32,,2,4
AEAS187242,10,0,1996,JYOTI PRASAD DAS,,Assam,BOKO,AGP,NAGP,49263,M,1,4,TRUE,FALSE,56.59,14271,16.39,,2,4
AEAS187242,11,0,2001,JYOTI PRASAD DAS,,Assam,BOKO,AGP,AGP,32798,M,2,4,FALSE,TRUE,33.08,26823,27.05,,2,4
AEAS187242,12,0,2006,JYOTI PRASAD DAS,SC,Assam,BOKO,AGP,AGP,61578,M,1,4,FALSE,FALSE,46.13,9141,6.85,51,2,4
AEAS187247,12,0,2006,REKIBUDDIN AHMED,GEN,Assam,CHAYGAON,INC,,43818,M,2,1,FALSE,FALSE,38.48,39117,34.35,32,,1
AEAS187251,11,0,2001,PRANAB KALITA,,Assam,PALASBARI,IND,,30943,M,1,2,FALSE,FALSE,37.3,635,0.77,,2,2
AEAS187251,12,0,2006,PRANAB KALITA,GEN,Assam,PALASBARI,IND,IND,49789,M,1,2,FALSE,TRUE,47.25,11331,10.75,42,2,2
AEAS187252,12,0,2006,NAVAJYOTI TALUKDAR,GEN,Assam,PALASBARI,NCP,,6811,M,4,1,FALSE,FALSE,6.46,5869,5.57,37,,1
AEAS187325,12,0,2006,OMAR RASHID,GEN,Assam,KAMALPUR,AUDF,,15037,M,4,1,FALSE,FALSE,14.07,2718,2.54,38,,1
AEAS187337,8,0,1985,THANESWAR BORO,,Assam,RANGIYA,IND,,31447,M,1,5,FALSE,FALSE,48.35,9897,15.22,,3,5
AEAS187337,9,0,1991,THANESWAR BARO,,Assam,RANGIYA,AGP,IND,27209,M,1,5,FALSE,TRUE,35.88,9103,12,,3,5
AEAS187337,10,0,1996,THANESWAR BORO,,Assam,RANGIYA,AGP,AGP,43260,M,1,5,FALSE,TRUE,52.73,25766,31.41,,3,5
AEAS187337,11,0,2001,THANESWAR BARO,,Assam,RANGIYA,AGP,AGP,28685,M,3,5,FALSE,TRUE,30.22,28162,29.67,,3,5
AEAS187337,12,0,2006,THANESWAR BORO,ST,Assam,RANGIYA,AGP,AGP,27107,M,3,5,FALSE,FALSE,23.66,21530,18.79,65,3,5
AEAS187389,8,0,1985,DURGA DAS BORO,,Assam,PANERY,IND,,13236,M,1,4,FALSE,FALSE,27.01,2717,5.54,,1,4
AEAS187389,9,0,1991,DURGA DAS BORO,,Assam,PANERY,AGP,IND,12330,M,3,4,FALSE,TRUE,19.66,2573,4.1,,1,4
AEAS187389,10,0,1996,DURGA DAS BORO,,Assam,PANERY,AGP,AGP,17399,M,3,4,FALSE,FALSE,25.19,15394,22.29,,1,4
AEAS187389,12,0,2006,DURGA DAS BORO,ST,Assam,PANERY,AGP,AGP,17663,M,3,4,FALSE,FALSE,21.06,11320,13.5,47,1,4
AEAS187463,11,0,2001,TANKA BAHADUR RAI,,Assam,BARCHALLA,INC,,26567,M,1,2,FALSE,FALSE,35.79,9112,12.28,,2,2
AEAS187463,12,0,2006,TANKA BAHADUR RAI,GEN,Assam,BARCHALLA,INC,INC,34461,M,1,2,FALSE,TRUE,35.33,922,0.95,55,2,2
AEAS187467,8,0,1985,BRINDABON GOSWAMI,,Assam,TEZPUR,IND,,33645,M,1,5,FALSE,FALSE,59.01,20120,35.29,,4,5
AEAS187467,9,0,1991,BRINDABON GOSWAMI,,Assam,TEZPUR,NAGP,IND,16115,M,2,5,FALSE,TRUE,27.23,11249,19.01,,4,5
AEAS187467,10,0,1996,BRINDABON GOSWAMI,,Assam,TEZPUR,AGP,NAGP,30706,M,1,5,TRUE,FALSE,44.68,1833,2.67,,4,5
AEAS187467,11,0,2001,BRINDABAN GOSWAMI,,Assam,TEZPUR,AGP,AGP,30030,M,1,5,FALSE,TRUE,38.61,994,1.28,,4,5
AEAS187467,12,0,2006,BRINDABAN GOSWAMI,GEN,Assam,TEZPUR,AGP,AGP,53274,M,1,5,FALSE,TRUE,50.75,8424,8.02,57,4,5
AEAS187476,10,0,1996,BHIMANANDA TANTI,,Assam,RANGAPARA,INC,,32555,M,1,3,FALSE,FALSE,47.67,14105,20.65,,2,3
AEAS187476,11,0,2001,BHIMA TANTI,,Assam,RANGAPARA,INC,INC,40043,M,1,3,FALSE,TRUE,51.28,22579,28.91,,2,3
