pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
AEBH104264,7,0,1977,LALCHAND MAHTO,,Bihar,DUMRI,JNP,,16867,M,1,1,FALSE,FALSE,53.21,11630,36.69,,1,1
AEBR26211,5,0,1969,JANAK YADAV,,Bihar,CHAPRA,PSP,,18747,M,1,3,FALSE,FALSE,32.34,1009,1.74,,2,3
AEBR26211,6,0,1972,JANAK YADAV,,Bihar,CHAPRA,INC,PSP,30240,M,1,3,TRUE,TRUE,43.43,7068,10.15,,2,3
AEBR26211,7,0,1977,JANAK YADAV,,Bihar,CHAPRA,IND,INC,14978,M,2,3,FALSE,TRUE,23.49,1244,1.95,,2,3
AEBR27706,6,0,1972,ANUP LAL YADAB,,Bihar,TRIBENIGANJ,SOP,,26415,M,1,2,FALSE,FALSE,43.11,8713,14.22,,2,2
AEBR27706,7,0,1977,ANUP LAL YADAV,,Bihar,TRIBENIGANJ,JNP,SOP,39164,M,1,2,TRUE,TRUE,58.37,15570,23.2,,2,2
AEBR29282,5,0,1969,CHANDRADEO PRASAD HIMANSU,,Bihar,RAJGIR,CPI,,12347,M,3,3,FALSE,FALSE,21.87,11391,20.17,,1,3
AEBR29282,6,0,1972,CHANDRADEO PRASAD HIMANSU,,Bihar,RAJGIR,CPI,CPI,29423,M,1,3,FALSE,FALSE,42.24,4884,7.01,,1,3
AEBR29282,7,0,1977,CHANDRADEO PRASAD HAMANSU,,Bihar,RAJGIR,CPI,CPI,25097,M,2,3,FALSE,TRUE,32.71,23255,30.31,,1,3
AEBR30321,6,0,1972,LAL MUNI CHAUBEY,,Bihar,CHAINPUR,BJS,,19642,M,1,2,FALSE,FALSE,37.39,9169,17.45,,2,2
AEBR30321,7,0,1977,LALMUNI CHOUBEY,,Bihar,CHAINPUR,JNP,BJS,31831,M,1,2,TRUE,TRUE,60.9,18162,34.75,,2,2
AEBR30932,5,0,1969,BABU LAL,,Bihar,RAJAULI,BJS,,20241,M,1,3,FALSE,FALSE,44.95,5272,11.71,,2,3
AEBR30932,6,0,1972,BABU LAL,,Bihar,RAJAULI,BJS,BJS,15530,M,2,3,FALSE,TRUE,32.09,10253,21.19,,2,3
AEBR30932,7,0,1977,BABU LAL,,Bihar,RAJAULI,IND,BJS,42314,M,1,3,FALSE,FALSE,62.8,22188,32.93,,2,3
AEBR31703,5,0,1969,GHANSHYAM MAHTO,,Bihar,ICHAGARH,FBL,,9712,M,1,4,FALSE,FALSE,35.43,1805,6.58,,2,3
AEBR31703,6,0,1972,GHANSHYAM MAHTO,,Bihar,ICHAGARH,FBL,FBL,7560,M,2,4,FALSE,TRUE,21.68,2627,7.53,,2,3
AEBR31703,7,0,1977,GHANSYAM MAHTO,,Bihar,ICHAGARH,IND,FBL,12783,M,1,4,FALSE,FALSE,46.6,8566,31.23,,2,3
AEBR31703,7,0,1977,GHANSHYAM MAHTO,,Bihar,ICHAGARH,INC,IND,1801,M,6,4,FALSE,FALSE,6.57,1109,4.04,,2,3
AEBR34482,7,0,1977,CHANDRA MOULESHWAR SINGH LALAN,,Bihar,BELHAR,IND,,8185,M,2,1,FALSE,FALSE,20,1715,4.19,,,1
AEBR37140,6,0,1972,NALINI RANJAN SINHA,,Bihar,KANTI,SUC,,8828,M,3,2,FALSE,FALSE,16.11,1847,3.37,,,2
AEBR37140,7,0,1977,NALINI RANJAN SINGH,,Bihar,KANTI,SUC,SUC,10642,M,2,2,FALSE,FALSE,24.04,5030,11.36,,,2
AEBR37316,7,0,1977,DEO NARAYAN YADAV,,Bihar,BABUBARHI,JNP,,30613,M,1,1,FALSE,FALSE,52.45,6852,11.74,,1,1
AEBR39779,7,0,1977,KANCHAN BAITHA,,Bihar,BAGHA,JNP,,18825,M,2,1,FALSE,FALSE,35.65,16906,32.02,,,1
AEBR39781,7,0,1977,ARJUN BIKRAM SHAH,,Bihar,RAMNAGAR,INC,,27235,M,1,1,FALSE,FALSE,54.17,14915,29.67,,1,1
AEBR39782,7,0,1977,CHANDER MOHAN PD. RAI,,Bihar,RAMNAGAR,JNP,,12320,M,2,1,FALSE,FALSE,24.5,8516,16.94,,,1
AEBR39796,7,0,1977,FAIYAZUL AZAM,,Bihar,SIKTA,INC,,28324,M,1,1,FALSE,FALSE,58.72,18907,39.2,,1,1
AEBR39804,7,0,1977,VISHWA MOHAN SHARMA,,Bihar,LAURIA,INC,,14873,M,1,1,FALSE,FALSE,32.86,8394,18.55,,1,1
AEBR39805,7,0,1977,BINAY SHANKAR SINGH,,Bihar,LAURIA,JNP,,6479,M,2,1,FALSE,FALSE,14.32,1623,3.59,,,1
AEBR39814,7,0,1977,BIRWAL SHARMA,,Bihar,CHUNPATIA,CPI,,19306,M,2,1,FALSE,FALSE,44.75,17960,41.63,,,1
AEBR39820,7,0,1977,MADAN LAL SINHANIA,,Bihar,BETTIAH,JNP,,24877,M,2,1,FALSE,FALSE,43.52,23524,41.16,,,1
AEBR39841,7,0,1977,BHUPNARAIN SINGH,,Bihar,SUGAULI,CPI,,12934,M,2,1,FALSE,FALSE,23,1023,1.82,,,1
AEBR39842,7,0,1977,SUKHDEO PRASAD YADAV,,Bihar,SUGAULI,INC,,11911,M,3,1,FALSE,FALSE,21.18,2642,4.7,,,1
AEBR39849,7,0,1977,RAGHUNATH GUPTA,,Bihar,MOTIHARI,JNP,,13829,M,2,1,FALSE,FALSE,26.67,5088,9.81,,,1
AEBR39852,7,0,1977,SHAMIM UDDIN HASHIMI,,Bihar,ADAPUR,JNP,,11991,M,2,1,FALSE,FALSE,22.65,2369,4.47,,,1
AEBR39863,7,0,1977,SIYARAM THAKUR,,Bihar,DHAKA,JNP,,33686,M,1,1,FALSE,FALSE,44.3,11884,15.63,,1,1
AEBR39875,7,0,1977,RUP LAL RAI,,Bihar,MADHUBAN,INC,,16962,M,1,1,FALSE,FALSE,28.11,3825,6.34,,1,1
AEBR39888,7,0,1977,BRAHAMDEO RAM SHASTRI,,Bihar,PIPRA,JNP,,15491,M,2,1,FALSE,FALSE,39.99,14062,36.3,,,1
AEBR39895,7,0,1977,RAI HARISHANKAR SHARMA,,Bihar,KESARIYA,JNP,,24178,M,2,1,FALSE,FALSE,43.11,23045,41.09,,,1
AEBR39899,7,0,1977,MD. HEDAYATULLAH KHAN,,Bihar,HARSIDHI,INC,,20289,M,2,1,FALSE,FALSE,33.31,2146,3.52,,,1
AEBR39900,7,0,1977,DURGA DUTT PRASAD,,Bihar,HARSIDHI,CPI,,18143,M,3,1,FALSE,FALSE,29.79,17835,29.28,,,1
AEBR39903,7,0,1977,MADAN MOHAN PRASAD SINGH,,Bihar,GOBINDGANJ,JNP,,27230,M,2,1,FALSE,FALSE,38.74,26357,37.5,,,1
AEBR39905,7,0,1977,NAGINA RAI,,Bihar,KATEYA,INC,,39695,M,1,1,FALSE,FALSE,59.22,15649,23.35,,1,1
AEBR39906,7,0,1977,RAJMANGAL MISHRA,,Bihar,KATEYA,JNP,,24046,M,2,1,FALSE,FALSE,35.87,22782,33.99,,,1
AEBR39911,7,0,1977,JAMUNA RAM,,Bihar,BHORE,JNP,,26150,M,1,1,FALSE,FALSE,62.3,17443,41.56,,1,1
AEBR39912,7,0,1977,ALGU RAM,,Bihar,BHORE,INC,,8707,M,2,1,FALSE,FALSE,20.74,4761,11.34,,,1
AEBR39917,7,0,1977,BHAVESH CHANDRA PRASAD,,Bihar,MIRGANJ,JNP,,21965,M,1,1,FALSE,FALSE,42.72,5073,9.87,,1,1
AEBR39926,7,0,1977,RADHIKA DEVI,,Bihar,GOPALGANJ,JNP,,16791,F,1,1,FALSE,FALSE,30.71,3959,7.24,,1,1
AEBR39928,7,0,1977,RAM DULARI SINHA,,Bihar,GOPALGANJ,INC,,6365,F,3,1,FALSE,FALSE,11.64,21,0.04,,,1
AEBR39936,7,0,1977,AHDUL GHAFOOR,,Bihar,BARAULI,INC,,28702,M,1,1,FALSE,FALSE,54.21,6350,11.99,,1,1
AEBR39937,7,0,1977,MOHAMMAD RASOOL,,Bihar,BARAULI,JNP,,22352,M,2,1,FALSE,FALSE,42.22,21165,39.98,,,1
AEBR39941,7,0,1977,BRAJ KISHORE NARAIN SINGH,,Bihar,BAIKUNTHPUR,JNP,,36146,M,1,1,FALSE,FALSE,63.36,20508,35.95,,1,1
AEBR39945,7,0,1977,VIDYA BHAUSHAN SINGH,,Bihar,BASANTPUR,JNP,,32277,M,1,1,FALSE,FALSE,47.01,3581,5.22,,1,1
AEBR39946,7,0,1977,MANIK CHAND RAI,,Bihar,BASANTPUR,IND,,28696,M,2,1,FALSE,FALSE,41.79,25255,36.78,,,1
AEBR39947,7,0,1977,TARKESHWAR NATH SINGH,,Bihar,BASANTPUR,INC,,3441,M,3,1,FALSE,FALSE,5.01,1560,2.27,,,1
AEBR39956,7,0,1977,INDRADEO PRASAD,,Bihar,GOREAKOTHI,JNP,,22436,M,2,1,FALSE,FALSE,36.57,18677,30.45,,,1
AEBR39957,7,0,1977,ABDUL JALIL,,Bihar,GOREAKOTHI,CPI,,3759,M,3,1,FALSE,FALSE,6.13,2180,3.55,,,1
AEBR39962,7,0,1977,GHULAM SARWAR,,Bihar,SIWAN,JNP,,21981,M,1,1,FALSE,FALSE,39.52,8112,14.59,,1,1
AEBR39963,7,0,1977,SEROJUL HAGUE,,Bihar,SIWAN,INC,,13869,M,2,1,FALSE,FALSE,24.94,2785,5.01,,,1
AEBR39973,7,0,1977,RAM NARAYAN RAM,,Bihar,MAIRWA,INC,,7798,M,2,1,FALSE,FALSE,16.94,5934,12.89,,,1
AEBR39980,7,0,1977,RAMAYAN CHOUDHARY,,Bihar,DARAULI,JNP,,15331,M,2,1,FALSE,FALSE,31.96,10586,22.07,,,1
AEBR39987,7,0,1977,BIPENDRA KUMAR VERMA,,Bihar,ZIRADEI,JNP,,14915,M,2,1,FALSE,FALSE,33.33,8337,18.63,,,1
AEBR39996,7,0,1977,UMA SHANKAR SINGH,,Bihar,MAHARAJGANJ,JNP,,37657,M,1,1,FALSE,FALSE,59.17,26480,41.61,,1,1
AEBR39997,7,0,1977,NAND KISHORE SINGH,,Bihar,MAHARAJGANJ,IND,,11177,M,2,1,FALSE,FALSE,17.56,4665,7.33,,,1
AEBR39998,7,0,1977,DEVENDRA KUMAR,,Bihar,MAHARAJGANJ,INC,,6512,M,3,1,FALSE,FALSE,10.23,447,0.7,,,1
