pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEAR100001,5,0,1995,SOTAI KRI,,Arunachal_Pradesh,TEZU,BJP,,2769,M,2,3,FALSE,FALSE,32.52,1718,20.18,,,,3
AEAR100001,6,0,1999,SOTAI KRI,,Arunachal_Pradesh,LEKANG,BJP,BJP,4730,M,2,3,FALSE,FALSE,46.32,0,0,,,,3
AEAR100001,7,0,2004,SOTAI KRI,ST,Arunachal_Pradesh,LEKANG,BJP,BJP,1457,M,3,3,FALSE,FALSE,14.91,580,5.94,41,,,3
AEAR100005,6,0,1999,WANGLIN LOWANGDONG,,Arunachal_Pradesh,BORDURIA- BAGAPANI,IND,,2276,M,2,2,FALSE,FALSE,49.86,0,0,,,1,2
AEAR100005,7,0,2004,WANGLIN LOWANGDONG,ST,Arunachal_Pradesh,BORDURIA- BOGAPANI,IND,IND,2909,M,1,2,FALSE,FALSE,59.51,930,19.03,48,,1,2
AEAR100008,6,0,1999,LOKAM TASAR,,Arunachal_Pradesh,KOLORIANG,AC,,159,M,2,2,FALSE,FALSE,2.33,0,0,,,1,2
AEAR100008,7,0,2004,LOKAM TASAR,ST,Arunachal_Pradesh,KOLORIANG,IND,AC,3823,M,1,2,FALSE,FALSE,51.54,229,3.09,43,,1,2
AEAR100014,4,0,1990,NINONG ERING,,Arunachal_Pradesh,PASIGHAT EAST,IND,,2830,M,1,4,FALSE,FALSE,35.53,84,1.05,,,2,4
AEAR100014,5,0,1995,NINONG ERING,,Arunachal_Pradesh,PASIGHAT EAST,IND,IND,3907,M,2,4,FALSE,TRUE,39.14,3366,33.72,,,2,4
AEAR100014,6,0,1999,NINONG ERING,,Arunachal_Pradesh,PASIGHAT EAST,INC,IND,6302,M,1,4,FALSE,FALSE,58.17,1952,18.02,,,2,4
AEAR100014,7,0,2004,NINONG ERING,ST,Arunachal_Pradesh,PASIGHAT EAST,INC,INC,4145,M,2,4,FALSE,TRUE,37.29,2549,22.93,46,,2,4
AEAR100020,6,0,1999,TAPANG TALOH,,Arunachal_Pradesh,PANGIN,BJP,,3204,M,2,2,FALSE,FALSE,37.54,2046,23.97,,,1,2
AEAR100020,7,0,2004,TAPANG TALOH,ST,Arunachal_Pradesh,PANGIN,BJP,BJP,5163,M,1,2,FALSE,FALSE,54.7,888,9.41,38,,1,2
AEAR36208,7,0,2004,LAETA UMBREY,ST,Arunachal_Pradesh,ROING,BJP,,2500,M,2,2,FALSE,FALSE,39.45,0,0,48,,1,1
AEAR36208,7,1,2006,LAETA UMBREY,,Arunachal_Pradesh,Roing,IND,BJP,4572,M,1,2,FALSE,FALSE,50.77,465,5.16,,,1,1
AEAR80954,3,0,1984,JAPU DERU,,Arunachal_Pradesh,BOMDILA,PPA,,1894,M,1,5,FALSE,FALSE,36.03,157,2.99,,,4,5
AEAR80954,4,0,1990,JAPU DERU,,Arunachal_Pradesh,BOMDILA,INC,PPA,2839,M,1,5,TRUE,TRUE,58.57,831,17.14,,,4,5
AEAR80954,5,0,1995,JAPU DERU,,Arunachal_Pradesh,BOMDILA,INC,INC,3358,M,1,5,FALSE,TRUE,56.96,821,13.93,,,4,5
AEAR80954,6,0,1999,JAPU DERU,,Arunachal_Pradesh,BOMDILA,INC,INC,2515,M,1,5,FALSE,TRUE,44.68,360,6.4,,,4,5
AEAR80954,7,0,2004,JAPU DERU,ST,Arunachal_Pradesh,BOMDILA,INC,INC,2417,M,2,5,FALSE,TRUE,38.16,1598,25.23,45,,4,5
AEAR80955,5,0,1995,R.T. KHUNJUJU,,Arunachal_Pradesh,BOMDILA,IND,,2537,M,2,3,FALSE,FALSE,43.04,0,0,,,1,3
AEAR80955,6,0,1999,R.T. KHUNJUJU,,Arunachal_Pradesh,BOMDILA,IND,IND,2155,M,2,3,FALSE,FALSE,38.28,1196,21.25,,,1,3
AEAR80955,7,0,2004,R.T. KHUNJUJU,ST,Arunachal_Pradesh,BOMDILA,BJP,IND,2955,M,1,3,FALSE,FALSE,46.65,538,8.49,41,,1,3
AEAR80956,7,0,2004,KUMAR WAII,ST,Arunachal_Pradesh,BAMENG,INC,,3860,M,1,1,FALSE,FALSE,52.96,432,5.93,34,,1,1
AEAR80980,7,0,2004,BAMANG FELIX,ST,Arunachal_Pradesh,NYAPIN,AC,,3615,M,2,1,FALSE,FALSE,43.61,2734,32.98,39,,,1
AEAR80982,7,0,2004,GICHAK THAJI KIOGI,ST,Arunachal_Pradesh,TALI,BJP,,2645,M,2,1,FALSE,FALSE,45.6,0,0,29,,,1
AEAR80985,4,0,1990,TANGA BYALING,,Arunachal_Pradesh,NACHO,IND,,2337,M,1,4,FALSE,FALSE,41,303,5.32,,,3,4
AEAR80985,5,0,1995,TANGA BYALING,,Arunachal_Pradesh,NACHO,JD,IND,1624,M,2,4,FALSE,TRUE,35.88,662,14.63,,,3,4
AEAR80985,6,0,1999,TANGA BYALING,,Arunachal_Pradesh,NACHO,INC,JD,2646,M,1,4,TRUE,FALSE,47.86,811,14.67,,,3,4
AEAR80985,7,0,2004,TANGA BYALING,ST,Arunachal_Pradesh,NACHO,INC,INC,3235,M,1,4,FALSE,TRUE,51.34,1716,27.23,58,,3,4
AEAR80990,7,0,2004,NIDO PAVITRA,ST,Arunachal_Pradesh,RAGA,IND,,4258,M,1,1,FALSE,FALSE,39.58,1229,11.43,42,,1,1
AEAR80998,1,0,1978,LIUM RONYA,,Arunachal_Pradesh,ALONG NORTH,PPA,,3394,M,1,7,FALSE,FALSE,51.13,1526,22.99,,,5,7
AEAR80998,2,0,1980,LIJUM RONYA,,Arunachal_Pradesh,ALONG NORTH,PPA,PPA,3157,M,2,7,FALSE,TRUE,48.81,0,0,,,5,7
AEAR80998,3,0,1984,LIJUM RONYA,,Arunachal_Pradesh,ALONG NORTH,BJP,PPA,2811,M,1,7,TRUE,FALSE,32.21,48,0.55,,,5,7
AEAR80998,4,0,1990,LIJUM RONYA,,Arunachal_Pradesh,LIROMOBA,INC,BJP,3194,M,1,7,TRUE,TRUE,52.46,299,4.91,,,5,7
AEAR80998,5,0,1995,LIJUM RONYA,,Arunachal_Pradesh,LIROMOBA,INC,INC,3566,M,1,7,FALSE,TRUE,63.38,1571,27.92,,,5,7
AEAR80998,6,0,1999,LIJUM RONYA,,Arunachal_Pradesh,LIROMOBA,INC,INC,4316,M,1,7,FALSE,TRUE,60.4,1486,20.79,,,5,7
AEAR80998,7,0,2004,LIJUM RONYA,ST,Arunachal_Pradesh,LIROMOBA,IND,INC,3965,M,2,7,FALSE,TRUE,46.55,3816,44.8,59,,5,7
AEAR81005,5,0,1995,GOJEN GADI,,Arunachal_Pradesh,BASAR,INC,,4360,M,2,3,FALSE,FALSE,44.74,4113,42.21,,,1,3
AEAR81005,6,0,1999,GOJEN GADI,,Arunachal_Pradesh,BASAR,IND,INC,3372,M,2,3,FALSE,FALSE,32.89,1413,13.78,,,1,3
AEAR81005,7,0,2004,SRI GOJEN GADI,ST,Arunachal_Pradesh,BASAR,IND,IND,7755,M,1,3,FALSE,FALSE,64.38,3464,28.76,50,,1,3
AEAR81012,7,0,2004,YOMTO JINI,ST,Arunachal_Pradesh,ALONG EAST,BJP,,3938,M,2,1,FALSE,FALSE,45.66,3855,44.7,34,,,1
AEAR81026,4,0,1990,TAKO EABI,,Arunachal_Pradesh,NARI-KOYU,JD,,1460,M,1,4,FALSE,FALSE,50.1,6,0.21,,,4,4
AEAR81026,5,0,1995,TAKO DABI,,Arunachal_Pradesh,NARI-KOYU,INC,JD,1947,M,1,4,TRUE,TRUE,49.86,221,5.66,,,4,4
AEAR81026,6,0,1999,TAKO DABI,,Arunachal_Pradesh,NARI-KOYU,INC,INC,2994,M,1,4,FALSE,TRUE,68,1591,36.13,,,4,4
AEAR81026,7,0,2004,TAKO DABI,ST,Arunachal_Pradesh,NARI-KOYU,INC,INC,1969,M,1,4,FALSE,TRUE,40.18,215,4.39,48,,4,4
AEAR81028,6,0,1999,TANGOR TAPAK,,Arunachal_Pradesh,PASIGHAT WEST,INC,,3759,M,1,2,FALSE,FALSE,48.84,1463,19.01,,,1,2
AEAR81028,7,0,2004,TANGOR TAPAK,ST,Arunachal_Pradesh,PASIGHAT WEST,BJP,INC,3651,M,2,2,TRUE,TRUE,42.73,0,0,42,,1,2
AEAR81030,6,0,1999,BOSIRAM SIRAM,,Arunachal_Pradesh,PASIGHAT EAST,BJP,,4350,M,2,2,FALSE,FALSE,40.15,4168,38.47,,,1,2
AEAR81030,7,0,2004,BOSIRAM SIRAM,ST,Arunachal_Pradesh,PASIGHAT EAST,BJP,BJP,5267,M,1,2,FALSE,FALSE,47.38,1122,10.09,38,,1,2
AEAR81031,4,0,1990,LOMBO TAYENG,,Arunachal_Pradesh,MEBO,INC,,2232,M,1,4,FALSE,FALSE,46.48,416,8.66,,,4,4
AEAR81031,5,0,1995,LOMBO TAYENG,,Arunachal_Pradesh,MEBO,INC,INC,2772,M,1,4,FALSE,TRUE,48.08,900,15.61,,,4,4
AEAR81031,6,0,1999,LOMBO TAYENG,,Arunachal_Pradesh,MEBO,INC,INC,3612,M,1,4,FALSE,TRUE,56.32,1220,19.02,,,4,4
