pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEAS197408,2,0,1978,WILLIAMSON A. SANGMA,,Meghalaya,BAGHMARA,INC,,3573,M,1,3,FALSE,FALSE,71.56,2658,53.23,,,3,3
AEAS197408,3,0,1983,WILLIAMSON A. SANGMA,,Meghalaya,BAGHMARA,INC,INC,4970,M,1,3,FALSE,TRUE,74.91,3784,57.03,,,3,3
AEAS197408,4,0,1988,WILLIAMSON A. SANGMA,,Meghalaya,BAGHMARA,INC,INC,5496,M,1,3,FALSE,TRUE,65.99,2663,31.97,,,3,3
AEML1,1,0,1972,B. B. SHALLAM,,Meghalaya,JOWAI,AHL,,2907,M,1,4,FALSE,FALSE,49.14,1165,19.69,,,1,4
AEML1,2,0,1978,B.BLOOMING SHALLAM,,Meghalaya,NONGBAH-WAHIAJER,INC,AHL,1709,M,2,4,TRUE,TRUE,21.05,627,7.72,,,1,4
AEML1,3,0,1983,B. BLOOMING SHALLAM,,Meghalaya,NONGBAH-WAHIAJER,IND,INC,674,M,6,4,FALSE,FALSE,7.62,340,3.84,,,1,4
AEML1,4,0,1988,B. BLOOMING SHALLAM,,Meghalaya,NONGBAH-WAHIAJER,AHL(A),IND,709,M,5,4,FALSE,FALSE,5.71,397,3.2,,,1,4
AEML1003,4,0,1988,CHUNI CH. MARAK,,Meghalaya,SELSELLA,AHL(A),,146,M,4,1,FALSE,FALSE,1.74,60,0.72,,,,1
AEML1004,4,0,1988,JARNAS BANGSHALL,,Meghalaya,SELSELLA,HPU,,3456,M,2,1,FALSE,FALSE,41.22,2875,34.29,,,,1
AEML1007,4,1,1991,B.MARAK,,Meghalaya,TURA(ST),HPU,,1769,,3,1,FALSE,FALSE,12.43,0,0,,,,1
AEML1013,4,0,1988,PURNO A. SANGMA,,Meghalaya,TURA,INC,,7003,M,1,1,FALSE,FALSE,48.61,1509,10.47,,,1,1
AEML1015,4,0,1988,JINJAR N. SANGMA,,Meghalaya,CHOKPOT,INC,,2927,M,2,1,FALSE,FALSE,37.27,1116,14.21,,,,1
AEML102,1,0,1972,Y. FULLER LYNGDOH MAWNAI,,Meghalaya,MAIRANG,IND,,2009,M,1,4,FALSE,FALSE,58.22,802,23.24,,,3,4
AEML102,2,0,1978,FULLER LYNGDOH MAWNAI,,Meghalaya,MAIRANG,HPD,IND,3496,M,1,4,FALSE,TRUE,52.75,1668,25.17,,,3,4
AEML102,3,0,1983,FULLER LYNGDOH MAWNAI,,Meghalaya,MAIRANG,HPD,HPD,2179,M,2,4,FALSE,TRUE,23.95,906,9.96,,,3,4
AEML102,4,0,1988,FULLER LYNGDON MAWNAI,,Meghalaya,MAIRANG,HPD,HPD,6303,M,1,4,FALSE,FALSE,51.37,559,4.56,,,3,4
AEML1025,4,0,1988,MOUNTBATTEN SANGMA,,Meghalaya,DALU,INC,,2746,M,1,1,FALSE,FALSE,34.48,823,10.33,,,1,1
AEML1031,4,0,1988,FINDINA K. MARAK,,Meghalaya,RANGSAKONA,AHL(A),,1464,F,4,1,FALSE,FALSE,16.06,0,0,,,,1
AEML1040,4,0,1988,METTALSON SANGMA,,Meghalaya,SALMANPURA,HPU,,2396,M,2,1,FALSE,FALSE,24.9,1134,11.78,,,,1
AEML1041,4,0,1988,GOPINATH SANGMA,,Meghalaya,SALMANPURA,INC,,1262,M,3,1,FALSE,FALSE,13.11,10,0.1,,,,1
AEML1044,4,0,1988,HARAKANTA BARMAN,,Meghalaya,MAHENDRAGANJ,INC,,4165,M,2,1,FALSE,FALSE,40.93,3861,37.94,,,,1
AEML1046,4,0,1988,BASINDRA S. SANGMA,,Meghalaya,MAHENDRAGANJ,AHL(A),,75,M,4,1,FALSE,FALSE,0.74,16,0.16,,,,1
AEML109,1,0,1972,FRANCIS K. MAWLOT,,Meghalaya,NONGSTOIN,IND,,3630,M,1,4,FALSE,FALSE,82.71,2871,65.41,,,1,4
AEML109,2,0,1978,FRANCIS K. MAWLOT,,Meghalaya,NONGSTOIN,INC,IND,2413,M,2,4,FALSE,TRUE,24.93,1425,14.72,,,1,4
AEML109,3,0,1983,K. MAWLOT,,Meghalaya,NONGSTOIN,IND,INC,2262,M,2,4,FALSE,FALSE,21,128,1.19,,,1,4
AEML109,4,0,1988,FRANCIS K. MAWLOT,,Meghalaya,NONGSTOIN,INC,IND,5487,M,2,4,FALSE,FALSE,42.42,4641,35.88,,,1,4
AEML11,1,0,1972,NIHON KSIH,,Meghalaya,RYMBAI,AHL,,2726,M,2,4,FALSE,FALSE,43.4,0,0,,,1,4
AEML11,2,0,1978,NIHON KSIH,,Meghalaya,RYMBAI,INC,AHL,2858,M,2,4,TRUE,FALSE,31.13,1364,14.86,,,1,4
AEML11,3,0,1983,NIHON KSIH,,Meghalaya,RYMBAI,AHL,INC,4157,M,1,4,TRUE,FALSE,37,609,5.42,,,1,4
