pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AENL100,12,0,2013,KHRIEHU LIEZIETSU,ST,Nagaland,NORTHERN ANGAMI-I,NPF,,8232,M,1,1,FALSE,FALSE,57.55,2160,15.1,47,,1,1
AENL1024,6,0,1987,NKHOA,,Nagaland,SANIS,NND,,2558,M,2,5,FALSE,FALSE,37.71,1184,17.46,,,1,5
AENL1024,7,0,1989,NKHAO LOTHA,,Nagaland,SANIS,NPC,NND,2658,M,2,5,TRUE,FALSE,37.2,1130,15.81,,,1,5
AENL1024,10,0,2003,SHRI: NKHAO LOTHA,,Nagaland,SANIS,NPF,NPC,5168,M,1,5,TRUE,FALSE,26.75,37,0.19,,,1,5
AENL1024,11,0,2008,NKHAO LOTHA,ST,Nagaland,SANIS,RJD,NPF,3507,M,4,5,TRUE,TRUE,15.6,896,3.99,65,,1,5
AENL1024,12,0,2013,NKHAO LOTHA,ST,Nagaland,SANIS,RJD,RJD,5413,M,2,5,FALSE,FALSE,24.95,1372,6.32,70,,1,5
AENL104,6,0,1987,NEIPHIU RIO,,Nagaland,NORTHERN ANGAMI-II,IND,,1928,M,2,7,FALSE,FALSE,21.93,80,0.91,,,6,7
AENL104,7,0,1989,NEIPHIU RIO,,Nagaland,NORTHERN ANGAMI-II,INC,IND,4366,M,1,7,FALSE,FALSE,51.8,303,3.59,,,6,7
AENL104,8,0,1993,NEIPHIU,,Nagaland,NORTHERN ANGAMI-II,INC,INC,5411,M,1,7,FALSE,TRUE,45.17,1100,9.18,,,6,7
AENL104,9,0,1998,NEIPHIU RIO,,Nagaland,NORTHERN ANGAMI-II,INC,INC,0,M,1,7,FALSE,TRUE,,0,,,,6,7
AENL104,10,0,2003,SHRI: NEIPHI-U RIO,,Nagaland,NORTHERN ANGAMI-II,NPF,INC,9882,M,1,7,TRUE,TRUE,67.6,6067,41.5,,,6,7
AENL104,11,0,2008,NEIPHIU RIO,ST,Nagaland,NORTHERN ANGAMI-II,NPF,NPF,13641,M,1,7,FALSE,TRUE,82.57,10761,65.14,57,,6,7
AENL104,12,0,2013,NEIPHIU RIO,ST,Nagaland,NORTHERN ANGAMI-II,NPF,NPF,15305,M,1,7,FALSE,TRUE,85.32,12671,70.63,62,,6,7
