pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
AEPY81733,10,0,2001,LAKSHMINARAYANAN .K.,,Puducherry,CASSICADE,PMC,,4875,M,1,3,FALSE,FALSE,51.52,1778,18.79,,3,3
AEPY81733,11,0,2006,K. LAKSHMINARAYANAN,GEN,Puducherry,CASSICADE,PMC,PMC,4942,M,1,3,FALSE,TRUE,49.05,216,2.14,45,3,3
AEPY81733,12,0,2011,K. LAKSHMINARAYANAN,GEN,Puducherry,RAJ BHAVAN,INC,PMC,11398,M,1,3,TRUE,TRUE,59.57,7071,36.96,51,3,3
AEPY81745,9,1,1999,Annibal Kennedy,,Puducherry,BUSSY,DMK,,,M,2,4,FALSE,FALSE,,0,,,1,4
AEPY81745,10,0,2001,ANNIBAL KENNEDY,,Puducherry,BUSSY,DMK,DMK,3087,M,1,4,FALSE,FALSE,63.77,2183,45.09,,1,4
AEPY81745,11,0,2006,ANNIBAL KENNEDY,GEN,Puducherry,BUSSY,DMK,DMK,1952,M,2,4,FALSE,TRUE,43.6,1902,42.48,41,1,4
AEPY81745,12,0,2011,ANNIBAL KENNEDY,GEN,Puducherry,OUPALAM,DMK,DMK,6122,M,3,4,FALSE,FALSE,27.35,5963,26.63,46,1,4
AEPY81802,11,0,2006,T. DJEAMOURTHY.,GEN,Puducherry,ARIANKUPPAM,PMC,,11512,M,2,2,FALSE,FALSE,44.5,11027,42.63,46,,2
AEPY81802,12,0,2011,T.DJEAMOURTHY,GEN,Puducherry,ARIANKUPPAM,INC,PMC,10750,M,2,2,TRUE,FALSE,39.47,8169,29.99,52,,2
AEPY81917,11,0,2006,MANCHALA SATYA SAI KUMAR,GEN,Puducherry,YANAM,ADMK,,114,M,4,2,FALSE,FALSE,0.63,27,0.15,40,,2
AEPY81917,12,0,2011,MANCHALA SATYA SAI KUMAR,GEN,Puducherry,YANAM,ADMK,ADMK,4867,M,2,2,FALSE,FALSE,16.43,4713,15.91,45,,2
AEPY81926,12,0,2011,T.P.R. SELVAM,GEN,Puducherry,MANNADIPET,AINRC,,12412,M,1,1,FALSE,FALSE,49.56,4716,18.83,39,1,1
AEPY81927,12,0,2011,K.P.K. ARUL MURUGAN,GEN,Puducherry,MANNADIPET,PMK,,7696,M,2,1,FALSE,FALSE,30.73,3614,14.43,35,,1
AEPY81939,12,0,2011,P. KARTHIKEYAN,SC,Puducherry,OUSSUDU,AINRC,,13327,M,1,1,FALSE,FALSE,58.78,5158,22.75,35,1,1
AEPY81947,7,0,1990,P. ANANDA BASKARAN,,Puducherry,VILLENOUR,INC,,8442,M,1,5,FALSE,FALSE,54.3,3736,24.03,,2,5
AEPY81947,8,0,1991,P. ANANDABASKARAN,,Puducherry,VILLENOUR,INC,INC,8190,M,1,5,FALSE,TRUE,54.09,1450,9.58,,2,5
AEPY81947,9,0,1996,P. ANANDBASKARAN,,Puducherry,VILLENOUR,INC,INC,6509,M,2,5,FALSE,TRUE,34.43,6469,34.22,,2,5
AEPY81947,10,0,2001,ANANDA BASKARAN,,Puducherry,VILLENOUR,IND,INC,2926,M,3,5,FALSE,FALSE,14.3,2380,11.63,,2,5
AEPY81947,12,0,2011,P. ANANDABASKARAN,GEN,Puducherry,MANGALAM,AINRC,IND,11759,M,2,5,FALSE,FALSE,44.01,11454,42.87,63,2,5
