pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
AEMD84439,1,0,1971,M. PANNEERSELVAM,,Tamil_Nadu,AMBUR,DMK,,32937,M,1,5,FALSE,FALSE,55.17,11488,19.24,,4,5
AEMD84439,5,0,1989,PANNEERSELVAM M.,,Tamil_Nadu,SIRKALI,DMK,DMK,36512,M,1,5,FALSE,FALSE,40.78,22775,25.43,,4,5
AEMD84439,6,0,1991,PANNERSELVAM M.,,Tamil_Nadu,SIRKALI,DMK,DMK,28337,M,2,5,FALSE,TRUE,27.87,17406,17.12,,4,5
AEMD84439,7,0,1996,M. PANNEERSELVAM,,Tamil_Nadu,SIRKALI,DMK,DMK,63975,M,1,5,FALSE,FALSE,59.25,29694,27.5,,4,5
AEMD84439,9,0,2006,PANNERSELVAM.M,SC,Tamil_Nadu,SIRKALI,DMK,DMK,58609,M,1,5,FALSE,FALSE,47.34,3791,3.06,51,4,5
AETN186787,8,1,2005,Vijayakumar KS,,Tamil_Nadu,Gummidipundi,AIADMK,,83717,M,1,2,FALSE,FALSE,56.94,27163,18.48,,2,2
AETN186787,9,0,2006,VIJAYAKUMAR.K.S,GEN,Tamil_Nadu,GUMMIDIPUNDI,AIADMK,AIADMK,63147,M,1,2,FALSE,TRUE,40.41,229,0.15,35,2,2
AETN186788,9,0,2006,SEKAR C.H,GEN,Tamil_Nadu,GUMMIDIPUNDI,DMDK,,21738,M,3,1,FALSE,FALSE,13.91,19591,12.54,27,,1
AETN186930,9,0,2006,ERAVIRAJ.G,GEN,Tamil_Nadu,TIRUTTANI,PMK,,51955,M,2,1,FALSE,FALSE,42.35,40662,33.14,41,,1
AETN187011,7,0,1996,"SOUNDARARAJAN, A.",,Tamil_Nadu,THIRUVOTTIYUR,CPM,,16329,M,3,2,FALSE,FALSE,9.04,11770,6.52,,,2
AETN187011,9,0,2006,SOUNDARARAJAN.A,GEN,Tamil_Nadu,SINGANALLUR,CPM,CPM,100269,M,2,2,FALSE,FALSE,41.73,69001,28.72,57,,2
AETN187066,5,0,1989,"RANGANATHAN, B.",,Tamil_Nadu,PURASAWALKAM,ADK(JL),,30376,M,2,4,FALSE,FALSE,22.07,414,0.3,,3,4
AETN187066,6,0,1991,RANGANATHAN B.,,Tamil_Nadu,PURASAWALKAM,INC,ADK(JL),71391,M,1,4,TRUE,FALSE,55.78,22832,17.84,,3,4
AETN187066,8,0,2001,RANGANATHAN B,,Tamil_Nadu,PURASAWALKAM,DMK,INC,69681,M,1,4,TRUE,FALSE,48.53,3802,2.65,,3,4
AETN187066,9,0,2006,RANGANATHAN. B,GEN,Tamil_Nadu,VILLIVAKKAM,DMK,DMK,278850,M,1,4,FALSE,TRUE,45.63,30116,4.93,54,3,4
AETN187127,9,0,2006,MANOHAR R.,GEN,Tamil_Nadu,DR. RADHAKRISHNAN NAGAR,INC,,66399,M,2,1,FALSE,FALSE,39.59,54683,32.6,39,,1
AETN187143,8,0,2001,SEKAR BABU.P.K,,Tamil_Nadu,DR. RADHAKRISHNAN NAGAR,ADMK,,74888,M,1,2,FALSE,FALSE,58.43,27332,21.32,,2,2
AETN187143,9,0,2006,SEKAR BABU P.K.,GEN,Tamil_Nadu,DR. RADHAKRISHNAN NAGAR,AIADMK,ADMK,84462,M,1,2,TRUE,TRUE,50.36,18063,10.77,43,2,2
AETN187189,4,0,1984,"VALARMATHI, B.",,Tamil_Nadu,MYLAPORE,ADK,,51870,F,1,3,FALSE,FALSE,51.68,5474,5.45,,2,3
AETN187189,8,0,2001,VALARMATHI B.,,Tamil_Nadu,ALANDUR,ADMK,ADK,94554,F,1,3,TRUE,FALSE,47.59,12596,6.34,,2,3
AETN187189,9,0,2006,VALARMATHI B,GEN,Tamil_Nadu,ALANDUR,AIADMK,ADMK,115322,F,2,3,TRUE,TRUE,40.55,92456,32.51,47,2,3
AETN187400,9,0,2006,RAJA S.R,GEN,Tamil_Nadu,TAMBARAM,DMK,,269717,M,1,1,FALSE,FALSE,48,48752,8.68,50,1,1
AETN187503,9,0,2006,RAVI.S,SC,Tamil_Nadu,ARKONAM,AIADMK,,58782,M,2,1,FALSE,FALSE,41.79,49597,35.26,42,,1
AETN187843,9,0,2006,BHASKAR. A,GEN,Tamil_Nadu,DHARMAPURI,DMDK,,17030,M,3,1,FALSE,FALSE,11.53,15606,10.57,40,,1
AETN187903,5,0,1989,"PITCHANDI, K.",,Tamil_Nadu,TIRUVANNAMALAI,DMK,,57556,M,1,5,FALSE,FALSE,54.61,34402,32.64,,4,5
AETN187903,6,0,1991,PITCHANDI K.,,Tamil_Nadu,TIRUVANNAMALAI,DMK,DMK,38115,M,2,5,FALSE,TRUE,33.51,31228,27.46,,4,5
AETN187903,7,0,1996,"PITCHANDI, K.",,Tamil_Nadu,TIRUVANNAMALAI,DMK,DMK,83731,M,1,5,FALSE,FALSE,66.55,52978,42.11,,4,5
AETN187903,8,0,2001,PITCHANDI.K.,,Tamil_Nadu,TIRUVANNAMALAI,DMK,DMK,64115,M,1,5,FALSE,TRUE,47.75,4090,3.05,,4,5
AETN187903,9,0,2006,PITCHANDI K,GEN,Tamil_Nadu,TIRUVANNAMALAI,DMK,DMK,74773,M,1,5,FALSE,TRUE,49.88,12803,8.54,51,4,5
AETN187923,9,0,2006,KALODOSS R,GEN,Tamil_Nadu,KALASAPAKKAM,PMK,,60920,M,2,1,FALSE,FALSE,42.84,55851,39.28,43,,1
AETN187980,9,0,2006,VISHNUPRASAD M K,GEN,Tamil_Nadu,CHEYYAR,INC,,60109,M,1,1,FALSE,FALSE,44.36,4790,3.53,34,1,1
AETN188020,5,0,1989,"MASILAMANI, R.",,Tamil_Nadu,TINDIVANAM,DMK,,39504,M,1,5,FALSE,FALSE,48.05,10755,13.08,,1,5
AETN188020,6,0,1991,MASILAMANI R.,,Tamil_Nadu,TINDIVANAM,DMK,DMK,29282,M,2,5,FALSE,TRUE,30.65,12702,13.3,,1,5
AETN188020,7,0,1996,"MASILAMANI, R.",,Tamil_Nadu,TINDIVANAM,MDMK,DMK,16449,M,3,5,TRUE,FALSE,16.43,431,0.43,,1,5
