pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Constituency_Type,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Terms,Terms_Contested
3908,17,0,2019,VINODBHAI JETHABHAI MESARIYA,,Gujarat,SABARKANTHA,GEN,BSP,,7912,M,5,1,FALSE,FALSE,0.65,135,0.01,,1
3926,17,0,2019,AMIT SHAH,GEN,Gujarat,GANDHINAGAR,GEN,BJP,,894624,M,1,1,FALSE,FALSE,69.67,557014,43.38,1,1
3927,17,0,2019,Dr. C. J. CHAVDA,,Gujarat,GANDHINAGAR,GEN,INC,,337610,M,2,1,FALSE,FALSE,26.29,323396,25.18,,1
3928,17,0,2019,JAYENDRA KARSHANBHAI RATHOD,,Gujarat,GANDHINAGAR,GEN,BSP,,6400,M,5,1,FALSE,FALSE,0.5,505,0.04,,1
3943,17,0,2019,Gitaben Patel,GEN,Gujarat,AHMEDABAD EAST,GEN,INC,,315504,F,2,1,FALSE,FALSE,28.26,306383,27.44,,1
3944,17,0,2019,Patel Hasmukhbhai Somabhai,GEN,Gujarat,AHMEDABAD EAST,GEN,BJP,,749834,M,1,1,FALSE,FALSE,67.17,434330,38.91,1,1
3945,17,0,2019,Vaghela Ganeshbhai Narsinhbhai,,Gujarat,AHMEDABAD EAST,GEN,BSP,,9121,M,3,1,FALSE,FALSE,0.82,113,0.01,,1
3970,17,0,2019,TRIBHOVANDAS KARSANDAS VAGHELA,SC,Gujarat,AHMEDABAD WEST,SC,BSP,,10028,M,4,1,FALSE,FALSE,1.01,7965,0.8,,1
3971,17,0,2019,RAJU PARMAR,SC,Gujarat,AHMEDABAD WEST,SC,INC,,320076,M,2,1,FALSE,FALSE,32.1,305357,30.63,,1
3983,17,0,2019,PARMAR GHOGHAJIBHAI KANJIBHAI,,Gujarat,SURENDRANAGAR,GEN,NCP,,8264,M,6,1,FALSE,FALSE,0.77,1627,0.15,,1
3984,17,0,2019,Dr. MUNJAPARA MAHENDRABHAI,,Gujarat,SURENDRANAGAR,GEN,BJP,,631844,M,1,1,FALSE,FALSE,58.63,277437,25.74,1,1
3985,17,0,2019,ADVOCATE SHAILESH N. SOLANKI,,Gujarat,SURENDRANAGAR,GEN,BSP,,12860,M,3,1,FALSE,FALSE,1.19,1757,0.16,,1
4,17,0,2019,PRAKASH MINJ,,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,GEN,BSP,,2486,M,5,1,FALSE,FALSE,1.2,765,0.37,,1
4013,17,0,2019,KAGATHARA LALITBHAI,,Gujarat,RAJKOT,GEN,INC,,390238,M,2,1,FALSE,FALSE,32.65,371920,31.12,,1
4015,17,0,2019,VIJAY PARMAR,,Gujarat,RAJKOT,GEN,BSP,,15388,M,4,1,FALSE,FALSE,1.29,11145,0.93,,1
4023,17,0,2019,RAMESHBHAI LAVJIBHAI DHADUK,,Gujarat,PORBANDAR,GEN,BJP,,563881,M,1,1,FALSE,FALSE,59.36,229823,24.19,1,1
4024,17,0,2019,LALIT VASOYA,,Gujarat,PORBANDAR,GEN,INC,,334058,M,2,1,FALSE,FALSE,35.17,323966,34.1,,1
4025,17,0,2019,SAMATBHAI GOVABHAI KADAVALA,,Gujarat,PORBANDAR,GEN,BSP,,10092,M,3,1,FALSE,FALSE,1.06,1439,0.15,,1
4040,17,0,2019,KANDORIYA MULUBHAI RANMALBHAI,,Gujarat,JAMNAGAR,GEN,INC,,354784,M,2,1,FALSE,FALSE,35.09,344724,34.1,,1
4042,17,0,2019,SUNIL JETHALAL VAGHELA,,Gujarat,JAMNAGAR,GEN,BSP,,8795,M,4,1,FALSE,FALSE,0.87,579,0.06,,1
4069,17,0,2019,DEVEN GOVINDBHAI VANVI,,Gujarat,JUNAGADH,GEN,BSP,,25691,M,3,1,FALSE,FALSE,2.56,10092,1,,1
4081,17,0,2019,Chauhan Ravjibhai Mulabhai,,Gujarat,AMRELI,GEN,BSP,,9691,M,4,1,FALSE,FALSE,1.07,4359,0.48,,1
4082,17,0,2019,Paresh Dhanani,,Gujarat,AMRELI,GEN,INC,,327604,M,2,1,FALSE,FALSE,36.03,310037,34.1,,1
4092,17,0,2019,PATEL MANHARBHAI NAGJIBHAI (VASANI),GEN,Gujarat,BHAVNAGAR,GEN,INC,,331754,M,2,1,FALSE,FALSE,31.86,315371,30.29,,1
4094,17,0,2019,VIJAYKUMAR RAMABHAI MAKADIYA,,Gujarat,BHAVNAGAR,GEN,BSP,,6941,M,5,1,FALSE,FALSE,0.67,885,0.08,,1
4102,17,0,2019,PATEL MITESH RAMESHBHAI (BAKABHAI),GEN,Gujarat,ANAND,GEN,BJP,,633097,M,1,1,FALSE,FALSE,57.1,197718,17.83,1,1
4104,17,0,2019,VANKAR RAMESHBHAI VALJIBHAI,,Gujarat,ANAND,GEN,BSP,,5959,M,5,1,FALSE,FALSE,0.54,3499,0.32,,1
4113,17,0,2019,Bimal Shah,GEN,Gujarat,KHEDA,GEN,INC,,347427,M,2,1,FALSE,FALSE,31.62,329150,29.96,,1
4119,17,0,2019,Khant Vechatbhai Kuberbhai,,Gujarat,PANCHMAHAL,GEN,INC,,303595,M,2,1,FALSE,FALSE,28.02,283462,26.16,,1
4120,17,0,2019,Ratansinh Magansinh Rathod,,Gujarat,PANCHMAHAL,GEN,BJP,,732136,M,1,1,FALSE,FALSE,67.56,428541,39.55,1,1
4121,17,0,2019,Virendra Parsottamdas Patel,GEN,Gujarat,PANCHMAHAL,GEN,NCP,,9826,M,4,1,FALSE,FALSE,0.91,614,0.06,,1
4122,17,0,2019,Shaikh Kalim Abdul Latif,,Gujarat,PANCHMAHAL,GEN,BSP,,3905,M,7,1,FALSE,FALSE,0.36,0,0,,1
4127,17,0,2019,BHABHOR DHULABHAI DITABHAI,ST,Gujarat,DAHOD,ST,BSP,,11339,M,4,1,FALSE,FALSE,1.07,197,0.02,,1
4132,17,0,2019,PRASHANT PATEL (TIKO),GEN,Gujarat,VADODARA,GEN,INC,,294542,M,2,1,FALSE,FALSE,24.1,277543,22.71,,1
4145,17,0,2019,RATHVA GITABEN VAJESINGBHAI,ST,Gujarat,CHHOTA UDAIPUR,ST,BJP,,764445,F,1,1,FALSE,FALSE,62.03,377943,30.67,1,1
4146,17,0,2019,RATHVA FURKANBHAI BALAJIBHAI,ST,Gujarat,CHHOTA UDAIPUR,ST,BSP,,14964,M,4,1,FALSE,FALSE,1.21,4332,0.35,,1
4147,17,0,2019,RATHAVA RANJITSINH MOHANSINH,ST,Gujarat,CHHOTA UDAIPUR,ST,INC,,386502,M,2,1,FALSE,FALSE,31.36,353634,28.69,,1
4154,17,0,2019,Vasava Rajeshbhai Chimanbhai,,Gujarat,BHARUCH,GEN,BSP,,6235,M,8,1,FALSE,FALSE,0.54,2402,0.21,,1
4155,17,0,2019,Sherkhan Abdulsakur Pathan,,Gujarat,BHARUCH,GEN,INC,,303581,M,2,1,FALSE,FALSE,26.4,159498,13.87,,1
4171,17,0,2019,DINESHBHAI GULABBHAI CHAUDHARI,ST,Gujarat,BARDOLI,ST,BSP,,9520,M,5,1,FALSE,FALSE,0.71,541,0.04,,1
4182,17,0,2019,Ashok Patel (Adhevada),GEN,Gujarat,SURAT,GEN,INC,,247421,M,2,1,FALSE,FALSE,23.16,236889,22.17,,1
4184,17,0,2019,Adv. Vijay Shenmare,,Gujarat,SURAT,GEN,CPI,,5735,M,4,1,FALSE,FALSE,0.54,3387,0.32,,1
4195,17,0,2019,PATEL DHARMESHBHAI BHIMBHAI,GEN,Gujarat,NAVSARI,GEN,INC,,283071,M,2,1,FALSE,FALSE,21.64,273705,20.93,,1
4197,17,0,2019,VINEETA ANIRUDDH SINH,,Gujarat,NAVSARI,GEN,BSP,,9366,F,3,1,FALSE,FALSE,0.72,333,0.03,,1
4220,17,0,2019,KISHORBHAI RAMANBHAI PATEL (Rajubhai),ST,Gujarat,VALSAD,ST,BSP,,15359,M,4,1,FALSE,FALSE,1.22,5823,0.46,,1
4221,17,0,2019,CHAUDHARI JITUBHAI HARJIBHAI,ST,Gujarat,VALSAD,ST,INC,,418183,M,2,1,FALSE,FALSE,33.18,398876,31.65,,1
453,17,0,2019,HAJI FAROOQ AHMAD MIR,,Jammu_&_Kashmir,BARAMULLA,GEN,INC,,34532,M,5,1,FALSE,FALSE,7.58,26404,5.8,,1
454,17,0,2019,MOHAMMAD AKBAR LONE,,Jammu_&_Kashmir,BARAMULLA,GEN,JKN,,133426,M,1,1,FALSE,FALSE,29.29,30233,6.64,1,1
455,17,0,2019,MOHD MAQBOOL WAR,,Jammu_&_Kashmir,BARAMULLA,GEN,BJP,,7894,M,7,1,FALSE,FALSE,1.73,2927,0.64,,1
456,17,0,2019,RAJA AIJAZ ALI,,Jammu_&_Kashmir,BARAMULLA,GEN,JPC,,103193,M,2,1,FALSE,FALSE,22.65,1025,0.23,,1
460,17,0,2019,Badri Nath,,Jammu_&_Kashmir,JAMMU,GEN,BSP,,14276,M,3,1,FALSE,FALSE,0.97,6737,0.46,,1
463,17,0,2019,Raman Bhalla,,Jammu_&_Kashmir,JAMMU,GEN,INC,,555191,M,2,1,FALSE,FALSE,37.54,540915,36.58,,1
470,17,0,2019,Manish Sahni,,Jammu_&_Kashmir,JAMMU,GEN,SHS,,1192,M,22,1,FALSE,FALSE,0.08,89,0.01,,1
484,17,0,2019,ABDUL KHADER HAJI,ST,Lakshadweep,LAKSHADWEEP,ST,BJP,,125,M,6,1,FALSE,FALSE,0.27,25,0.05,,1
485,17,0,2019,SHAREEF KHAN,ST,Lakshadweep,LAKSHADWEEP,ST,CPM,,420,M,4,1,FALSE,FALSE,0.89,277,0.59,,1
486,17,0,2019,ALI AKBAR K.,ST,Lakshadweep,LAKSHADWEEP,ST,CPI,,143,M,5,1,FALSE,FALSE,0.3,18,0.04,,1
489,17,0,2019,DR. MOHAMMED SADIQUE KP,ST,Lakshadweep,LAKSHADWEEP,ST,JD(U),,1342,M,3,1,FALSE,FALSE,2.85,922,1.96,,1
4960,17,0,2019,Jayaprada Nahata,GEN,Uttar_Pradesh,RAMPUR,GEN,BJP,,449180,F,2,1,FALSE,FALSE,42.34,414171,39.04,,1
4972,17,0,2019,PARAMESHVAR LAL SAINI,GEN,Uttar_Pradesh,SAMBHAL,GEN,BJP,,483180,M,2,1,FALSE,FALSE,40.83,471075,39.8,,1
4984,17,0,2019,Dr. Chandra Sen Jadon,GEN,Uttar_Pradesh,FIROZABAD,GEN,BJP,,495819,M,1,1,FALSE,FALSE,46.09,28781,2.68,1,1
4989,17,0,2019,PREM SINGH SHAKYA,GEN,Uttar_Pradesh,MAINPURI,GEN,BJP,,430537,M,2,1,FALSE,FALSE,44.09,423826,43.4,,1
5,17,0,2019,VISHAL JOLLY,,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,GEN,BJP,,93901,M,2,1,FALSE,FALSE,45.3,88560,42.72,,1
5016,17,0,2019,RUCHIVIRA,GEN,Uttar_Pradesh,AONLA,GEN,BSP,,423932,F,2,1,FALSE,FALSE,40.27,361384,34.33,,1
5055,17,0,2019,Hemraj Verma,GEN,Uttar_Pradesh,PILIBHIT,GEN,SP,,448922,M,2,1,FALSE,FALSE,37.83,438949,36.99,,1
5056,17,0,2019,Anita Tripathi,GEN,Uttar_Pradesh,PILIBHIT,GEN,SHS,,3974,F,6,1,FALSE,FALSE,0.33,1845,0.16,,1
5729,17,0,2019,Namonarayan,ST,Rajasthan,TONK-SAWAI MADHOPUR,GEN,INC,,533028,M,2,1,FALSE,FALSE,43.21,509727,41.33,,1
5730,17,0,2019,Laxmi Kant Bairwa,,Rajasthan,TONK-SAWAI MADHOPUR,GEN,BSP,,23301,M,3,1,FALSE,FALSE,1.89,14327,1.16,,1
5735,17,0,2019,Mukesh Kumar,,Rajasthan,TONK-SAWAI MADHOPUR,GEN,SHS,,4600,M,8,1,FALSE,FALSE,0.37,2708,0.22,,1
5737,17,0,2019,Durga Lal Regar,,Rajasthan,AJMER,GEN,BSP,,13618,M,3,1,FALSE,FALSE,1.08,577,0.05,,1
5738,17,0,2019,Bhagirath Chaudhary,GEN,Rajasthan,AJMER,GEN,BJP,,815076,M,1,1,FALSE,FALSE,64.58,416424,32.99,1,1
5739,17,0,2019,Riju Jhunjhunwala,GEN,Rajasthan,AJMER,GEN,INC,,398652,M,2,1,FALSE,FALSE,31.58,385034,30.5,,1
5746,17,0,2019,KANHAIYALAL VAISHNAV,,Rajasthan,PALI,GEN,SHS,,7745,M,4,1,FALSE,FALSE,0.57,1501,0.11,,1
5753,17,0,2019,Mukul Chaudhary,,Rajasthan,JODHPUR,GEN,BSP,,11703,F,3,1,FALSE,FALSE,0.87,15,0,,1
5754,17,0,2019,Vaibhav Gehlot,GEN,Rajasthan,JODHPUR,GEN,INC,,514448,M,2,1,FALSE,FALSE,38.21,502745,37.34,,1
5762,17,0,2019,KAILASH CHOUDHARY,GEN,Rajasthan,BARMER,GEN,BJP,,846526,M,1,1,FALSE,FALSE,59.52,323808,22.77,1,1
5770,17,0,2019,Ratan Devasi,GEN,Rajasthan,JALORE,GEN,INC,,511723,M,2,1,FALSE,FALSE,37.58,494009,36.28,,1
5774,17,0,2019,Vijay Shree,,Rajasthan,JALORE,GEN,SHS,,2908,F,12,1,FALSE,FALSE,0.21,381,0.03,,1
5785,17,0,2019,KESULAL MEENA,ST,Rajasthan,UDAIPUR,ST,BSP,,16318,M,6,1,FALSE,FALSE,1.12,3219,0.22,,1
5786,17,0,2019,GHANSHYAM SINGH TAWAR,ST,Rajasthan,UDAIPUR,ST,CPI,,18386,M,5,1,FALSE,FALSE,1.26,2068,0.14,,1
5793,17,0,2019,KANAKMAL KATARA,ST,Rajasthan,BANSWARA,ST,BJP,,711709,M,1,1,FALSE,FALSE,49.44,305464,21.22,1,1
5795,17,0,2019,BAPULAL,ST,Rajasthan,BANSWARA,ST,BSP,,26172,M,5,1,FALSE,FALSE,1.82,11350,0.79,,1
5800,17,0,2019,Dr. Jagdish Chandra Sharma,GEN,Rajasthan,CHITTORGARH,GEN,BSP,,13484,M,4,1,FALSE,FALSE,0.92,3560,0.24,,1
5808,17,0,2019,Chenaram,,Rajasthan,RAJSAMAND,GEN,BSP,,15955,M,3,1,FALSE,FALSE,1.29,3068,0.25,,1
5809,17,0,2019,Diya Kumari,GEN,Rajasthan,RAJSAMAND,GEN,BJP,,863039,F,1,1,FALSE,FALSE,69.61,551916,44.51,1,1
5810,17,0,2019,Devkinandan (Kaka),GEN,Rajasthan,RAJSAMAND,GEN,INC,,311123,M,2,1,FALSE,FALSE,25.09,295168,23.81,,1
5818,17,0,2019,RAM PAL SHARMA,GEN,Rajasthan,BHILWARA,GEN,INC,,326160,M,2,1,FALSE,FALSE,24.89,308742,23.56,,1
5819,17,0,2019,SHIVLAL GURJAR,GEN,Rajasthan,BHILWARA,GEN,BSP,,15627,M,4,1,FALSE,FALSE,1.19,2479,0.19,,1
5824,17,0,2019,HARISH KUMAR LAHRI,GEN,Rajasthan,KOTA,GEN,BSP,,9985,M,4,1,FALSE,FALSE,0.73,5474,0.4,,1
5826,17,0,2019,BHIM SINGH KUNTAL,,Rajasthan,KOTA,GEN,SHS,,1308,M,11,1,FALSE,FALSE,0.1,57,0,,1
5838,17,0,2019,PRAMOD SHARMA,GEN,Rajasthan,JHALAWAR-BARAN,GEN,INC,,433472,M,2,1,FALSE,FALSE,31.64,416392,30.4,,1
5839,17,0,2019,BADREE LAL,,Rajasthan,JHALAWAR-BARAN,GEN,BSP,,13338,M,4,1,FALSE,FALSE,0.97,5916,0.43,,1
5844,17,0,2019,Amar Chandra Jauhar,SC,Uttar_Pradesh,SHAHJAHANPUR,SC,BSP,,420572,M,2,1,FALSE,FALSE,35.46,385289,32.48,,1
5847,17,0,2019,Manish Chandra Kori,SC,Uttar_Pradesh,SHAHJAHANPUR,SC,CPI,,9464,M,4,1,FALSE,FALSE,0.8,427,0.04,,1
5875,17,0,2019,Virendra Kumar,SC,Uttar_Pradesh,HARDOI,SC,INC,,19972,M,3,1,FALSE,FALSE,1.89,8948,0.85,,1
5886,17,0,2019,Manjari Rahi,SC,Uttar_Pradesh,MISRIKH,SC,INC,,26505,F,3,1,FALSE,FALSE,2.58,16324,1.59,,1
5958,17,0,2019,Ravi Sachan,GEN,Uttar_Pradesh,AKBARPUR,GEN,JD(U),,1028,M,13,1,FALSE,FALSE,0.1,162,0.02,,1
5966,17,0,2019,AJAY SINGH (PANKAJ),SC,Uttar_Pradesh,JALAUN,SC,BSP,,423386,M,2,1,FALSE,FALSE,37.47,333780,29.54,,1
5972,17,0,2019,Shyam Sundar Singh,GEN,Uttar_Pradesh,JHANSI,GEN,SP,,443589,M,2,1,FALSE,FALSE,32.12,357450,25.89,,1
5982,17,0,2019,DILIP KUMAR SINGH,GEN,Uttar_Pradesh,HAMIRPUR,GEN,BSP,,326470,M,2,1,FALSE,FALSE,29.96,211936,19.45,,1
6220,17,0,2019,HASNAIN MASOODI,,Jammu_&_Kashmir,ANANTNAG,GEN,JKN,,40180,M,1,1,FALSE,FALSE,32.17,6676,5.35,1,1
6221,17,0,2019,GHULAM AHMAD MIR,,Jammu_&_Kashmir,ANANTNAG,GEN,INC,,33504,M,2,1,FALSE,FALSE,26.83,2980,2.39,,1
6224,17,0,2019,SOFI YOUSUF,,Jammu_&_Kashmir,ANANTNAG,GEN,BJP,,10225,M,4,1,FALSE,FALSE,8.19,8579,6.87,,1
6238,17,0,2019,Jamyang Tsering Namgyal,,Jammu_&_Kashmir,LADAKH,GEN,BJP,,42914,M,1,1,FALSE,FALSE,33.94,10930,8.65,1,1
6239,17,0,2019,Rigzin Spalbar,,Jammu_&_Kashmir,LADAKH,GEN,INC,,21241,M,4,1,FALSE,FALSE,16.8,20319,16.07,,1
6241,17,0,2019,Sajjad Hussain,,Jammu_&_Kashmir,LADAKH,GEN,IND,,31984,M,2,1,FALSE,FALSE,25.3,2619,2.07,,1
6393,17,0,2019,RAVTARAM,SC,Rajasthan,GANGANAGAR,SC,CPI,,18309,M,3,1,FALSE,FALSE,1.26,2766,0.19,,1
6394,17,0,2019,LUNARAMA,SC,Rajasthan,GANGANAGAR,SC,BSP,,11579,M,5,1,FALSE,FALSE,0.8,4701,0.32,,1
6401,17,0,2019,BHAIRA RAM,SC,Rajasthan,BIKANER (SC),SC,BSP,,11412,M,4,1,FALSE,FALSE,1.04,2415,0.22,,1
6402,17,0,2019,MADAN GOPAL MEGHWAL,SC,Rajasthan,BIKANER (SC),SC,INC,,393662,M,2,1,FALSE,FALSE,35.8,380152,34.57,,1
6403,17,0,2019,SHYOPAT RAM,SC,Rajasthan,BIKANER (SC),SC,CPM,,8997,M,5,1,FALSE,FALSE,0.82,5245,0.48,,1
6409,17,0,2019,BALWAN POONIA,,Rajasthan,CHURU,GEN,CPM,,25090,M,3,1,FALSE,FALSE,1.89,8974,0.68,,1
6412,17,0,2019,HARI SINGH,,Rajasthan,CHURU,GEN,BSP,,16116,M,4,1,FALSE,FALSE,1.21,6138,0.46,,1
6421,17,0,2019,NARENDRA KUMAR,GEN,Rajasthan,JHUNJHUNU,GEN,BJP,,738163,M,1,1,FALSE,FALSE,61.57,302547,25.23,1,1
6422,17,0,2019,SHARWAN KUMAR S/O GOKAL RAM,GEN,Rajasthan,JHUNJHUNU,GEN,INC,,435616,M,2,1,FALSE,FALSE,36.33,427119,35.63,,1
6433,17,0,2019,Amraram,,Rajasthan,SIKAR,GEN,CPM,,31462,M,3,1,FALSE,FALSE,2.37,19046,1.44,,1
6434,17,0,2019,Sita Devi,,Rajasthan,SIKAR,GEN,BSP,,6831,F,7,1,FALSE,FALSE,0.51,3276,0.25,,1
6445,17,0,2019,KRISHNA POONIA,GEN,Rajasthan,JAIPUR RURAL,GEN,INC,,426961,F,2,1,FALSE,FALSE,33.44,417610,32.71,,1
6447,17,0,2019,VIRENDER SINGH BIDHURI,GEN,Rajasthan,JAIPUR RURAL,GEN,BSP,,7976,M,4,1,FALSE,FALSE,0.62,3830,0.3,,1
6453,17,0,2019,Umrao Salodia,,Rajasthan,JAIPUR,GEN,BSP,,7867,M,3,1,FALSE,FALSE,0.54,1345,0.09,,1
6454,17,0,2019,Jyoti Khandelwal,GEN,Rajasthan,JAIPUR,GEN,INC,,493439,F,2,1,FALSE,FALSE,33.88,485572,33.34,,1
6477,17,0,2019,Imran Khan,,Rajasthan,ALWAR,GEN,BSP,,56649,M,3,1,FALSE,FALSE,4.48,51264,4.05,,1
6479,17,0,2019,Balak Nath,GEN,Rajasthan,ALWAR,GEN,BJP,,760201,M,1,1,FALSE,FALSE,60.06,329971,26.07,1,1
6488,17,0,2019,ABHIJEET KUMAR JATAV,SC,Rajasthan,BHARATPUR,SC,INC,,389593,M,2,1,FALSE,FALSE,33.97,357978,31.22,,1
6489,17,0,2019,RANJEETA KOLI,SC,Rajasthan,BHARATPUR,SC,BJP,,707992,F,1,1,FALSE,FALSE,61.74,318399,27.76,1,1
6490,17,0,2019,SURAJ PRADHAN JATAV,SC,Rajasthan,BHARATPUR,SC,BSP,,31615,M,3,1,FALSE,FALSE,2.76,25900,2.26,,1
6497,17,0,2019,RAMKUMAR,SC,Rajasthan,KARAULI-DHOLPUR,SC,BSP,,25718,M,3,1,FALSE,FALSE,2.58,18399,1.84,,1
6498,17,0,2019,SANJAY KUMAR,SC,Rajasthan,KARAULI-DHOLPUR,SC,INC,,428761,M,2,1,FALSE,FALSE,42.96,403043,40.38,,1
6502,17,0,2019,Dwarka Prasad Maheshwara,ST,Rajasthan,DAUSA,ST,BSP,,13414,M,3,1,FALSE,FALSE,1.26,6020,0.57,,1
6503,17,0,2019,Savita Meena,ST,Rajasthan,DAUSA,ST,INC,,470289,F,2,1,FALSE,FALSE,44.25,456875,42.99,,1
6557,17,0,2019,Poonam Shatrughan Sinha,GEN,Uttar_Pradesh,LUCKNOW,GEN,SP,,285724,F,2,1,FALSE,FALSE,25.59,105713,9.47,,1
