pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
AEWB100251,16,0,2016,UDAYAN GUHA,West_Bengal,DINHATA,AITC,AIFB,100732,M,1,3,TRUE,TRUE,45.04,21793,9.74,61,2,3
AEWB100252,13,0,2001,AKSHOY THAKUR,West_Bengal,COOCH BEHAR WEST,FBL,,74713,M,1,4,FALSE,FALSE,54.67,30879,22.59,,3,4
AEWB100252,14,0,2006,AKSHAY THAKUR,West_Bengal,COOCH BEHAR WEST,AIFB,FBL,79273,M,1,4,TRUE,TRUE,51.07,26686,17.19,56,3,4
AEWB100252,15,0,2011,AKSHAY THAKUR,West_Bengal,COOCH BEHAR DAKSHIN,AIFB,AIFB,72028,M,1,4,FALSE,TRUE,47.04,2863,1.87,58,3,4
AEWB100252,16,0,2016,AKSHAY THAKUR,West_Bengal,DINHATA,AIFB,AIFB,78939,M,2,4,FALSE,TRUE,35.3,53341,23.85,66,3,4
AEWB100253,16,0,2016,SACHINDRA NATH ADHIKARI,West_Bengal,DINHATA,BJP,,25598,M,3,1,FALSE,FALSE,11.45,19756,8.83,59,,1
AEWB100262,16,0,2016,ALI HOSSAIN,West_Bengal,NATABARI,BJP,,21524,M,3,1,FALSE,FALSE,10.78,18320,9.18,46,,1
AEWB100266,16,0,2016,FAZAL KARIM MIAH,West_Bengal,TUFANGANJ,AITC,,85052,M,1,1,FALSE,FALSE,44.21,15270,7.94,65,1,1
AEWB100267,16,0,2016,SHYAMAL CHOUDHURY,West_Bengal,TUFANGANJ,INC,,69782,M,2,1,FALSE,FALSE,36.27,39734,20.65,70,,1
AEWB100272,16,0,2016,JAMES KUJUR,West_Bengal,KUMARGRAM,AITC,,77668,M,1,1,FALSE,FALSE,37.27,6153,2.95,59,1,1
AEWB100274,16,0,2016,LEOS KUJUR,West_Bengal,KUMARGRAM,BJP,,45137,M,3,1,FALSE,FALSE,21.66,39263,18.84,32,,1
AEWB100279,16,0,2016,BISHAL LAMA,West_Bengal,KALCHINI,BJP,,60550,M,2,1,FALSE,FALSE,34.14,46330,26.12,34,,1
AEWB100280,16,0,2016,AVIJIT NARJINARY,West_Bengal,KALCHINI,INC,,14220,M,3,1,FALSE,FALSE,8.02,2315,1.31,43,,1
AEWB100281,16,0,2016,JOHN PHILIP XALXO,West_Bengal,KALCHINI,RSP,,11905,M,4,1,FALSE,FALSE,6.71,4447,2.51,61,,1
AEWB100290,16,0,2016,SOURAV CHAKRABORTY(GHUTISH),West_Bengal,ALIPURDUARS,AITC,,89695,M,1,1,FALSE,FALSE,44.09,11958,5.88,43,1,1
AEWB100292,16,0,2016,KUSHAL CHATTERJEE (TATU),West_Bengal,ALIPURDUARS,BJP,,20098,M,3,1,FALSE,FALSE,9.88,12774,6.28,39,,1
AEWB100298,13,0,2001,ANIL ADHIKARY,West_Bengal,FALAKATA,AITC,,43977,M,2,4,FALSE,FALSE,36.54,37565,31.21,,2,4
AEWB100298,14,0,2006,ANIL ADHIKARI,West_Bengal,FALAKATA,AITC,AITC,56596,M,2,4,FALSE,FALSE,41.28,53534,39.05,59,2,4
AEWB100298,15,0,2011,ANIL ADHIKARI,West_Bengal,FALAKATA,AITC,AITC,77821,M,1,4,FALSE,FALSE,47.44,8046,4.91,62,2,4
AEWB100298,16,0,2016,ANIL ADHIKARI,West_Bengal,FALAKATA,AITC,AITC,86647,M,1,4,FALSE,TRUE,43.77,16839,8.51,66,2,4
AEWB100299,16,0,2016,KSHITISH CHANDRA RAY,West_Bengal,FALAKATA,CPM,,69808,M,2,1,FALSE,FALSE,35.27,39169,19.79,45,,1
AEWB100300,16,0,2016,NARAYAN CHANDRA MONDAL,West_Bengal,FALAKATA,BJP,,30639,M,3,1,FALSE,FALSE,15.48,26827,13.55,46,,1
AEWB100306,16,0,2016,PADAM LAMA,West_Bengal,MADARIHAT,AITC,,44951,M,2,1,FALSE,FALSE,29.51,15066,9.89,54,,1
AEWB100311,15,0,2011,MAMATA ROY,West_Bengal,DHUPGURI,CPM,,73644,F,1,2,FALSE,FALSE,42.25,4238,2.43,44,1,2
AEWB100311,16,0,2016,MAMATA ROY,West_Bengal,DHUPGURI,CPM,CPM,71517,F,2,2,FALSE,TRUE,34.26,35350,16.94,49,1,2
AEWB100312,16,0,2016,AGUN ROY,West_Bengal,DHUPGURI,BJP,,36167,M,3,1,FALSE,FALSE,17.33,32905,15.76,36,,1
AEWB100317,16,0,2016,CHHAYA DEY (ROY),West_Bengal,MAYNAGURI,RSP,,65930,F,2,1,FALSE,FALSE,31.29,35188,16.7,58,,1
AEWB100318,16,0,2016,BISWAJIT ROY,West_Bengal,MAYNAGURI,BJP,,30742,M,3,1,FALSE,FALSE,14.59,26374,12.52,37,,1
AEWB100323,15,0,2011,SUKHBILAS BARMA,West_Bengal,JALPAIGURI,INC,,86273,M,1,2,FALSE,FALSE,48.64,11051,6.23,65,2,2
AEWB100323,16,0,2016,SUKHBILAS BARMA,West_Bengal,JALPAIGURI,INC,INC,94553,M,1,2,FALSE,TRUE,45.41,5157,2.48,70,2,2
AEWB100324,16,0,2016,DHARTTIMOHAN ROY,West_Bengal,JALPAIGURI,AITC,,89396,M,2,1,FALSE,FALSE,42.93,73367,35.24,59,,1
AEWB100325,16,0,2016,TAPAN ROY,West_Bengal,JALPAIGURI,BJP,,16029,M,3,1,FALSE,FALSE,7.7,12646,6.07,46,,1
AEWB100329,16,0,2016,SATYENDRA NATH MONDAL,West_Bengal,RAJGANJ,CPM,,75108,M,2,1,FALSE,FALSE,38.61,57297,29.45,53,,1
AEWB100330,16,0,2016,PRAKASH CHANDRA ROY,West_Bengal,RAJGANJ,BJP,,17811,M,3,1,FALSE,FALSE,9.16,14286,7.34,29,,1
AEWB100336,16,0,2016,RATHINDRA BOSE (RATHIN),West_Bengal,DABGRAM-PHULBARI,BJP,,26195,M,3,1,FALSE,FALSE,11.76,22912,10.29,56,,1
AEWB100341,15,0,2011,BULU CHIK BARAIK,West_Bengal,MAL,CPM,,62037,M,1,2,FALSE,FALSE,39.69,4216,2.7,47,2,2
AEWB100341,16,0,2016,BULU CHIK BARAIK,West_Bengal,MAL,AITC,CPM,84877,M,1,2,TRUE,TRUE,44.28,18462,9.63,57,2,2
AEWB100342,16,0,2016,AUGUSTUS KERKETTA,West_Bengal,MAL,CPM,,66415,M,2,1,FALSE,FALSE,34.65,37035,19.32,46,,1
AEWB100343,16,0,2016,MAHESH BAGE,West_Bengal,MAL,BJP,,29380,M,3,1,FALSE,FALSE,15.33,25107,13.1,35,,1
AEWB100346,16,0,2016,SUKRA MUNDA,West_Bengal,NAGRAKATA,AITC,,57306,M,1,1,FALSE,FALSE,32.46,3228,1.83,44,1,1
AEWB100348,16,0,2016,JOHN BARLA,West_Bengal,NAGRAKATA,BJP,,47836,M,3,1,FALSE,FALSE,27.1,41640,23.59,41,,1
AEWB100352,16,0,2016,SARITA RAI,West_Bengal,KALIMPONG,GOJAM,,67693,F,1,1,FALSE,FALSE,49.06,11431,8.28,57,1,1
AEWB100357,16,0,2016,AMAR SINGH RAI,West_Bengal,DARJEELING,GOJAM,,95386,M,1,1,FALSE,FALSE,59.85,49913,31.32,68,1,1
AEWB100358,16,0,2016,SARDA RAI SUBBA,West_Bengal,DARJEELING,AITC,,45473,F,2,1,FALSE,FALSE,28.53,36491,22.9,50,,1
AEWB100366,16,0,2016,AMAR SINHA,West_Bengal,MATIGARA-NAXALBARI,AITC,,67814,M,2,1,FALSE,FALSE,32.39,23189,11.08,57,,1
AEWB100367,16,0,2016,ANANDAMOY BARMAN,West_Bengal,MATIGARA-NAXALBARI,BJP,,44625,M,3,1,FALSE,FALSE,21.31,41318,19.73,33,,1
AEWB100373,16,0,2016,BHAICHUNG BHUTIA,West_Bengal,SILIGURI,AITC,,63982,M,2,1,FALSE,FALSE,38.01,44682,26.54,40,,1
AEWB100382,15,0,2011,SUNIL CHANDRA TIRKEY,West_Bengal,PHANSIDEWA,INC,,61388,M,1,2,FALSE,FALSE,42.55,2237,1.55,63,2,2
AEWB100382,16,0,2016,SUNIL CHANDRA TIRKEY,West_Bengal,PHANSIDEWA,INC,INC,73158,M,1,2,FALSE,TRUE,40.36,7074,3.9,67,2,2
AEWB100383,16,0,2016,CAROLUS LAKRA,West_Bengal,PHANSIDEWA,AITC,,66084,M,2,1,FALSE,FALSE,36.45,33190,18.31,55,,1
AEWB100384,16,0,2016,DURGA MURMU,West_Bengal,PHANSIDEWA,BJP,,32894,M,3,1,FALSE,FALSE,18.15,30265,16.7,37,,1
AEWB100390,16,0,2016,AKRAMUL HOQUE,West_Bengal,CHOPRA,CPM,,57530,M,2,1,FALSE,FALSE,32.34,41715,23.45,42,,1
AEWB100394,16,0,2016,NASEER AHMED KHAN,West_Bengal,CHOPRA,GOJAM,,3531,M,6,1,FALSE,FALSE,1.98,850,0.48,62,,1
AEWB100399,16,0,2016,SAUMYAROOP MANDAL,West_Bengal,ISLAMPUR,BJP,,18668,M,3,1,FALSE,FALSE,12.49,16725,11.19,37,,1
AEWB100402,16,0,2016,ALTAMAS CHOWDHURY,West_Bengal,ISLAMPUR,GOJAM,,1069,M,7,1,FALSE,FALSE,0.72,146,0.1,30,,1
AEWB100406,16,0,2016,AFJAL HOSEN,West_Bengal,GOALPOKHAR,INC,,57121,M,2,1,FALSE,FALSE,38.67,40155,27.18,51,,1
AEWB100407,16,0,2016,DEBASHIS SARKAR,West_Bengal,GOALPOKHAR,BJP,,16966,M,3,1,FALSE,FALSE,11.49,14079,9.53,32,,1
AEWB100412,14,1,2009,Ali Imran Ramz,West_Bengal,ISLAMPUR,AIFB,,72017,M,1,3,FALSE,FALSE,53.82,14718,11,,3,3
AEWB100412,15,0,2011,ALI IMRAN RAMZ,West_Bengal,CHAKULIA,AIFB,AIFB,65265,M,1,3,FALSE,TRUE,52.13,20413,16.3,32,3,3
AEWB100412,16,0,2016,ALI IMRAN RAMZ,West_Bengal,CHAKULIA,AIFB,AIFB,64185,M,1,3,FALSE,TRUE,42.65,27529,18.29,37,3,3
AEWB100413,16,0,2016,ASHIM KUMAR MRIDHA,West_Bengal,CHAKULIA,BJP,,36656,M,2,1,FALSE,FALSE,24.36,458,0.3,33,,1
AEWB100414,16,0,2016,ALEMA NOORIE,West_Bengal,CHAKULIA,AITC,,36198,F,3,1,FALSE,FALSE,24.05,27479,18.26,26,,1
AEWB100418,16,0,2016,MANODEB SINHA,West_Bengal,KARANDIGHI,AITC,,54599,M,1,1,FALSE,FALSE,29.44,3232,1.74,50,1,1
AEWB100421,13,0,2001,ABDUL JALIL,West_Bengal,BHAGABANGOLA,BJP,,2757,M,5,2,FALSE,FALSE,2.36,311,0.27,,,2
AEWB100421,16,0,2016,ABDUL JALIL,West_Bengal,KARANDIGHI,BJP,BJP,28978,M,4,2,FALSE,FALSE,15.62,24216,13.06,35,,2
AEWB100427,16,0,2016,DEBENDRA NATH ROY,West_Bengal,HEMTABAD,CPM,,80419,M,1,1,FALSE,FALSE,40.67,13136,6.64,59,1,1
AEWB100428,16,0,2016,SABITA KSHETRY,West_Bengal,HEMTABAD,AITC,,67283,F,2,1,FALSE,FALSE,34.03,26488,13.4,33,,1
AEWB100429,15,0,2011,BHANU RAM BARMAN,West_Bengal,HEMTABAD,BJP,,8708,M,4,2,FALSE,FALSE,5.54,4416,2.81,36,,2
AEWB100429,16,0,2016,BHANU RAM BARMAN,West_Bengal,HEMTABAD,BJP,BJP,40795,M,3,2,FALSE,FALSE,20.63,38358,19.4,41,,2
AEWB100435,16,0,2016,BASANTA ROY,West_Bengal,KALIAGANJ,AITC,,66266,M,2,1,FALSE,FALSE,30.87,39014,18.18,39,,1
AEWB100436,16,0,2016,RUPAK ROY,West_Bengal,KALIAGANJ,BJP,,27252,M,3,1,FALSE,FALSE,12.7,23719,11.05,27,,1
AEWB100441,16,0,2016,PURNENDU DEY (BABLU),West_Bengal,RAIGANJ,AITC,,36736,M,2,1,FALSE,FALSE,24.63,23775,15.94,66,,1
AEWB100442,16,0,2016,PRADIP SARKAR,West_Bengal,RAIGANJ,BJP,,12961,M,3,1,FALSE,FALSE,8.69,6807,4.56,46,,1
AEWB100449,13,0,2001,SRIKUMAR MUKHERJEE,West_Bengal,ITAHAR,CPI,,54605,M,1,4,FALSE,FALSE,42.26,19766,15.3,,2,4
AEWB100449,14,0,2006,SRIKUMAR MUKHERJEE,West_Bengal,ITAHAR,CPI,CPI,66768,M,1,4,FALSE,TRUE,46.09,740,0.51,53,2,4
AEWB100449,15,0,2011,SRIKUMAR MUKHERJEE,West_Bengal,ITAHAR,CPI,CPI,54655,M,2,4,FALSE,TRUE,38.93,37852,26.96,57,2,4
AEWB100449,16,0,2016,SRIKUMAR MUKHERJEE,West_Bengal,ITAHAR,CPI,CPI,69387,M,2,4,FALSE,FALSE,40.97,62261,36.77,62,2,4
AEWB100450,16,0,2016,YUNISH HOQUE,West_Bengal,ITAHAR,BJP,,7126,M,3,1,FALSE,FALSE,4.21,5383,3.18,32,,1
AEWB100453,9,0,1982,NARMADA ROY,West_Bengal,KUSHMANDI,RSP,,39001,M,2,8,FALSE,FALSE,49.1,38471,48.44,,7,8
AEWB100453,10,0,1987,ROY NARMADA,West_Bengal,KUSHMANDI,RSP,RSP,48500,M,1,8,FALSE,FALSE,53.98,9851,10.96,,7,8
AEWB100453,11,0,1991,NARMADA CHANDRA ROY,West_Bengal,KUSHMANDI,RSP,RSP,47449,M,1,8,FALSE,TRUE,45.48,7689,7.37,,7,8
AEWB100453,12,0,1996,ROY NARMADA CHANDRA,West_Bengal,KUSHMANDI,RSP,RSP,59176,M,1,8,FALSE,TRUE,47.22,9944,7.94,,7,8
AEWB100453,13,0,2001,NARMADA CHANDRA ROY,West_Bengal,KUSHMANDI,RSP,RSP,61600,M,1,8,FALSE,TRUE,48.4,8895,6.99,,7,8
AEWB100453,14,0,2006,NARMADA CHANDRA ROY,West_Bengal,KUSHMANDI,RSP,RSP,66131,M,1,8,FALSE,TRUE,46.86,22216,15.74,50,7,8
AEWB100453,15,0,2011,NARMADA CHANDRA ROY,West_Bengal,KUSHMANDI,RSP,RSP,66368,M,1,8,FALSE,TRUE,47.42,3643,2.6,56,7,8
