pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
AEWB101217,15,0,2011,SHATARUP GHOSH,West_Bengal,KASBA,CPM,,72571,M,2,2,FALSE,FALSE,42.23,69505,40.45,25,,2
AEWB101217,16,0,2016,SHATARUP GHOSH,West_Bengal,KASBA,CPM,CPM,79795,M,2,2,FALSE,FALSE,40.49,62245,31.58,30,,2
AEWB101228,16,0,2016,DR. MOHIT KUMAR RAY,West_Bengal,JADAVPUR,BJP,,13922,M,3,1,FALSE,FALSE,6.82,9829,4.82,60,,1
AEWB101235,15,0,2011,FIRDOUSI BEGUM,West_Bengal,SONARPUR UTTAR,AITC,,89841,F,1,2,FALSE,FALSE,55.4,26024,16.05,32,2,2
AEWB101235,16,0,2016,FIRDOUSI BEGUM,West_Bengal,SONARPUR UTTAR,AITC,AITC,101939,F,1,2,FALSE,TRUE,50.31,24880,12.28,41,2,2
AEWB101236,16,0,2016,JYOTIRMOYEE SIKDAR,West_Bengal,SONARPUR UTTAR,CPM,,77059,F,2,1,FALSE,FALSE,38.03,61841,30.52,47,,1
AEWB101237,16,0,2016,SATYABRATA DUTTA,West_Bengal,SONARPUR UTTAR,BJP,,15218,M,3,1,FALSE,FALSE,7.51,12256,6.05,59,,1
AEWB101243,14,0,2006,AROOP BISWAS,West_Bengal,TOLLYGUNGE,AITC,,46378,M,1,3,FALSE,FALSE,46.67,526,0.53,38,3,3
AEWB101243,15,0,2011,AROOP BISWAS,West_Bengal,TOLLYGUNJ,AITC,AITC,102743,M,1,3,FALSE,TRUE,56.17,27680,15.13,42,3,3
AEWB101243,16,0,2016,AROOP BISWAS,West_Bengal,TOLLYGUNJ,AITC,AITC,90603,M,1,3,FALSE,TRUE,46.73,9896,5.1,52,3,3
AEWB101244,16,0,2016,MADHUJA SEN ROY,West_Bengal,TOLLYGUNJ,CPM,,80707,F,2,1,FALSE,FALSE,41.62,65863,33.97,32,,1
AEWB101245,16,0,2016,N. MOHAN RAO,West_Bengal,TOLLYGUNJ,BJP,,14844,M,3,1,FALSE,FALSE,7.66,11125,5.74,46,,1
AEWB101251,14,0,2006,SOVAN CHATTERJEE,West_Bengal,BEHALA EAST,AITC,,77526,M,2,3,FALSE,FALSE,38.36,62127,30.74,42,2,3
AEWB101251,15,0,2011,SOVAN CHATTERJEE,West_Bengal,BEHALA PURBA,AITC,AITC,116709,M,1,3,FALSE,FALSE,60.28,48173,24.88,47,2,3
AEWB101251,16,0,2016,SOVAN CHATTERJEE,West_Bengal,BEHALA PURBA,AITC,AITC,96621,M,1,3,FALSE,TRUE,47.33,24294,11.9,53,2,3
AEWB101252,16,0,2016,PROFESSOR AMBIKESH MAHAPATRA,West_Bengal,BEHALA PURBA,IND,,72327,M,2,1,FALSE,FALSE,35.43,50473,24.73,56,,1
AEWB101253,16,0,2016,CHANDRA BHAN SINGH,West_Bengal,BEHALA PURBA,BJP,,21854,M,3,1,FALSE,FALSE,10.71,17935,8.79,52,,1
AEWB101260,16,0,2016,KAUSTAV CHATTERJEE,West_Bengal,BEHALA PASCHIM,CPM,,93218,M,2,1,FALSE,FALSE,41.98,75256,33.89,37,,1
AEWB101267,15,0,2011,KASTURI DAS,West_Bengal,MAHESHTALA,AITC,,92211,F,1,2,FALSE,FALSE,52.5,24283,13.82,59,2,2
AEWB101267,16,0,2016,KASTURI DAS,West_Bengal,MAHESHTALA,AITC,AITC,93675,F,1,2,FALSE,TRUE,47.84,12452,6.36,63,2,2
AEWB101268,16,0,2016,SAMIK LAHIRI,West_Bengal,MAHESHTALA,CPM,,81223,M,2,1,FALSE,FALSE,41.48,66314,33.86,49,,1
AEWB101269,16,0,2016,KARTIC CH. GHOSH,West_Bengal,MAHESHTALA,BJP,,14909,M,3,1,FALSE,FALSE,7.61,11765,6.01,61,,1
AEWB101273,16,0,2016,SK. MUJIBAR RAHAMAN,West_Bengal,BUDGE BUDGE,INC,,76899,M,2,1,FALSE,FALSE,40.37,56121,29.46,36,,1
AEWB101274,16,0,2016,UMA SHANKAR GHOSH DASTIDAR,West_Bengal,BUDGE BUDGE,BJP,,20778,M,3,1,FALSE,FALSE,10.91,17919,9.41,59,,1
AEWB101280,15,0,2011,HAJEE ABDUL KHALEQUE MOLLA,West_Bengal,METIABURUZ,IND,,24143,M,3,2,FALSE,FALSE,18.24,21003,15.87,66,1,2
AEWB101280,16,0,2016,ABDUL KHALEQUE MOLLA,West_Bengal,METIABURUZ,AITC,IND,79749,M,1,2,FALSE,FALSE,49.75,17976,11.21,71,1,2
AEWB101281,16,0,2016,MONIRUL ISLAM,West_Bengal,METIABURUZ,CPM,,61773,M,2,1,FALSE,FALSE,38.54,48514,30.27,45,,1
AEWB101282,16,0,2016,SANJAY SINGH,West_Bengal,METIABURUZ,BJP,,13259,M,3,1,FALSE,FALSE,8.27,10504,6.55,47,,1
AEWB101287,16,0,2016,RAKESH SINGH,West_Bengal,KOLKATA PORT,INC,,46911,M,2,1,FALSE,FALSE,33.98,35211,25.51,45,,1
AEWB101298,16,0,2016,DEEPA DASMUNSHI,West_Bengal,BHABANIPUR,INC,,40219,F,2,1,FALSE,FALSE,29.26,13920,10.13,55,,1
AEWB101299,16,0,2016,CHANDRA KUMAR BOSE,West_Bengal,BHABANIPUR,BJP,,26299,M,3,1,FALSE,FALSE,19.13,23838,17.34,55,,1
AEWB101309,16,0,2016,ASHUTOSH CHATTERJEE,West_Bengal,RASHBEHARI,INC,,46304,M,2,1,FALSE,FALSE,33.59,22923,16.63,29,,1
AEWB101310,16,0,2016,SAMIR BANERJEE,West_Bengal,RASHBEHARI,BJP,,23381,M,3,1,FALSE,FALSE,16.96,19509,14.15,72,,1
AEWB101317,16,0,2016,JIBAN KUMAR SEN,West_Bengal,BALLYGUNGE,BJP,,20622,M,3,1,FALSE,FALSE,13.4,17189,11.17,61,,1
AEWB101324,16,0,2016,SOMENDRANATH MITRA,West_Bengal,CHOWRANGEE,INC,,41903,M,2,1,FALSE,FALSE,35.95,26196,22.47,72,,1
AEWB101325,15,1,2014,Ritesh Tiwari,West_Bengal,CHOWRANGEE,BJP,,23984,M,2,2,FALSE,FALSE,25.12,667,0.7,,,2
AEWB101325,16,0,2016,RITESH TIWARI,West_Bengal,CHOWRANGEE,BJP,BJP,15707,M,3,2,FALSE,FALSE,13.48,13524,11.6,44,,2
AEWB101331,15,0,2011,SWARNA KAMAL SAHA,West_Bengal,ENTALLY,AITC,,75891,M,1,2,FALSE,FALSE,56.24,24996,18.52,63,2,2
AEWB101331,16,0,2016,SWARNA KAMAL SAHA,West_Bengal,ENTALLY,AITC,AITC,75841,M,1,2,FALSE,TRUE,51.97,27988,19.18,68,2,2
AEWB101333,15,0,2011,SUDHIR KUMAR PANDEY,West_Bengal,ENTALLY,BJP,,3230,M,3,2,FALSE,FALSE,2.39,1611,1.19,38,,2
AEWB101333,16,0,2016,SUDHIR KUMAR PANDEY,West_Bengal,ENTALLY,BJP,BJP,14682,M,3,2,FALSE,FALSE,10.06,12361,8.47,43,,2
AEWB101342,16,0,2016,RAJIB BISWAS,West_Bengal,BELEGHATA,CPM,,58664,M,2,1,FALSE,FALSE,36.53,47148,29.36,54,,1
AEWB101343,16,0,2016,PARTHA CHAUDHURY,West_Bengal,BELEGHATA,BJP,,11516,M,3,1,FALSE,FALSE,7.17,8363,5.21,31,,1
AEWB101347,15,0,2011,SMITA BAKSHI,West_Bengal,JORASANKO,AITC,,57970,F,1,2,FALSE,FALSE,51.11,31509,27.78,53,2,2
AEWB101347,16,0,2016,SMITA BAKSHI,West_Bengal,JORASANKO,AITC,AITC,44766,F,1,2,FALSE,TRUE,42.79,6290,6.01,58,2,2
AEWB101359,16,0,2016,PIYALI PAL,West_Bengal,SHYAMPUKUR,AIFB,,40352,F,2,1,FALSE,FALSE,34.54,21974,18.81,42,,1
AEWB101360,16,0,2016,SOMABRATA MANDAL,West_Bengal,SHYAMPUKUR,BJP,,18378,M,3,1,FALSE,FALSE,15.73,15678,13.42,64,,1
AEWB101367,15,0,2011,SADHAN PANDE,West_Bengal,MANIKTALA,AITC,,89039,M,1,2,FALSE,FALSE,60.05,36550,24.65,62,2,2
AEWB101367,16,0,2016,SADHAN PANDE,West_Bengal,MANIKTALA,AITC,AITC,73157,M,1,2,FALSE,TRUE,50.6,25311,17.51,65,2,2
AEWB101368,16,0,2016,RAJIB MAJUMDER,West_Bengal,MANIKTALA,CPM,,47846,M,2,1,FALSE,FALSE,33.09,29697,20.54,42,,1
AEWB101369,16,0,2016,SUNIL ROY,West_Bengal,MANIKTALA,BJP,,18149,M,3,1,FALSE,FALSE,12.55,15008,10.38,48,,1
AEWB101375,15,0,2011,KANINIKA GHOSH (BOSE),West_Bengal,KASHIPUR-BELGACHIA,CPM,,47124,F,2,2,FALSE,FALSE,33.25,42704,30.13,43,,2
AEWB101375,16,0,2016,KANINIKA BOSE (GHOSH),West_Bengal,KASHIPUR-BELGACHIA,CPM,CPM,46454,F,2,2,FALSE,FALSE,32.4,27161,18.94,47,,2
AEWB101376,15,0,2011,ADITYA TANDON,West_Bengal,KASHIPUR-BELGACHIA,BJP,,4420,M,3,2,FALSE,FALSE,3.12,3179,2.24,41,,2
AEWB101376,16,0,2016,ADITYA TANDON,West_Bengal,KASHIPUR-BELGACHIA,BJP,BJP,19293,M,3,2,FALSE,FALSE,13.45,16647,11.61,48,,2
AEWB101381,16,0,2016,BAISHALI DALMIYA,West_Bengal,BALLY,AITC,,52702,F,1,1,FALSE,FALSE,46.97,15403,13.73,47,1,1
AEWB101382,16,0,2016,SAUMENDRANATH BERA,West_Bengal,BALLY,CPM,,37299,M,2,1,FALSE,FALSE,33.25,19881,17.72,53,,1
AEWB101383,16,0,2016,KAUSHIK CHAKRABORTY,West_Bengal,BALLY,BJP,,17418,M,3,1,FALSE,FALSE,15.53,15820,14.1,42,,1
AEWB101394,16,0,2016,LAXMI RATAN SHUKLA,West_Bengal,HOWRAH UTTAR,AITC,,61917,M,1,1,FALSE,FALSE,45.99,26959,20.02,34,1,1
AEWB101395,16,0,2016,SANTOSH KUMAR PATHAK,West_Bengal,HOWRAH UTTAR,INC,,34958,M,2,1,FALSE,FALSE,25.96,3542,2.63,49,,1
AEWB101396,16,0,2016,ROOPA GANGULY,West_Bengal,HOWRAH UTTAR,BJP,,31416,F,3,1,FALSE,FALSE,23.33,30270,22.48,49,,1
AEWB101410,16,0,2016,AMITABHA DUTTA,West_Bengal,HOWRAH MADHYA,JD(U),,38806,M,2,1,FALSE,FALSE,22.06,3115,1.77,54,,1
AEWB101411,16,0,2016,SANJAY SINGH,West_Bengal,HOWRAH MADHYA,BJP,,35691,M,3,1,FALSE,FALSE,20.29,31556,17.94,47,,1
AEWB101421,11,0,1991,JATU LAHIRI,West_Bengal,SHIBPUR,INC,,76246,M,1,6,FALSE,FALSE,45.72,4108,2.46,,5,6
AEWB101421,12,0,1996,JATU LAHIRI,West_Bengal,SHIBPUR,INC,INC,102985,M,1,6,FALSE,TRUE,50.62,14874,7.31,,5,6
AEWB101421,13,0,2001,JATU LAHIRI,West_Bengal,SHIBPUR,AITC,INC,105921,M,1,6,TRUE,TRUE,51.05,13218,6.37,,5,6
AEWB101421,14,0,2006,JATU LAHIRI,West_Bengal,SHIBPUR,AITC,AITC,83335,M,2,6,FALSE,TRUE,41.62,64762,32.34,69,5,6
AEWB101421,15,0,2011,JATU LAHIRI,West_Bengal,SHIBPUR,AITC,AITC,100739,M,1,6,FALSE,FALSE,61.83,46404,28.48,74,5,6
AEWB101421,16,0,2016,JATU LAHIRI,West_Bengal,SHIBPUR,AITC,AITC,88076,M,1,6,FALSE,TRUE,51.86,27014,15.91,79,5,6
AEWB101423,16,0,2016,RAMAPRASAD BHATTACHARYA,West_Bengal,SHIBPUR,BJP,,13363,M,3,1,FALSE,FALSE,7.87,10231,6.02,42,,1
AEWB101429,16,0,2016,ARINDAM BASU (BABU),West_Bengal,HOWRAH DAKSHIN,CPM,,77495,M,2,1,FALSE,FALSE,39.53,61218,31.23,46,,1
AEWB101430,16,0,2016,SAHANA GUHA RAY,West_Bengal,HOWRAH DAKSHIN,BJP,,16277,F,3,1,FALSE,FALSE,8.3,12461,6.36,50,,1
AEWB101439,16,0,2016,SAMIR MALICK,West_Bengal,SANKRAIL,CPM,,71455,M,2,1,FALSE,FALSE,37.05,43449,22.53,38,,1
AEWB101440,16,0,2016,PROBHAKAR PANDIT,West_Bengal,SANKRAIL,BJP,,28006,M,3,1,FALSE,FALSE,14.52,25811,13.38,37,,1
AEWB101446,12,0,1996,GULSAN MULLICK,West_Bengal,PANCHLA,INC,,65091,M,1,5,FALSE,FALSE,49.41,8314,6.31,,3,5
AEWB101446,13,0,2001,GULSAN MULLICK,West_Bengal,PANCHLA,NCP,INC,25643,M,3,5,TRUE,TRUE,20.58,18855,15.13,,3,5
AEWB101446,14,0,2006,GULSAN MULLICK,West_Bengal,PANCHLA,INC,NCP,31431,M,3,5,TRUE,FALSE,23.37,0,0,48,3,5
AEWB101446,15,0,2011,GULSAN MULLICK,West_Bengal,PANCHLA,AITC,INC,76628,M,1,5,TRUE,FALSE,45.76,12118,7.24,53,3,5
AEWB101446,16,0,2016,GULSAN MULLICK,West_Bengal,PANCHLA,AITC,AITC,101126,M,1,5,FALSE,TRUE,52.98,31927,16.73,58,3,5
AEWB101448,16,0,2016,BHABANI PRASAD RAY,West_Bengal,PANCHLA,BJP,,16066,M,3,1,FALSE,FALSE,8.42,14214,7.45,49,,1
AEWB101452,15,0,2011,HAIDER AZIZ SAFWI,West_Bengal,ULUBERIA PURBA,AITC,,68975,M,1,2,FALSE,FALSE,46.48,19584,13.2,66,2,2
AEWB101452,16,0,2016,HAIDER AZIZ SAFWI,West_Bengal,ULUBERIA PURBA,AITC,AITC,72192,M,1,2,FALSE,TRUE,42.19,16269,9.51,71,2,2
AEWB101453,16,0,2016,SABIRUDDIN MOLLA,West_Bengal,ULUBERIA PURBA,CPM,,55923,M,2,1,FALSE,FALSE,32.68,27694,16.19,41,,1
AEWB101454,15,0,2011,PAPIYA MONDAL,West_Bengal,ULUBERIA PURBA,BJP,,21530,F,3,2,FALSE,FALSE,14.51,18604,12.54,39,,2
AEWB101454,16,0,2016,PAPIYA MONDAL,West_Bengal,ULUBERIA PURBA,BJP,BJP,28229,F,3,2,FALSE,FALSE,16.5,22967,13.42,44,,2
AEWB101465,16,0,2016,AMIYA KUMAR MONDAL,West_Bengal,ULUBERIA UTTAR,INC,,65208,M,2,1,FALSE,FALSE,39.53,51751,31.37,62,,1
AEWB101466,16,0,2016,ANANDA PANDIT,West_Bengal,ULUBERIA UTTAR,BJP,,13457,M,3,1,FALSE,FALSE,8.16,11548,7,40,,1
AEWB101473,12,0,1996,PULAK ROY,West_Bengal,ULUBERIA SOUTH,INC,,48553,M,2,4,FALSE,FALSE,40.93,40444,34.09,,2,4
AEWB101473,14,0,2006,PULAK ROY,West_Bengal,ULUBERIA SOUTH,AITC,INC,55688,M,2,4,TRUE,FALSE,41.23,39718,29.4,41,2,4
AEWB101473,15,0,2011,PULAK ROY,West_Bengal,ULUBERIA DAKSHIN,AITC,AITC,73734,M,1,4,FALSE,FALSE,49.48,11832,7.94,46,2,4
AEWB101473,16,0,2016,PULAK ROY,West_Bengal,ULUBERIA DAKSHIN,AITC,AITC,95902,M,1,4,FALSE,TRUE,54.11,35344,19.94,51,2,4
AEWB101474,16,0,2016,MD.NASIRUDDIN,West_Bengal,ULUBERIA DAKSHIN,AIFB,,60558,M,2,1,FALSE,FALSE,34.17,46319,26.13,48,,1
AEWB101475,16,0,2016,SOMNATH SADHUKHAN,West_Bengal,ULUBERIA DAKSHIN,BJP,,14239,M,3,1,FALSE,FALSE,8.03,11664,6.58,26,,1
AEWB101479,16,0,2016,AMITABHA CHAKRABORTY,West_Bengal,SHYAMPUR,INC,,82033,M,2,1,FALSE,FALSE,40.29,73958,36.32,54,,1
AEWB101486,16,0,2016,MINA MUKHERJEE GHOSH,West_Bengal,BAGNAN,CPM,,67637,F,2,1,FALSE,FALSE,37.4,57305,31.69,53,,1
AEWB101487,16,0,2016,SAMIRAN ROY,West_Bengal,BAGNAN,BJP,,10332,M,3,1,FALSE,FALSE,5.71,8110,4.48,60,,1
AEWB101494,15,0,2011,ASIT MITRA,West_Bengal,AMTA,INC,,88264,M,1,2,FALSE,FALSE,51.82,13719,8.05,65,2,2
AEWB101494,16,0,2016,ASIT MITRA,West_Bengal,AMTA,INC,INC,89149,M,1,2,FALSE,TRUE,47.05,4504,2.38,69,2,2
AEWB101495,16,0,2016,TUSHAR KANTI SIL,West_Bengal,AMTA,AITC,,84645,M,2,1,FALSE,FALSE,44.67,73600,38.84,62,,1
AEWB101496,16,0,2016,SUMAN SARKAR,West_Bengal,AMTA,BJP,,11045,M,3,1,FALSE,FALSE,5.83,9251,4.88,45,,1
AEWB101501,9,0,1982,SAROJ RANJAN KARAR,West_Bengal,UDAYNARAYANPUR,INC,,33292,M,2,4,FALSE,FALSE,43.23,32136,41.73,,,4
AEWB101501,11,0,1991,SAROJ RANJAN KARAR,West_Bengal,UDAYNARAYANPUR,INC,INC,46386,M,2,4,FALSE,FALSE,42.91,44397,41.07,,,4
AEWB101501,14,0,2006,KARAR SAROJ RANJAN,West_Bengal,UDAYNARAYANPUR,INC,INC,20178,M,3,4,FALSE,FALSE,16,18819,14.92,70,,4
AEWB101501,16,0,2016,KARAR SAROJ RANJAN,West_Bengal,UDAYNARAYANPUR,INC,INC,71070,M,2,4,FALSE,FALSE,39.06,62714,34.47,80,,4
AEWB101502,16,0,2016,BHOLA SAMUI,West_Bengal,UDAYNARAYANPUR,BJP,,8356,M,3,1,FALSE,FALSE,4.59,5890,3.24,41,,1
AEWB101507,16,0,2016,MD. ABDUL GHANI,West_Bengal,JAGATBALLAVPUR,AITC,,103348,M,1,1,FALSE,FALSE,48.7,24681,11.63,66,1,1
AEWB101508,16,0,2016,BAIDYANATH BASU,West_Bengal,JAGATBALLAVPUR,CPM,,78667,M,2,1,FALSE,FALSE,37.07,58602,27.61,40,,1
AEWB101509,16,0,2016,KAUSHIK MUKHERJEE,West_Bengal,JAGATBALLAVPUR,BJP,,20065,M,3,1,FALSE,FALSE,9.46,17720,8.35,39,,1
AEWB101516,14,0,2006,RAJIB BANERJEE,West_Bengal,DOMJUR,AITC,,70106,M,2,3,FALSE,FALSE,37.09,57106,30.21,38,2,3
AEWB101516,15,0,2011,RAJIB BANERJEE,West_Bengal,DOMJUR,AITC,AITC,101042,M,1,3,FALSE,FALSE,54.07,24986,13.37,42,2,3
AEWB101516,16,0,2016,RAJIB BANERJEE,West_Bengal,DOMJUR,AITC,AITC,148768,M,1,3,FALSE,TRUE,67.76,107701,49.05,46,2,3
AEWB101517,16,0,2016,PROTIMA DUTTA W/O - LATE TAPAN KUMAR DUTTA,West_Bengal,DOMJUR,IND,,41067,F,2,1,FALSE,FALSE,18.7,25578,11.65,55,,1
AEWB101518,16,0,2016,JAYANTA DAS,West_Bengal,DOMJUR,BJP,,15489,M,3,1,FALSE,FALSE,7.05,12302,5.6,28,,1
AEWB101524,16,0,2016,PRABIR KUMAR GHOSAL,West_Bengal,UTTARPARA,AITC,,84918,M,1,1,FALSE,FALSE,44.89,12000,6.34,59,1,1
AEWB101526,11,0,1991,KRISHNA BHATTACHARYYA,West_Bengal,UTTARPARA,BJP,,12207,F,3,4,FALSE,FALSE,9.72,10547,8.4,,,4
AEWB101526,13,0,2001,KRISHNA BHATTACHARJEE,West_Bengal,HARIPAL,BJP,BJP,4782,F,3,4,FALSE,FALSE,3.7,2818,2.18,,,4
AEWB101526,14,0,2006,KRISHNA BHATTACHARJEE,West_Bengal,TARAKESWAR,BJP,BJP,44578,F,2,4,FALSE,FALSE,34.6,35178,27.31,43,,4
AEWB101526,16,0,2016,KRISHNA BHATTACHARJEE,West_Bengal,UTTARPARA,BJP,BJP,23687,F,3,4,FALSE,FALSE,12.52,19243,10.17,53,,4
AEWB101529,14,1,2009,Dr. Sudipto Roy,West_Bengal,BAGNAN,AITC,,56979,M,1,3,FALSE,FALSE,59.79,29678,31.14,,3,3
AEWB101529,15,0,2011,DR. SUDIPTO ROY,West_Bengal,SREERAMPUR,AITC,AITC,97540,M,1,3,FALSE,TRUE,63.83,51691,33.83,63,3,3
AEWB101529,16,0,2016,DR. SUDIPTA ROY,West_Bengal,SREERAMPUR,AITC,AITC,74995,M,1,3,FALSE,TRUE,43.78,9907,5.78,68,3,3
AEWB101530,16,0,2016,SUBHANKAR SARKAR,West_Bengal,SREERAMPUR,INC,,65088,M,2,1,FALSE,FALSE,38,41029,23.95,56,,1
AEWB101531,16,0,2016,BHASKAR BHATTACHARYA,West_Bengal,SREERAMPUR,BJP,,24059,M,3,1,FALSE,FALSE,14.05,21094,12.31,58,,1
AEWB101536,14,0,2006,MUZAFFAR KHAN,West_Bengal,ENTALLY,AITC,,18347,M,3,3,FALSE,FALSE,23.37,17493,22.28,52,1,3
AEWB101536,15,0,2011,MUZAFFAR KHAN,West_Bengal,CHAMPDANI,AITC,AITC,92476,M,1,3,FALSE,FALSE,57.16,36313,22.45,57,1,3
AEWB101536,16,0,2016,MUZAFFAR KHAN,West_Bengal,CHAMPDANI,AITC,AITC,74048,M,2,3,FALSE,TRUE,40.19,50665,27.5,62,1,3
AEWB101541,15,0,2011,PATRA SOUREN,West_Bengal,SINGUR,BJP,,8158,M,3,2,FALSE,FALSE,4.66,0,0,38,,2
AEWB101541,16,0,2016,PATRA SOUREN,West_Bengal,SINGUR,BJP,BJP,14264,M,3,2,FALSE,FALSE,7.3,11166,5.71,44,,2
AEWB101546,16,0,2016,GAUTAM SARKAR SON OF KARTICK CHANDRA SARKAR,West_Bengal,CHANDANNAGORE,CPM,,73613,M,2,1,FALSE,FALSE,43.58,60380,35.75,54,,1
AEWB101547,12,0,1996,TANDRA BHATTACHARJEE,West_Bengal,CHANDERNAGORE,BJP,,5223,F,3,2,FALSE,FALSE,3.75,4478,3.21,,,2
AEWB101547,16,0,2016,TANDRA BHATTACHARJEE,West_Bengal,CHANDANNAGORE,BJP,BJP,13233,F,3,2,FALSE,FALSE,7.83,9380,5.55,55,,2
AEWB101550,15,0,2011,ASIT MAZUMDER (TAPAN),West_Bengal,CHUNCHURA,AITC,,127206,M,1,2,FALSE,FALSE,56.9,44592,19.95,54,2,2
AEWB101550,16,0,2016,ASIT MAZUMDER (TAPAN),West_Bengal,CHUNCHURA,AITC,AITC,118501,M,1,2,FALSE,TRUE,49.06,29684,12.29,59,2,2
AEWB101551,16,0,2016,DR. PRANAB KUMAR GHOSH,West_Bengal,CHUNCHURA,AIFB,,88817,M,2,1,FALSE,FALSE,36.77,63697,26.37,55,,1
AEWB101552,15,0,2011,CHAMPA CHAKRABORTY,West_Bengal,CHUNCHURA,BJP,,5761,F,3,2,FALSE,FALSE,2.58,2901,1.3,40,,2
AEWB101552,16,0,2016,CHAMPA CHAKRABORTY,West_Bengal,CHUNCHURA,BJP,BJP,25120,F,3,2,FALSE,FALSE,10.4,19517,8.08,53,,2
AEWB101555,15,0,2011,ASIM KUMAR MAJHI,West_Bengal,BALAGARH,AITC,,96254,M,1,2,FALSE,FALSE,52.35,21583,11.74,48,2,2
AEWB101555,16,0,2016,ASHIM KUMAR MAJHI,West_Bengal,BALAGARH,AITC,AITC,96472,M,1,2,FALSE,TRUE,47.36,17837,8.76,53,2,2
AEWB101556,16,0,2016,PANCHU GOPAL MONDAL,West_Bengal,BALAGARH,CPM,,78635,M,2,1,FALSE,FALSE,38.61,57878,28.42,62,,1
AEWB101557,16,0,2016,SUBASH CHANDRA HALDER,West_Bengal,BALAGARH,BJP,,20757,M,3,1,FALSE,FALSE,10.19,16882,8.29,52,,1
AEWB101561,16,0,2016,SAIYAD RAHIM NABI,West_Bengal,PANDUA,AITC,,90097,M,2,1,FALSE,FALSE,43.02,73016,34.86,30,,1
AEWB101562,16,0,2016,ASHOK BHATTACHARYA,West_Bengal,PANDUA,BJP,,17081,M,3,1,FALSE,FALSE,8.16,14350,6.85,53,,1
AEWB101569,16,0,2016,SUSANTA SENGUPTA,West_Bengal,SAPTAGRAM,BJP,,16494,M,3,1,FALSE,FALSE,9.15,13590,7.54,56,,1
AEWB101572,14,0,2006,SWATI KHANDOKER,West_Bengal,CHANDITALA,AITC,,68309,F,2,3,FALSE,FALSE,41.96,56904,34.96,38,2,3
AEWB101572,15,0,2011,SWATI KHANDOKER,West_Bengal,CHANDITALA,AITC,AITC,86394,F,1,3,FALSE,FALSE,52.46,16920,10.27,44,2,3
AEWB101572,16,0,2016,SWATI KHANDOKER,West_Bengal,CHANDITALA,AITC,AITC,91874,F,1,3,FALSE,TRUE,48.28,14176,7.45,48,2,3
AEWB101574,15,0,2011,SUDIPTA CHATTOPADHYAY,West_Bengal,CHANDITALA,BJP,,5413,M,3,2,FALSE,FALSE,3.29,1994,1.21,34,,2
AEWB101574,16,0,2016,SUDIPTA CHATTOPADHYAY,West_Bengal,CHANDITALA,BJP,BJP,12843,M,3,2,FALSE,FALSE,6.75,9538,5.01,40,,2
AEWB101578,15,0,2011,SNEHASIS CHAKRABORTY,West_Bengal,JANGIPARA,AITC,,87133,M,1,2,FALSE,FALSE,50.54,13076,7.58,41,2,2
AEWB101578,16,0,2016,SNEHASIS CHAKRABORTY,West_Bengal,JANGIPARA,AITC,AITC,99324,M,1,2,FALSE,TRUE,50.8,23605,12.07,46,2,2
AEWB101579,16,0,2016,POBITRA SINGHA ROY,West_Bengal,JANGIPARA,CPM,,75719,M,2,1,FALSE,FALSE,38.73,62003,31.71,57,,1
AEWB101584,16,0,2016,JOGIYANANDA MISHRA,West_Bengal,HARIPAL,CPM,,79424,M,2,1,FALSE,FALSE,38.11,68300,32.77,43,,1
AEWB101585,16,0,2016,RAMKRISHNA PAL,West_Bengal,HARIPAL,BJP,,11124,M,3,1,FALSE,FALSE,5.34,7598,3.65,64,,1
AEWB101590,16,0,2016,PRADIP MAJUMDAR,West_Bengal,DHANEKHALI,AIFB,,66654,M,2,1,FALSE,FALSE,30.61,50316,23.11,42,,1
AEWB101591,16,0,2016,SASTHI DULEY,West_Bengal,DHANEKHALI,BJP,,16338,M,3,1,FALSE,FALSE,7.5,12629,5.8,37,,1
AEWB101596,16,0,2016,SURAJIT GHOSH,West_Bengal,TARAKESWAR,NCP,,69898,M,2,1,FALSE,FALSE,36.35,51909,27,40,,1
AEWB101597,16,0,2016,JAGANNATH DAS,West_Bengal,TARAKESWAR,BJP,,17989,M,3,1,FALSE,FALSE,9.36,14006,7.28,47,,1
AEWB101599,16,0,2016,DR. M. NURUZZAMAN,West_Bengal,PURSURAH,AITC,,105275,M,1,1,FALSE,FALSE,51.1,29127,14.14,55,1,1
AEWB101600,16,0,2016,PRATIM SINGHA ROY,West_Bengal,PURSURAH,INC,,76148,M,2,1,FALSE,FALSE,36.96,57852,28.08,62,,1
AEWB101603,15,0,2011,KRISHNA CHANDRA SANTRA,West_Bengal,ARAMBAG,AITC,,98011,M,1,2,FALSE,FALSE,53.37,19563,10.65,59,2,2
AEWB101603,16,0,2016,KRISHNA CHANDRA SANTRA,West_Bengal,ARAMBAG,AITC,AITC,107579,M,1,2,FALSE,TRUE,53.87,36457,18.25,63,2,2
AEWB101604,16,0,2016,ASIT MALIK,West_Bengal,ARAMBAG,CPM,,71122,M,2,1,FALSE,FALSE,35.61,53861,26.97,51,,1
AEWB101605,16,0,2016,MURARI BERA,West_Bengal,ARAMBAG,BJP,,17261,M,3,1,FALSE,FALSE,8.64,13513,6.77,50,,1
