pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEAR81006,9,0,2014,TOGO BASAR,ST,Arunachal_Pradesh,BASAR,PPA,,5407,M,2,1,FALSE,FALSE,42.35,5254,41.16,40,,,1
AEAR81007,9,0,2014,TUMKEBAGRA,ST,Arunachal_Pradesh,ALONG WEST,BJP,,6312,M,1,1,FALSE,FALSE,61.92,2586,25.37,59,,1,1
AEAR81011,9,0,2014,TUMMARBAGRA,ST,Arunachal_Pradesh,ALONG EAST,NCP,,3477,M,2,1,FALSE,FALSE,35.12,1530,15.45,51,,,1
AEAR81012,7,0,2004,YOMTO JINI,ST,Arunachal_Pradesh,ALONG EAST,BJP,,3938,M,2,3,FALSE,FALSE,45.66,3855,44.7,34,,,3
AEAR81012,8,0,2009,YOMTO JINI,ST,Arunachal_Pradesh,ALONG EAST,AITC,BJP,4576,M,2,3,TRUE,FALSE,46.93,0,0,45,,,3
AEAR81012,9,0,2014,YOMTOJINI,ST,Arunachal_Pradesh,ALONG EAST,BJP,AITC,1947,M,3,3,TRUE,FALSE,19.67,1907,19.26,49,,,3
AEAR81015,9,0,2014,TALEMTABOH,ST,Arunachal_Pradesh,RUMGONG,INC,,4419,M,2,1,FALSE,FALSE,48.79,4389,48.45,46,,,1
AEAR81016,8,0,2009,PASANG DORJEE SONA,ST,Arunachal_Pradesh,MECHUKA,INC,,3973,M,1,2,FALSE,FALSE,51.67,1550,20.16,37,,2,2
AEAR81016,9,0,2014,PASANG DORJEE SONA,ST,Arunachal_Pradesh,MECHUKA,PPA,INC,3825,M,1,2,TRUE,TRUE,48.28,46,0.58,42,,2,2
AEAR81017,9,0,2014,TORI RAGYOR,ST,Arunachal_Pradesh,MECHUKA,INC,,3779,M,2,1,FALSE,FALSE,47.7,3541,44.7,39,,,1
AEAR81018,9,0,2014,MALING KOJE,ST,Arunachal_Pradesh,MECHUKA,BJP,,238,M,3,1,FALSE,FALSE,3,179,2.26,39,,,1
