pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEMD85035,1,0,1971,NALLASIVAN A.,,Tamil_Nadu,AMBASAMUDRAM,CPM,,8148,M,3,2,FALSE,FALSE,12.15,0,0,,,,2
AEMD85035,4,0,1984,NALLASIVAN A.,,Tamil_Nadu,AMBASAMUDRAM,CPM,CPM,36041,M,2,2,FALSE,FALSE,44.14,35131,43.02,,,,2
AEMD85046,4,0,1984,"SUBRAMANIAN, A.L.",,Tamil_Nadu,TIRUNELVELI,DMK,,37547,M,2,2,FALSE,FALSE,39.65,37175,39.26,,,,1
AEMD85046,4,1,1986,SUBRAMANIAN.A.L,,Tamil_Nadu,TIRUNELVELI,DMK,DMK,39495,,2,2,FALSE,FALSE,41.94,38489,40.88,,,,1
AETN187189,4,0,1984,"VALARMATHI, B.",,Tamil_Nadu,MYLAPORE,ADK,,51870,F,1,1,FALSE,FALSE,51.68,5474,5.45,,,1,1
AETN190044,4,0,1984,ARJUNAN K.,,Tamil_Nadu,TARAMANGALAM,DMK,,25429,M,2,1,FALSE,FALSE,27.95,24896,27.36,,,,1
AETN190468,3,0,1980,"GANDHI, M. R.",,Tamil_Nadu,NAGERCOIL,BJP,,693,M,4,2,FALSE,FALSE,0.96,562,0.78,,,,2
AETN190468,4,0,1984,M.R. GANDHI,,Tamil_Nadu,COLACHEL,BJP,BJP,32996,M,2,2,FALSE,FALSE,38.64,14318,16.77,,,,2
AETN190532,4,0,1984,"KUMARADHAS, D.",,Tamil_Nadu,KILLIYOOR,JNP,,36944,M,1,1,FALSE,FALSE,58.24,11486,18.11,,,1,1
AETN191342,4,0,1984,NANJAPPAN N.,,Tamil_Nadu,PENNAGARAM,CPI,,25518,M,2,1,FALSE,FALSE,31.45,15938,19.64,,,,1
AETN191807,2,0,1977,S. MUTHUSAMY,,Tamil_Nadu,ERODE,ADK,,37968,M,1,3,FALSE,FALSE,43.09,17579,19.95,,,3,3
AETN191807,3,0,1980,"MUTHUSAMY, S.",,Tamil_Nadu,ERODE,ADK,ADK,62342,M,1,3,FALSE,TRUE,56.62,18503,16.81,,,3,3
AETN191807,4,0,1984,S.MUTHUSAMY,,Tamil_Nadu,ERODE,ADK,ADK,71722,M,1,3,FALSE,TRUE,53.5,11647,8.69,,,3,3
AETN194510,4,0,1984,ARUMUGAM S.,,Tamil_Nadu,SALEM-II,DMK,,41333,M,2,1,FALSE,FALSE,45.07,41109,44.82,,,,1
AETN196282,4,0,1984,N. ARCOT VEERASWAMY,,Tamil_Nadu,ARCOT,DMK,,34509,M,2,1,FALSE,FALSE,38.96,33408,37.72,,,,1
AETN196860,1,0,1971,S. RAMACHANDRAN,,Tamil_Nadu,PANRUTI,DMK,,42141,M,1,4,FALSE,FALSE,52.06,8985,11.1,,,4,4
AETN196860,2,0,1977,S. RAMACHANDRAN,,Tamil_Nadu,PANRUTI,ADK,DMK,43330,M,1,4,TRUE,TRUE,59.24,15657,21.41,,,4,4
AETN196860,3,0,1980,"RAMACHANDRAN, S",,Tamil_Nadu,PANRUTI,ADK,ADK,44557,M,1,4,FALSE,TRUE,51.88,4487,5.22,,,4,4
AETN196860,4,0,1984,S.RAMACHANDRAN,,Tamil_Nadu,PANRUTI,ADK,ADK,51900,M,1,4,FALSE,TRUE,53.97,7637,7.94,,,4,4
AETN196961,1,0,1971,V. C. GOVINDASAMY,,Tamil_Nadu,KAVERIPATNAM,DMK,,41546,M,1,2,FALSE,FALSE,64.98,19155,29.96,,,1,2
AETN196961,4,0,1984,V.C. GOVINDASAMY,,Tamil_Nadu,KAVERIPATTINAM,DMK,DMK,31533,M,2,2,FALSE,FALSE,38.19,27713,33.57,,,1,2
AETN196977,4,0,1984,PERIYASAMY D.,,Tamil_Nadu,CHINNASALEM,DMK,,30633,M,2,1,FALSE,FALSE,36.35,0,0,,,,1
AETN197293,4,0,1984,S. JEGATHEESAN,,Tamil_Nadu,ARAVAKURICHI,ADK,,57887,M,1,1,FALSE,FALSE,55.72,13614,13.1,,,1,1
AETN197926,2,0,1977,A. RAHAMAN KHAN,,Tamil_Nadu,CHEPAUK,DMK,,24425,M,1,2,FALSE,FALSE,38.4,6629,10.42,,,2,2
AETN197926,4,0,1984,"RAHMAN KHAN, A.",,Tamil_Nadu,CHEPAUK,DMK,DMK,36234,M,1,2,FALSE,FALSE,56.26,8988,13.96,,,2,2
AETN197982,2,0,1977,A.S.A. ARUMUGAM,,Tamil_Nadu,VIRUDHUNAGAR,JNP,,22820,M,2,2,FALSE,FALSE,30.71,14489,19.5,,,1,2
AETN197982,4,0,1984,"ARUMUGAM, A.S.A.",,Tamil_Nadu,VIRUDHUNAGAR,JNP,JNP,42852,M,1,2,FALSE,FALSE,45.36,7076,7.49,,,1,2
AETN198020,4,0,1984,S.KUMARA GURUBARA RAMANATHAN,,Tamil_Nadu,VILATHIKULAM,DMK,,32481,M,1,1,FALSE,FALSE,40.52,6338,7.91,,,1,1
AETN199929,3,0,1980,"NATARASAN, A.",,Tamil_Nadu,PERUR,DMK,,46823,M,2,2,FALSE,FALSE,47.54,42468,43.12,,,1,2
AETN199929,4,0,1984,A.NATARASAN,,Tamil_Nadu,PERUR,DMK,DMK,58302,M,1,2,FALSE,FALSE,52.63,7061,6.37,,,1,2
AETN199970,2,0,1977,S. RAJU,,Tamil_Nadu,POLLACHI,DMK,,17952,M,2,2,FALSE,FALSE,23.2,5415,7,,,,2
AETN199970,4,0,1984,S.RAJU,,Tamil_Nadu,POLLACHI,DMK,DMK,47527,M,2,2,FALSE,FALSE,46.01,46655,45.17,,,,2
AETN200238,2,0,1977,N.K.K. PERIASAMY,,Tamil_Nadu,BHAVANI,DMK,,14258,M,4,2,FALSE,FALSE,19.48,0,0,,,,2
AETN200238,4,0,1984,N.K.K. PERIASMY,,Tamil_Nadu,BHAVANI,DMK,DMK,33116,M,2,2,FALSE,FALSE,35.93,32407,35.16,,,,2
AETN200559,4,0,1984,M.ARIVAZHAGAN,,Tamil_Nadu,NILAKOTTAI,DMK,,25313,M,2,1,FALSE,FALSE,28.86,19913,22.7,,,,1
AETN201362,4,0,1984,"PAWANAN, R.",,Tamil_Nadu,THIRUMAIYAM,DMK,,26360,M,2,1,FALSE,FALSE,28.13,24633,26.29,,,,1
AETN201557,2,0,1977,A. PIRANAVANATHAN,,Tamil_Nadu,KADALADI,DMK,,12299,M,2,2,FALSE,FALSE,17.5,3125,4.45,,,1,2
AETN201557,4,0,1984,A.PIRANAVANATHAN,,Tamil_Nadu,KADALADI,DMK,DMK,37399,M,1,2,FALSE,FALSE,39.81,6702,7.13,,,1,2
AETN201735,3,0,1980,THAMARAIKKANI R.,,Tamil_Nadu,SRIVILLIPUTHUR,ADK,,46882,M,1,2,FALSE,FALSE,52.36,17666,19.73,,,2,2
AETN201735,4,0,1984,"THAMARAIKKANI, R.",,Tamil_Nadu,SRIVILLIPUTHUR,ADK,ADK,54458,M,1,2,FALSE,TRUE,53.35,8213,8.05,,,2,2
AETN202271,1,0,1971,HEMACHANDRAN J.,,Tamil_Nadu,TIRUVATTAR,CPM,,14315,M,2,4,FALSE,FALSE,23.66,4227,6.99,,,2,4
AETN202271,2,0,1977,J. HEMACHANDRAN,,Tamil_Nadu,THIRUVATTAR,CPM,CPM,26192,M,2,4,FALSE,FALSE,45.98,24428,42.88,,,2,4
AETN202271,3,0,1980,HEMACHANDRAN J.,,Tamil_Nadu,THIRUVATTAR,CPM,CPM,29463,M,1,4,FALSE,FALSE,47.71,12364,20.02,,,2,4
AETN202271,4,0,1984,J. HEMACHANDRAN,,Tamil_Nadu,THIRUVATTAR,CPM,CPM,26851,M,1,4,FALSE,TRUE,36.97,4089,5.63,,,2,4
AETN202458,4,0,1984,"STALIN, M. K.",,Tamil_Nadu,THOUSAND LIGHTS,DMK,,43954,M,2,1,FALSE,FALSE,47.86,43100,46.93,,,,1
AETN202666,3,0,1980,"RAJARATHINAM, D.",,Tamil_Nadu,POONAMALLEE,DMK,,38018,M,1,2,FALSE,FALSE,48.83,11088,14.24,,,1,2
AETN202666,4,0,1984,D. RAJARATHINAM,,Tamil_Nadu,POONAMALLEE,DMK,DMK,40562,M,2,2,FALSE,TRUE,41.18,39412,40.01,,,1,2
AETN202785,2,0,1977,V. GOVINDAN,,Tamil_Nadu,PERNAMBUT,DMK,,15862,M,3,2,FALSE,FALSE,24.06,12234,18.55,,,,2
AETN202785,4,0,1984,V. GOVINDAN,,Tamil_Nadu,PERNAMBUT,DMK,DMK,36420,M,2,2,FALSE,FALSE,42.78,35525,41.73,,,,2
AETN202943,4,0,1984,"SAMPATH, A. G.",,Tamil_Nadu,MUGAIYUR,DMK,,31128,M,2,1,FALSE,FALSE,38.6,28538,35.39,,,,1
AETN203124,4,0,1984,SEERANGAN M.,,Tamil_Nadu,METTUR,CPM,,17626,M,3,1,FALSE,FALSE,18.42,14872,15.54,,,,1
AETN203178,4,0,1984,"MANICKAM, K",,Tamil_Nadu,YERCAUD,DMK,,16785,M,2,1,FALSE,FALSE,25.6,0,0,,,,1
AETN203332,4,0,1984,"VELLINGIRI, U.K.",,Tamil_Nadu,THONDAMUTHUR,CPM,,45353,M,2,1,FALSE,FALSE,38.52,44349,37.67,,,,1
