pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
AEAS191274,3,0,1962,GHANASHYAM TALUKDAR,,Assam,SORBHOG,IND,,10573,M,2,1,FALSE,FALSE,38.6,5419,19.79,,,1
AEAS193946,3,0,1962,BAZLUL BASIT,,Assam,SOUTH SALMARA,INC,,17373,M,1,1,FALSE,FALSE,60.97,7032,24.68,,1,1
AEAS194611,3,0,1962,MALCHANDRA PEGU,,Assam,MAJULI,INC,,8917,M,1,1,FALSE,FALSE,44.37,3740,18.61,,1,1
AEAS195068,3,0,1962,ZAHIRUL ISLAM,,Assam,MANKACHAR,IND,,10744,M,1,1,FALSE,FALSE,49.47,252,1.16,,1,1
AEAS195548,3,0,1962,MD. UMARUDDIN,,Assam,DHUBRI,INC,,10643,M,1,1,FALSE,FALSE,56.15,6128,32.33,,1,1
AEAS195602,3,0,1962,BIRENDRA NARAYAN BRAHMA PATGIRI,,Assam,SIDLI,IND,,5702,M,2,1,FALSE,FALSE,34.76,4627,28.21,,,1
AEAS195614,3,0,1962,RAM PRASAD DAS,,Assam,BIJNI,PSP,,8896,M,1,1,FALSE,FALSE,39.42,1235,5.47,,1,1
AEAS195685,3,0,1962,SURENDRA NATH DAS,,Assam,BARAMA,INC,,9015,M,1,1,FALSE,FALSE,56.18,4669,29.1,,1,1
AEAS196169,3,0,1962,PREMADHAR BORA,,Assam,BIHPURIA,IND,,5237,M,2,1,FALSE,FALSE,21.82,635,2.65,,,1
AEAS196393,3,0,1962,TARAPADA BHATTACHARJEE,,Assam,KATIGORA,IND,,15358,M,1,1,FALSE,FALSE,57.1,3817,14.19,,1,1
AEAS196457,3,0,1962,SRIHARI BARMAN,,Assam,SORBHOG,RCP,,5154,M,3,1,FALSE,FALSE,18.82,4831,17.64,,,1
AEAS196535,3,0,1962,TARUN SEN DEKA,,Assam,NALBARI WEST,CPI,,8763,M,2,1,FALSE,FALSE,29.87,2913,9.93,,,1
AEAS196778,3,0,1962,RAMESH CHANDRA BAROOAH,,Assam,DIBRUGARH,INC,,11588,M,1,1,FALSE,FALSE,57.51,5150,25.56,,1,1
AEAS196783,3,0,1962,NIBARAN CHANDRA BORA,,Assam,LAHOWAL,IND,,5567,M,2,1,FALSE,FALSE,39.38,3869,27.37,,,1
AEAS196802,3,0,1962,UPENDRA NATH SANATAN,,Assam,BOGDUNG,INC,,8586,M,1,1,FALSE,FALSE,56.43,1958,12.87,,1,1
AEAS196826,3,0,1962,A. THANGLURA,,Assam,AIJAL WEST,INC,,5771,M,2,1,FALSE,FALSE,26.42,0,0,,,1
AEAS196900,3,0,1962,BRINGTON BUHAI LYNGDOH,,Assam,NONGPOH,HLC,,13076,M,1,1,FALSE,FALSE,73.47,10150,57.03,,1,1
AEAS197324,3,0,1962,SAPRAWNGA,,Assam,LUNGLEH,HLC,,5563,M,1,1,FALSE,FALSE,45.77,1050,8.64,,1,1
AEAS197325,3,0,1962,R. DENGTHUAMA,,Assam,LUNGLEH,IND,,4513,M,2,1,FALSE,FALSE,37.13,2434,20.02,,,1
AEAS197327,3,0,1962,R. THANHLIRA,,Assam,AIJAL EAST,HLC,,10321,M,1,1,FALSE,FALSE,84.18,8382,68.37,,1,1
AEAS197328,3,0,1962,LALSAWIA,,Assam,AIJAL EAST,INC,,1939,M,2,1,FALSE,FALSE,15.82,0,0,,,1
AEAS197329,3,1,1964,CH.CHHANGA,,Assam,AIJAL EAST,IND,,10154,,1,1,FALSE,FALSE,45.61,808,3.63,,1,1
AEAS197330,3,1,1964,ROSSANGA,,Assam,AIJAL EAST,IND,,9346,,2,1,FALSE,FALSE,41.98,7335,32.95,,,1
AEAS197331,3,1,1964,ZALAWMA,,Assam,AIJAL EAST,INC,,2011,,3,1,FALSE,FALSE,9.03,1260,5.66,,,1
AEAS197332,3,1,1964,LALMAWIA,,Assam,AIJAL EAST,HLC,,751,,4,1,FALSE,FALSE,3.37,0,0,,,1
AEAS197333,3,0,1962,CH. CHHUNGA,,Assam,AIJAL WEST,HLC,,16070,M,1,1,FALSE,FALSE,73.58,10299,47.15,,1,1
AEAS197335,3,0,1962,BAIDYANATH MOOKERJEE,,Assam,RATABARI,INC,,13403,M,1,1,FALSE,FALSE,42.71,1322,4.21,,1,1
AEAS197336,3,0,1962,BISWANATH UPADHYAYA,,Assam,RATABARI,PSP,,12081,M,2,1,FALSE,FALSE,38.5,8716,27.78,,,1
AEAS197340,3,0,1962,RAMDEB MALAH,,Assam,PATHARKANDI,INC,,17652,M,1,1,FALSE,FALSE,65.65,8418,31.31,,1,1
AEAS197341,3,0,1962,GOPESH NAMASUDRA,,Assam,PATHARKANDI,CPI,,9234,M,2,1,FALSE,FALSE,34.35,0,0,,,1
AEAS197342,3,0,1962,ABDUL MUNIM CHOWDHURY,,Assam,KARIMGANJ SOUTH,INC,,9881,M,1,1,FALSE,FALSE,35.47,2967,10.65,,1,1
AEAS197343,3,0,1962,JAJNESWAR DAS,,Assam,KARIMGANJ SOUTH,CPI,,6914,M,2,1,FALSE,FALSE,24.82,209,0.75,,,1
AEAS197346,3,0,1962,RATHINDRA NATH SEN,,Assam,KARIMGANJ NORTH,IND,,12922,M,1,1,FALSE,FALSE,39.12,2321,7.03,,1,1
AEAS197347,3,0,1962,RANENDRA MOHAN DAS,,Assam,KARIMGANJ NORTH,INC,,10601,M,2,1,FALSE,FALSE,32.09,1092,3.31,,,1
AEAS197350,3,0,1962,ABDUL HAMID MAZUMDAR,,Assam,KATIGORA,INC,,11541,M,2,1,FALSE,FALSE,42.9,0,0,,,1
AEAS197351,3,0,1962,MOULANA ABDUL JALIL CHOWDHURY,,Assam,BADARPUR,INC,,13062,M,1,1,FALSE,FALSE,54.97,4939,20.78,,1,1
